temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion
56.0607,6.157327037326633e-06,1.3433268599619121e-11,2.1839819503820707e-87,4.742297824668319e-28,1.0789592379429946e-06,1.5487182405583293e-10,3.5963521158120504e-109,7.767414891989248e-33,1.3937162394297833e-06,5.799597025119097e-10,1.7451983444041266e-143,7.377299996174727e-24
57.01562,6.592274377251027e-06,1.4878953008072605e-11,4.323048981714173e-87,5.768610862971957e-28,1.1577517584220182e-06,1.6925339345202153e-10,7.970959445640814e-109,9.60779543972048e-33,1.4887685930654432e-06,6.280454710962701e-10,4.5237738152401095e-143,8.47992759722333e-24
57.97053,7.050463178087412e-06,1.6471525137171097e-11,8.560549477975868e-87,7.014400212929122e-28,1.2409043393228062e-06,1.8481351892275935e-10,1.7671175698739378e-108,1.1888091513115537e-32,1.5888548719715273e-06,6.795312435199286e-10,1.1758082923993253e-142,9.743312119546311e-24
58.92545,7.531893439835787e-06,1.821871591958012e-11,1.691945456649209e-86,8.527741638044873e-28,1.3290398464198958e-06,2.0169553836900512e-10,3.916381171050678e-108,1.4693057479504147e-32,1.693975076148036e-06,7.345789247276139e-10,3.058230593362081e-142,1.1190124411015695e-23
59.88036,8.039885371197865e-06,2.0151449085961785e-11,3.3463120887513774e-86,1.0367162154760152e-27,1.4221582797132876e-06,2.2001093682483777e-10,8.671389138255856e-108,1.816395061776919e-32,1.8044253188461704e-06,7.935123246087828e-10,7.93951182591178e-142,1.2849218278014063e-23
60.83528,8.57775918087536e-06,2.226972463631609e-11,6.626021376953922e-86,1.2603730283038956e-27,1.5205710720902499e-06,2.3975971429025735e-10,1.9213921088402194e-107,2.2462207818062527e-32,1.9207978265683335e-06,8.566552530528924e-10,2.065587524198997e-141,1.4751508513094177e-23
61.79019,9.142194660166558e-06,2.460446630130514e-11,1.3098368025353636e-85,1.5321056046368345e-27,1.6245896564380518e-06,2.6110113509966234e-10,4.258138881295336e-107,2.778962519307399e-32,2.0430925993145253e-06,9.243315199493996e-10,5.369839435463408e-141,1.693615385348954e-23
62.74511,9.739832226474886e-06,2.717113594625999e-11,2.5897941442144096e-85,1.862365197410714e-27,1.7348368985312312e-06,2.8419446358745134e-10,9.447890434073558e-107,3.4368178466762383e-32,2.1716057503359472e-06,9.967030302430328e-10,1.3955887962461084e-140,1.9429947119412554e-23
63.70002,1.0367351671098632e-05,2.998519543651169e-11,5.123587249170889e-85,2.2636933101485926e-27,1.851312798369788e-06,3.093582284224215e-10,2.094142397766093e-106,4.250056180816245e-32,2.3066333928838006e-06,1.0742554987679777e-09,3.625958836349586e-140,2.2294717895968737e-23
64.65494,1.1031393411441218e-05,3.309303036805341e-11,1.014473509748098e-84,2.7507216969607064e-27,1.9746402217282597e-06,3.3659242960457266e-10,4.640109520778236e-106,5.255000822011589e-32,2.448767753460488e-06,1.1571508304689625e-09,9.408399681062305e-140,2.5571685906561787e-23
65.60985,1.1731957447502647e-05,3.651010260621619e-11,2.0041910914092202e-84,3.3422626131316424e-27,2.1051306014939154e-06,3.6605633146830345e-10,1.029177613322782e-105,6.498064876180929e-32,2.5983049453172115e-06,1.2458747401801727e-09,2.4452758761894966e-139,2.934329059799907e-23
66.56477,1.2469043779282918e-05,4.0267335881662146e-11,3.963309471530209e-84,4.061308815120342e-27,2.243095370554024e-06,3.979091983480124e-10,2.279065421845286e-105,8.035751254877421e-32,2.7555410817051723e-06,1.340912942735794e-09,6.350300862229256e-139,3.3650751693684275e-23
67.51968,1.3245972615483743e-05,4.4395653925053386e-11,7.852522255770395e-84,4.9350335605601e-27,2.3891573946831233e-06,4.324695589124966e-10,5.050555779873447e-105,9.9366706364156e-32,2.9207722758755716e-06,1.4427511529700118e-09,1.651337871051222e-138,3.859711850212661e-23
68.4746,1.4066064164806839e-05,4.894144233238306e-11,1.5514851920243597e-83,5.9989711094329134e-27,2.5436281067684823e-06,4.698966774961547e-10,1.1191308926092704e-104,1.2277505543617606e-31,3.0945907543308126e-06,1.5517131807722828e-09,4.30475228464234e-138,4.4264830470133445e-23
69.42951,1.49293184272522e-05,5.3951086699644334e-11,3.0694391369181037e-83,7.290745972307961e-27,2.7068189396973693e-06,5.103498184333851e-10,2.4804217449348668e-104,1.518336956635113e-31,3.2772926303220967e-06,1.6684466459215212e-09,1.1163578221660893e-137,5.075693690621402e-23
70.38443,1.5842375820223258e-05,5.945551075749932e-11,6.058908665102724e-83,8.860524163277477e-27,2.879664192131591e-06,5.54147510392985e-10,5.496455369847865e-104,1.877534037223007e-31,3.4694701303518264e-06,1.7932753583071838e-09,2.8986512773329537e-137,5.819709698057937e-23
71.33934,1.680523634372001e-05,6.551656196727221e-11,1.197979976946838e-82,1.0766832698782401e-26,3.0624752969584166e-06,6.016082820437513e-10,1.218063799803343e-103,2.3214854851406286e-31,3.6714193676712035e-06,1.927008842652913e-09,7.529610395392924e-137,6.672957972514239e-23
72.29426,1.781789999774245e-05,7.21806259249562e-11,2.3705486074192518e-82,1.308701085054826e-26,3.255563687065115e-06,6.528913977200826e-10,2.698909138161527e-103,2.8703709116569613e-31,3.884028682033832e-06,2.070132813792895e-09,1.957010410234885e-136,7.649865417181601e-23
73.24917,1.8887007199694017e-05,7.950955009187546e-11,4.692466687562646e-82,1.590884914323647e-26,3.459863661113493e-06,7.084746504251748e-10,5.986657504057678e-103,3.5484058502947835e-31,4.107594186690913e-06,2.223456796450771e-09,5.0860368413564865e-136,8.771041893761864e-23
74.20409,2.0012557949574703e-05,8.758064379468529e-11,9.278254895845849e-82,1.9336860106205852e-26,3.6759980848780876e-06,7.686765688278248e-10,1.326861256240618e-102,4.3878776790844685e-31,4.342411994893649e-06,2.3869807906265417e-09,1.3221505562272651e-135,1.0055036277786687e-22
75.159,2.120119266478793e-05,9.645575449470988e-11,1.836275938440688e-81,2.3496458774686992e-26,3.9045898241334375e-06,8.338156815968296e-10,2.938129670270715e-102,5.425109698310185e-31,4.589370446395644e-06,2.5618381309333063e-09,3.4348692025205704e-135,1.1526580403298282e-22
76.11392,2.2452911345333706e-05,1.0621219151860452e-10,3.6328600529516395e-81,2.8554865195654003e-26,4.146573177541348e-06,9.043697817353849e-10,6.49759277715002e-102,6.708532975017491e-31,4.849061767699301e-06,2.7496478668183504e-09,8.916923509845617e-135,1.321452807667923e-22
77.06883,2.3774354408615455e-05,1.1695818792368658e-10,7.173785125170316e-81,3.4700201921952774e-26,4.402571010876357e-06,9.808166622466866e-10,1.4404491739759772e-101,8.294650420759538e-31,5.122374298558223e-06,2.950409998281673e-09,2.318528403576012e-134,1.514773310431211e-22
78.02375,2.5168842063334886e-05,1.2877105303661132e-10,1.4197587317604086e-80,4.216239651817271e-26,4.673206189913004e-06,1.06363411613393e-09,3.193009253317315e-101,1.0256108636104667e-30,5.409604152223612e-06,3.1657435747705593e-09,6.023295698023989e-134,1.737359816811116e-22
78.97866,2.6639694518193715e-05,1.4177448178002717e-10,2.8100071822462657e-80,5.123408406651852e-26,4.959413013313094e-06,1.1532999364003109e-09,7.078530049376404e-101,1.2677661988382604e-30,5.711639668449074e-06,3.3972676457322943e-09,1.5660697105878522e-133,1.990861115743786e-22
79.93358,2.8190231981893655e-05,1.5607670721125147e-10,5.561480107216188e-80,6.224970466093842e-26,5.262437212625703e-06,1.2502919160490244e-09,1.5691887338542356e-100,1.5684424067461043e-30,6.0284808472346066e-06,3.644982211166878e-09,4.069290855485134e-133,2.2814601657397736e-22
80.88849,2.982377466313642e-05,1.7184780984892585e-10,1.0988963619551373e-79,7.564821092473948e-26,5.583213086512638e-06,1.3554063767520641e-09,3.4766262155559695e-100,1.9397472540953878e-30,6.363088821092225e-06,3.9088872710743105e-09,1.0577665832218066e-132,2.615339925309631e-22
81.84341,3.154696297932543e-05,1.8916509901970556e-10,2.1756858716216362e-79,9.191036049297228e-26,5.922674933635705e-06,1.4692803758470237e-09,7.715376174893157e-100,2.397824429901298e-30,6.71546359002193e-06,4.192220924349161e-09,2.747440856027472e-132,2.9986833529639117e-22
82.79832,3.336311713916241e-05,2.0818319337690115e-10,4.3031433125530213e-79,1.1168413104766152e-25,6.280822753994903e-06,1.5925509706714974e-09,1.7089534738811937e-99,2.9648715065597147e-30,7.085605154023721e-06,4.49498317099143e-09,7.128077859597714e-132,3.437673407213169e-22
83.75324,3.527887756005077e-05,2.2921133022713365e-10,8.511619832812923e-79,1.3572201280019072e-25,6.660770876462923e-06,1.726014482897478e-09,3.787571242402315e-99,3.665104017593418e-30,7.473513513097598e-06,4.8187930604484014e-09,1.8542766280329318e-131,3.94055403273814e-22
84.70815,3.7297564450692226e-05,2.5224950957040305e-10,1.6841500945327351e-78,1.6498552102066105e-25,7.0625193010397624e-06,1.870467234196958e-09,8.3795503650176e-99,4.53080934103278e-30,7.882149799755576e-06,5.166888691614647e-09,4.808077579011724e-131,4.515569174219561e-22
85.66307,3.942913843719193e-05,2.776069687133305e-10,3.332711931434545e-78,2.0051978100266075e-25,7.486068027725423e-06,2.026864810576329e-09,1.8596024625984154e-98,5.6023466994157676e-30,8.311514013997653e-06,5.5392700644901646e-09,1.2517998705295352e-130,5.175084748678539e-22
86.61798,4.1676919728251585e-05,3.05592944962537e-10,6.583397243635296e-78,2.4357894309849565e-25,7.934531385392595e-06,2.1956850050387868e-09,4.120269107578248e-98,6.92612919866104e-30,8.76160615582383e-06,5.9375562285222405e-09,3.2543767864473605e-130,5.93146667313618e-22
87.5729,4.4044228532572905e-05,3.3636205697133313e-10,1.3026719916033216e-77,2.960442328366246e-25,8.407909374041273e-06,2.378838989597113e-09,9.119820341668265e-98,8.562695672575545e-30,9.235387357746123e-06,6.363366233158159e-09,8.461076767833707e-130,6.7991418507837735e-22
88.52781,4.6541025476261034e-05,3.702235420463399e-10,2.5768245380820093e-77,3.597968757455064e-25,8.909316322544153e-06,2.577919407595294e-09,2.0232953247879222e-97,1.0580656799473827e-29,9.735818752276544e-06,6.8199381772924895e-09,2.1978470950279027e-129,7.79253718481261e-22
89.48273,4.917395097671939e-05,4.0733201884086786e-10,5.099008052637771e-77,4.3713614747103515e-25,9.441866559773916e-06,2.7929262590333295e-09,4.4850308780952886e-97,1.3082928596827694e-29,1.025993920690308e-05,7.308891110372518e-09,5.702356697884096e-129,8.932262536924531e-22
90.43764,5.1949645451351404e-05,4.481513433148486e-10,1.009113192494607e-76,5.311974238939754e-25,1.000244575685788e-05,3.0254521872552052e-09,9.946497171856666e-97,1.6170409120982064e-29,1.0810709854137744e-05,7.831844081845526e-09,1.4839113876759176e-128,1.0236866782651198e-21
91.39256,5.4878069526262215e-05,4.931453714282138e-10,1.9959283765555494e-76,6.4532510595380975e-25,1.0597282571541417e-05,3.277089835604906e-09,2.2037803145606977e-96,2.0004535262088796e-29,1.1391091826492553e-05,8.392035190606088e-09,3.854461811893643e-128,1.1733142742205005e-21
92.34747,5.796586361885524e-05,5.426233404875844e-10,3.946339563876001e-76,7.841177449423262e-25,1.1226377003824532e-05,3.5494318474264178e-09,4.8828876606545865e-96,2.472656429903077e-29,1.2001085123967504e-05,8.991083486101487e-09,1.0012385828340956e-127,1.3447883235798348e-21
93.30239,6.122298835523563e-05,5.97049106452892e-10,7.806528372114395e-76,9.528009673274658e-25,1.1892843382579908e-05,3.845663509407712e-09,1.0806269014087322e-95,3.057865156703579e-29,1.2643650879074612e-05,9.632227067226291e-09,2.603300115568356e-127,1.5414064042154176e-21
94.2573,6.464280331799995e-05,6.570411439373789e-10,1.5439834060585803e-75,1.1578545499294756e-24,1.2596681707807552e-05,4.165784821548786e-09,2.3957262477671928e-95,3.780295240133163e-29,1.3318789091813879e-05,1.0318704032875072e-08,6.758647216097843e-127,1.766053896765507e-21
95.21222,6.826183080286704e-05,7.22908690247666e-10,3.0532301581517866e-75,1.4065943698034736e-24,1.3341006308380147e-05,4.512981070537614e-09,5.3030739762869305e-95,4.674252019349101e-29,1.4029460894697318e-05,1.10537524819424e-08,1.7572562562054098e-126,2.0236771680385453e-21
96.16713,7.208007080983692e-05,7.95424838650306e-10,6.042699686336407e-75,1.7096807049440593e-24,1.4128931513170384e-05,4.8888448997181806e-09,1.1769884811685972e-94,5.780094716889359e-29,1.4775666287724927e-05,1.1842229562770126e-08,4.560863938490366e-126,2.3204591765450857e-21
97.12205,7.609752333890956e-05,8.752080637585412e-10,1.1963590790702061e-74,2.0775648082871147e-24,1.4960457322178262e-05,5.29496895243447e-09,2.6089251661498135e-94,7.146254399799495e-29,1.5560366403408726e-05,1.2685754324805538e-08,1.1870269681590425e-125,2.6605218946254966e-21
98.07696,8.034739047710212e-05,9.63031458838924e-10,2.366025311942441e-74,2.5248784339428757e-24,1.584181239314916e-05,5.7345385153744535e-09,5.787987635652704e-94,8.837305824140255e-29,1.638652237426072e-05,1.358918391639049e-08,3.084468595991182e-125,3.0500482807903306e-21
99.03188,8.482967222441458e-05,1.0596681171580072e-09,4.676333801685118e-74,3.0683435866087533e-24,1.677299672608308e-05,6.210738875226103e-09,1.2825399427116365e-93,1.0935985396114466e-28,1.7254134200280918e-05,1.4555756436419553e-08,8.015814251438827e-125,3.495221293550142e-21
99.98679,8.954436858084695e-05,1.1658911319823434e-09,9.262122009968324e-74,3.728862772156512e-24,1.7757124649852702e-05,6.7267553186773885e-09,2.8421825559549346e-93,1.3518975638544266e-28,1.816616301398133e-05,1.559032903323458e-08,2.083230651331291e-124,4.00634586375585e-21
100.94171,9.452468163341636e-05,1.2827828338851062e-09,1.831760252252756e-73,4.5315189976322696e-24,1.8800424822203412e-05,7.2857731324162804e-09,6.292959766440978e-93,1.670735421904355e-28,1.9125569947873975e-05,1.6697758855177424e-08,5.412514774044676e-124,4.591665936088193e-21
101.89662,9.977061138212279e-05,1.41142555343947e-09,3.6196371739631704e-73,5.505575771256496e-24,1.9902897243135208e-05,7.890977603130752e-09,1.3955315462165893e-92,2.066255802776418e-28,2.0135316134470862e-05,1.7884522100037226e-08,1.4048627723940297e-123,5.263547427568277e-21
102.85154,0.00010531535991398339,1.5529016212186077e-09,7.160562246181847e-73,6.688657603598367e-24,2.1067656241520774e-05,8.545554017508771e-09,3.091031529951464e-92,2.5546023954858017e-28,2.119540157377199e-05,1.9153856866708558e-08,3.6502521393668914e-123,6.032295269047023e-21
103.80645,0.00011115892722899814,1.7090664610622462e-09,1.415534046261382e-72,8.126750007575767e-24,2.2300930475105494e-05,9.25587294892628e-09,6.840694955518976e-92,3.157972772428388e-28,2.2311748530801392e-05,2.051385840242784e-08,9.482757406977558e-123,6.914397349885907e-21
104.76137,0.00011730131332716706,1.880693166236938e-09,2.799977701546881e-72,9.874199498455281e-24,2.360583427276205e-05,1.0023527040727267e-08,1.5182337503701774e-91,3.9046183893807515e-28,2.3484357005559064e-05,2.196938385553693e-08,2.4652277545055086e-122,7.924280573276217e-21
105.71628,0.00012377572029550728,2.0693279232757884e-09,5.536938638515907e-72,1.2006255097375262e-23,2.498548196336314e-05,1.085488686628767e-08,3.3631768416457865e-91,4.826826624373266e-28,2.471914926306904e-05,2.3526909423824966e-08,6.39528495199424e-122,9.082554800919799e-21
106.6712,0.0001306153502210359,2.2765169187119026e-09,1.0964422150851092e-71,1.459816582547406e-23,2.6446102204654134e-05,1.1756322998983435e-08,7.466069430491397e-91,5.968992622197692e-28,2.6016125303331313e-05,2.519453035452837e-08,1.6633459434624122e-121,1.0409829894518493e-20
107.62611,0.00013782020310375298,2.505352525611492e-09,2.16742692955125e-71,1.773354170623874e-23,2.799080932550772e-05,1.2732613368846515e-08,1.6541341779328706e-90,7.379547449899591e-28,2.7381207391369917e-05,2.6975484746541717e-08,4.316760357053531e-121,1.193083768811451e-20
108.58103,0.0001454234810306756,2.7558347439745553e-09,4.286177177682097e-71,2.1537797774899883e-23,2.962271765479659e-05,1.3788535905908867e-08,3.6621061137983713e-90,9.123065863539705e-28,2.881439552718485e-05,2.888596309433785e-08,1.1225650716970026e-120,1.3674431988090435e-20
109.53594,0.0001534583860888209,3.03260213340041e-09,8.465629721940208e-71,2.6178154078431605e-23,3.135117017913881e-05,1.493205382689042e-08,8.11822786592208e-90,1.1282284269320866e-27,3.0321611975800144e-05,3.0925965397916776e-08,2.9198778537332506e-120,1.567358857316921e-20
110.49086,0.00016192491827818887,3.3356546938890543e-09,1.676648685845284e-70,3.1800928157936265e-23,3.3179281227407066e-05,1.6171130348511095e-08,1.7981472963610533e-89,1.3945992956826594e-27,3.1908779002239824e-05,3.3111682151751336e-08,7.600901394691166e-120,1.796128322207379e-20
111.44577,0.00017085627968579665,3.669630985039806e-09,3.3165033299465566e-70,3.863604757800326e-23,3.511327945734674e-05,1.7512136044146843e-08,3.985450961275435e-89,1.7235269593670794e-27,3.357589660650389e-05,3.545930385031439e-08,1.974152394744298e-119,2.057873565820786e-20
112.40069,0.00018025247031164425,4.037623379918876e-09,6.567188642147309e-70,4.6955244914965535e-23,3.71593935267032e-05,1.8964626773861574e-08,8.82197335077556e-89,2.1311551070005323e-27,3.532888705361637e-05,3.7968830493605915e-08,5.128211037314874e-119,2.358777546667695e-20
113.3556,0.00019016913685357238,4.442724251592473e-09,1.2981487338543436e-69,5.70511552510278e-23,3.9320737764349154e-05,2.053656575437521e-08,1.9554705619610105e-88,2.6356453887251023e-27,3.7173672608601294e-05,4.065645257609879e-08,1.3313744181128983e-118,2.7029622370884742e-20
114.31052,0.0002006258021387471,4.888025973126807e-09,2.566496485132673e-69,6.932092619775357e-23,4.160976948577534e-05,2.2240694132439642e-08,4.3356916929734306e-88,3.2591953769366714e-27,3.9113214403970675e-05,4.3538360592265836e-08,3.459112391275588e-118,3.098671581763861e-20
115.26543,0.00021165181681209155,5.378167104121198e-09,5.077070409287718e-69,8.424531539019344e-23,4.402960301985444e-05,2.408816041146276e-08,9.606957668046599e-88,4.0300565274118144e-27,4.115343470474855e-05,4.661455454210707e-08,8.99123112149858e-118,3.5520885392044086e-20
116.22035,0.0002232781916228797,5.9162400176418536e-09,1.0040170305594223e-68,1.0236778798101328e-22,4.658958135320454e-05,2.6078964591444574e-08,2.129069153032218e-87,4.982534179307803e-27,4.329729464344692e-05,4.9917415414568185e-08,2.3359720493208978e-117,4.071457054090854e-20
117.17526,0.0002355375974247365,6.5084294598211955e-09,1.9850274194200064e-68,1.2431541914636603e-22,4.929593314357101e-05,2.8244959539264782e-08,4.718510634601667e-87,6.161023477416399e-27,4.5553677617601837e-05,5.344694320964918e-08,6.065771555217847e-117,4.667082057274119e-20
118.13018,0.0002484644647818986,7.160920176791645e-09,3.92673141393992e-68,1.510706266622246e-22,5.216111570644459e-05,3.0586145254923396e-08,1.0451691669346198e-86,7.617991411036957e-27,4.792554475972532e-05,5.723551891629575e-08,1.57782695974193e-116,5.3492684796051247e-20
119.08509,0.0002620951167775628,7.87835072815252e-09,7.757896246176521e-68,1.836785358221773e-22,5.519135769957069e-05,3.3118448171860255e-08,2.3167941547357758e-86,9.418012736230224e-27,5.041881833484138e-05,6.12831425345079e-08,4.1060803160881844e-116,6.130382238104978e-20
120.04001,0.00027646783541805984,8.668452046569344e-09,1.5362177958646135e-67,2.2318427191981223e-22,5.8399116438440034e-05,3.5857794723515224e-08,5.1426274609605676e-86,1.1637769975818333e-26,5.303942060797406e-05,6.562219505323132e-08,1.0664519715719061e-115,7.02691122213515e-20
120.99492,0.00029162299444120257,9.537408878174541e-09,3.0396597527574614e-67,2.712600354248706e-22,6.17937349096707e-05,3.883603777676802e-08,1.1392066503573087e-85,1.4382197108399995e-26,5.57962349766594e-05,7.026886696693887e-08,2.768642350102057e-115,8.053282334886937e-20
121.94984,0.0003076031589225469,1.0492952155633635e-08,6.00010530494029e-67,3.295780268070936e-22,6.537521311326269e-05,4.205317733161862e-08,2.524951829371389e-85,1.7792551412858088e-26,5.8695183705921426e-05,7.523934877010338e-08,7.199343776570246e-115,9.230105438062175e-20
122.90475,0.00032445315167956603,1.154435899814526e-08,1.1891972433304153e-66,4.004375217123753e-22,6.916774938455679e-05,4.554106625494675e-08,5.595328402481019e-85,2.2010090168075495e-26,6.174515019329618e-05,8.054983095719773e-08,1.8689128831648767e-114,1.0580051379532895e-19
123.85967,0.0003422203188883463,1.2700906524908048e-08,2.3530586810022918e-66,4.865558459040452e-22,7.31793475487558e-05,4.931563098019226e-08,1.2388196927059844e-84,2.721642987547306e-26,6.494317330627166e-05,8.624888501164044e-08,4.847746045592642e-114,1.2125791007171126e-19
124.81458,0.0003609545300835875,1.3973418041653737e-08,4.654659977944432e-66,5.912774003215854e-22,7.742268292437159e-05,5.340872437423486e-08,2.7468365051624837e-84,3.3653725870278573e-26,6.831886436996798e-05,9.233651093343152e-08,1.2607731594774215e-113,1.389823911352963e-19
125.7695,0.0003807083773711247,1.537271685411406e-08,9.211424210225843e-66,7.185736610806313e-22,8.191111598226797e-05,5.783627287051441e-08,6.088927819255266e-84,4.16044927102578e-26,7.187222338438517e-05,9.886128020598952e-08,3.27836940226463e-113,1.5930371477331354e-19
126.72441,0.0004015372418321025,1.691271864108697e-08,1.8208856770781495e-65,8.732522045316889e-22,8.665881691881568e-05,6.263012933591061e-08,1.3479568773997027e-83,5.1431963398252423e-26,7.560325034952322e-05,1.0585557381826012e-07,8.510101595099948e-113,1.8259285849639621e-19
127.67933,0.00042349959234175814,1.8613523827502836e-08,3.6029578035882048e-65,1.0611657323188519e-21,9.168073451260366e-05,6.782214663730317e-08,2.9891139129379467e-83,6.358008938218007e-26,7.951194526538213e-05,1.1333558226471617e-07,2.212762462334116e-112,2.0938567870879223e-19
128.63424,0.00044665705197359534,2.0484409532560287e-08,7.114858899805089e-65,1.289003046321085e-21,9.699272069759383e-05,7.34441776415718e-08,6.630091442112196e-83,7.861389977757227e-26,8.362791945708204e-05,1.2134987702877624e-07,5.742304276639283e-112,2.3988827402751996e-19
129.58916,0.0004710745308077326,2.2540837621590378e-08,1.4080613140235273e-64,1.5670063744155532e-21,0.00010261149941983258,7.952807521559621e-08,1.4672847775213525e-82,9.719932175630543e-26,8.795117292462296e-05,1.29930839099386e-07,1.4929125878412307e-111,2.749250389206532e-19
130.54407,0.0004968205247496862,2.4798269959924163e-08,2.7867001741086677e-64,1.903536718950962e-21,0.00010855482235389421,8.612161865969597e-08,3.2524506257806677e-82,1.2020407860294584e-25,9.251131699312502e-05,1.3911084946549115e-07,3.880985560073237e-111,3.151142692392472e-19
131.49899,0.0005239672151366316,2.7287630278223745e-08,5.512051520676977e-64,2.3132258340375466e-21,0.00011484137547301486,9.325666084075077e-08,7.219485844134701e-82,1.4865733049221158e-25,9.730835166258822e-05,1.4893847961051024e-07,1.0088973999418496e-110,3.610742608343572e-19
132.4539,0.0005525906347478377,3.002438044182018e-08,1.0910511057010369e-63,2.8107054737855425e-21,0.00012149102819540228,1.009809810590802e-07,1.5995871977890545e-81,1.8376985410024168e-25,0.00010234654096382988,1.5946230101786184e-07,2.620971817255699e-110,4.1383550679107547e-19
133.40882,0.0005827710330276251,3.302398231604453e-08,2.1562310249668191e-63,3.414787893479537e-21,0.00012852470881108093,1.093423586150038e-07,3.5423475958185984e-81,2.271560183285547e-25,0.00010764433275239983,1.7073088517096447e-07,6.801351129234159e-110,4.744285001944941e-19
134.36373,0.0006145929424895393,3.633282149688994e-08,4.266274080297129e-63,4.150556100165648e-21,0.0001359645913416244,1.18404499242281e-07,7.835440503352417e-81,2.8083378430404896e-25,0.00011321508173592726,1.827928035532367e-07,1.7690363109537333e-109,5.4388373412970535e-19
135.31865,0.0006481454775351344,3.996635984968746e-08,8.44572662455524e-63,5.043093100889994e-21,0.00014383412668344397,1.2821518224123137e-07,1.737262791186109e-80,3.4722470537900236e-25,0.00011907282368251912,1.9569662764809702e-07,4.597676204687662e-109,6.234378002988196e-19
136.27356,0.0006835226000706688,4.3970982970430273e-08,1.668853580906429e-62,6.127933155634573e-21,0.00015215810489436628,1.3883811334561433e-07,3.851203476035039e-80,4.293557232437624e-25,0.00012523236425473547,2.0952330992790974e-07,1.195714637068567e-108,7.14533389020966e-19
137.22848,0.0007208233187196277,4.8377614589780466e-08,3.3000010322071637e-62,7.446881276142915e-21,0.00016096274862349938,1.5033699828918927e-07,8.52469702094527e-80,5.308591679267459e-25,0.00013170924939826445,2.2432142187609336e-07,3.105672370625193e-108,8.190253878493104e-19
138.18339,0.0007601519876415058,5.3217178438400156e-08,6.521662368406123e-62,9.050103476507253e-21,0.0001702758065410989,1.627914692391555e-07,1.890420012650172e-79,6.56376350019819e-25,0.00013851979495324714,2.401557254705393e-07,8.06205023752181e-108,9.387686843370186e-19
139.13831,0.0008016186385526779,5.855152197761355e-08,1.2906937088800457e-61,1.0998217023755706e-20,0.00018012661562514555,1.7626523192927237e-07,4.1918438687774785e-79,8.115575606782968e-25,0.00014568120509957845,2.571557446670303e-07,2.0953639133742812e-107,1.0760303632712936e-18
140.09322,0.0008453392131410077,6.441156893808276e-08,2.5532366649580165e-61,1.3360200187265097e-20,0.00019054619459121135,1.9086977139361894e-07,9.300080999260755e-79,1.0034656638463233e-24,0.0001532115427455816,2.752890984766207e-07,5.4496802475366386e-107,1.233283608056356e-18
141.04814,0.0008914359282888056,7.085916678113199e-08,5.052200998712344e-61,1.62447459975686e-20,0.00020156736846561443,2.0666879336595458e-07,2.0603414224159922e-78,1.2415850768203203e-24,0.00016112978875065863,2.94717691844039e-07,1.4160889831779178e-106,1.4134137993304647e-18
142.00305,0.0009400375748916108,7.795616296808546e-08,9.986276919017058e-61,1.9735464478153276e-20,0.00021322486201528527,2.2371007714659887e-07,4.5655513342806625e-78,1.5341894402205707e-24,0.00016945593075926564,3.156034297140137e-07,3.67900089816506e-106,1.6195124163488953e-18
142.95797,0.0009912799162832362,8.576440496026739e-08,1.976735683162111e-60,2.3978673170121473e-20,0.00022555536203434413,2.421847399368301e-07,1.0108532050336983e-77,1.8974224430622613e-24,0.0001782109632009128,3.379463120865448e-07,9.56157058867367e-106,1.856525825920091e-18
143.91288,0.0010453059538524647,9.436120208433305e-08,3.909732484881487e-60,2.914159212044731e-20,0.0002385977042038334,2.6225204607104676e-07,2.2417209816873815e-77,2.3454098132336793e-24,0.0001874169465128146,3.617463389616323e-07,2.485625178399606e-105,2.1285760003844192e-18
144.8678,0.0011022665246806153,1.0380840180160661e-07,7.740897317118087e-60,3.5412343881976667e-20,0.0002523929353782952,2.8391199554924887e-07,4.9588683915189115e-77,2.9003491231307066e-24,0.00019709709597386525,3.873273202287331e-07,6.465746798786283e-105,2.4397849120822498e-18
145.82271,0.0011623204343498908,1.142142371694055e-07,1.5316155053585912e-59,4.304175852517072e-20,0.00026698446930221477,3.074831170402335e-07,1.0990935641344909e-76,3.586455906276122e-24,0.00020727584092728891,4.146892558878472e-07,1.677901791576308e-104,2.7963355195241347e-18
146.77763,0.0012256351541872054,1.2565601751438496e-07,3.029252667051081e-59,5.23015686263624e-20,0.0002824182423264642,3.329654105440007e-07,2.4386472371814352e-76,4.4339995795734e-24,0.00021797882478063958,4.439940508837032e-07,4.356348416616399e-104,3.2044107812206277e-18
147.73254,0.0012923870536787944,1.3824197589386232e-07,5.9896982192339085e-59,6.354711678537172e-20,0.0002987428068381688,3.6051814039494894e-07,5.4003379138978034e-76,5.4813214044336066e-24,0.00022923302345110173,4.7540361016102943e-07,1.131530319943084e-103,3.672254641852466e-18
