temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion
233.67489,0.12737005455820752,0.0007455605987092038,2.7380565283948826e-32,2.6303807750290846e-12,0.04329315499300693,0.00046478767615890104,6.864593523874214e-45,1.0781970440325305e-15,0.020401193616928017,0.00022014456785195372,2.389838308362384e-66,7.890990077737946e-13
234.62981,0.1331404146579624,0.0008201722627964309,5.415857895079455e-32,3.196838684153903e-12,0.045595723113734964,0.0005032574346341326,1.5212865911737e-44,1.3324601460217138e-15,0.021413110846660064,0.0002356814682534279,6.209878936532879e-66,9.043081346870975e-13
235.58472,0.13912388779837898,0.0009022403341302317,1.0712501323598559e-31,3.884531127334956e-12,0.048010279635542316,0.0005449091193198792,3.3713650910538903e-44,1.6472620818178454e-15,0.02247321224646543,0.000252314432749725,1.6136026903451314e-65,1.0364173481959116e-12
236.53964,0.14532452383722327,0.0009925079254202822,2.1189285940965574e-31,4.7206313622055365e-12,0.050541208536896504,0.0005900055641471988,7.471404675119177e-44,2.0367285793092136e-15,0.02358359533455901,0.00027012073857096393,4.192871693624392e-65,1.1878998317044581e-12
237.49455,0.15174616774218233,0.0010917915468509844,4.191217261443735e-31,5.736493147573292e-12,0.053192959228314636,0.0006388311515115935,1.6557572785069913e-43,2.5190212886379025e-15,0.024746428755558623,0.00028918310295340637,1.0894945922549475e-64,1.3614348672339766e-12
238.44947,0.15839244992905682,0.0012009886978573447,8.290215344224877e-31,6.971831244594575e-12,0.05597004231687619,0.0006916937552978891,3.669380880984942e-43,3.114319821072895e-15,0.025963955123172244,0.00030959005552083,2.8310055685291456e-64,1.5603200326567624e-12
239.40438,0.1652667586044227,0.001321085319744063,1.6397946944421587e-30,8.472631166187268e-12,0.05887701415915178,0.0007489264609350466,8.131806415099461e-43,3.8508756323907676e-15,0.027238489184295837,0.00033143635923738436,7.356203593217206e-64,1.7890894975472204e-12
240.3593,0.17237223156471554,0.0014531648563386173,3.243502878830799e-30,1.0295329678205135e-11,0.06191847081940514,0.0008108898747290113,1.8021163299396393e-42,4.76299406174879e-15,0.028572420454421304,0.0003548234799319307,1.9114784534834798e-63,2.0508347411606276e-12
241.31421,0.17971172946855074,0.0015984172373350197,6.415620287994699e-30,1.2510995300612173e-11,0.06509903028677524,0.0008779740668875922,3.9937212392037844e-42,5.88901637055803e-15,0.029968210789507805,0.0003798599586794151,4.966860118522205e-63,2.349677735837352e-12
242.26913,0.18728782946192252,0.0017581496552139533,1.269005244403819e-29,1.5207418558069796e-11,0.06842332475174079,0.0009506012630877131,8.850622234277646e-42,7.281409548117844e-15,0.03142839660683115,0.0004066620270396582,1.2906176430524218e-62,2.6938624262581318e-12
243.22404,0.1951028002434368,0.001933797295777312,2.5100791654332636e-29,1.8489111979936825e-11,0.0718959803941257,0.0010292282175139956,1.9614085440317384e-41,9.002730389362077e-15,0.032955585746183354,0.0004353540442007058,3.3536022916389086e-62,3.0875107847633344e-12
244.17896,0.2031585980136564,0.0021269362797294825,4.964921250869667e-29,2.2460588095572085e-11,0.07552160825811559,0.0011143492070282458,4.3467460636168716e-41,1.1141769183874254e-14,0.03455245942422007,0.00046606914459860815,8.71420030901354e-62,3.5388667560336977e-12
245.13387,0.21145684359886327,0.0023392963104831833,9.820574388017538e-29,2.7289066951949687e-11,0.07930478176680326,0.0012064988660746058,9.632929177970014e-41,1.376511864884202e-14,0.036221768118486396,0.0004989498045847265,2.2643349337583013e-61,4.056174284749959e-12
246.08879,0.21999882118937905,0.002572776151486665,1.942501438267468e-28,3.316267110191552e-11,0.08325002622690053,0.0013062557223477787,2.134788306398456e-40,1.701403606314825e-14,0.03796633304798317,0.0005341485224265003,5.88376741937673e-61,4.649738301763039e-12
247.0437,0.22878545808629205,0.0028294586396949424,3.8422483730791902e-28,4.029042560418721e-11,0.08736179447468621,0.0014142454139325822,4.730960162102057e-40,2.1029778705675828e-14,0.03978904122807562,0.0005718284821177217,1.5288644615081755e-60,5.329863737923861e-12
247.99862,0.23781732636156155,0.003111628930570888,7.599953522055255e-28,4.8964965540969485e-11,0.09164445550870597,0.0015311448142502101,1.0484438287998027e-39,2.6014142689114584e-14,0.04169284629961051,0.0006121643629032581,3.97268667185819e-60,6.108916510253529e-12
248.95353,0.24709462529411386,0.003421792294692227,1.5032616464426271e-27,5.949982850033881e-11,0.09610226848512608,0.0016576857906965238,2.3234842708951165e-39,3.216892412615434e-14,0.043680762517817114,0.0006553430516608096,1.0322808007810716e-59,7.001323521943333e-12
249.90845,0.25661718598493233,0.003762695656129944,2.973442126837421e-27,7.22921620938587e-11,0.10073937094557035,0.0017946600303513853,5.149154548275318e-39,3.977663757456086e-14,0.04575586501880916,0.0007015646143305773,2.6823340893053024e-59,8.02357266235475e-12
250.86336,0.26638445658212856,0.0041373484505046135,5.88144135438501e-27,8.784362646245149e-11,0.10555975190931867,0.0019429233560421184,1.1411173983395358e-38,4.918033642590684e-14,0.04792128256481018,0.0007510430568685031,6.969901330708263e-59,9.196273793189622e-12
251.81828,0.27639550945259356,0.004549047843288756,1.1633441942396236e-26,1.0673949177052662e-10,0.11056724003885725,0.0021034013005952136,2.5288678321420717e-38,6.080379251684094e-14,0.05018019712959492,0.0008040074585808835,1.811096264809115e-58,1.054003677614979e-11
252.77319,0.2866490289636291,0.005001403082244734,2.301084053509887e-26,1.297322482294676e-10,0.11576547660750401,0.002277094155515728,5.604298299433987e-38,7.51716757403567e-14,0.05253583545926172,0.000860702894982554,4.706021454459923e-58,1.2079593445277466e-11
253.72811,0.2971433207795326,0.005498364905892612,4.551530592748867e-26,1.5774160609763205e-10,0.1211579043812546,0.002465083405266394,1.2419882176359006e-37,9.294991326833056e-14,0.05499146782855686,0.0009213916682744692,1.2228401252567845e-57,1.3843797606955234e-11
254.68302,0.30787630146934386,0.006044253591333866,9.002879744191769e-26,1.9160366560989058e-10,0.12674774105355696,0.0026685375722686946,2.7524015541078713e-37,1.1494568955152183e-13,0.05755039829874856,0.0009863543273448546,3.177482859470971e-57,1.586562503990604e-11
255.63794,0.3188455090651084,0.006643792954893247,1.7807651152047523e-25,2.327816021772667e-10,0.13253796955974864,0.0028887196226944105,6.099682619753431e-37,1.4218816476464863e-13,0.06021596276327956,0.001055891157294698,8.256543594679005e-57,1.8173929550512463e-11
256.59285,0.3300480937984955,0.007302142389103748,3.522334283204306e-25,2.8294761626950155e-10,0.1385313128509929,0.003126993719273398,1.3517685248912197e-36,1.7568631947116008e-13,0.06299151775468621,0.0011303233289628575,2.1454176308075147e-56,2.0832601710050222e-11
257.54777,0.34148082869226376,0.008024935610141122,6.967160970881048e-25,3.437739083563363e-10,0.14473022641988945,0.003384833757861916,2.995699767934902e-36,2.1725631868526466e-13,0.06588043780919052,0.0012099945179755082,5.574780534893893e-56,2.3882861241922996e-11
258.50268,0.3531401001640706,0.00881831679220316,1.3780974696941847e-24,4.177687791423827e-10,0.15113687509872423,0.0036638310917628406,6.638851015037018e-36,2.6851253130848095e-13,0.06888610282266436,0.0012952723133191617,1.4485747166499236e-55,2.7365927869534473e-11
259.4576,0.36502191735625866,0.009688984154508067,2.7258664289038192e-24,5.076495543909702e-10,0.1577531284502628,0.003965704390187967,1.4712582828610428e-35,3.320783068057768e-13,0.072011894734161,0.0013865500144855524,3.764056778901054e-55,3.136424103969203e-11
260.41251,0.3771219011459649,0.010644229837445134,5.391733136656455e-24,6.167606350415809e-10,0.16458054036889622,0.004292308413722834,3.260491700792876e-35,4.1057699464211993e-13,0.07526118360859241,0.0014842482019496014,9.780698993930364e-55,3.5939630337501193e-11
261.36743,0.3894352902211028,0.011691988159056456,1.0664809096662103e-23,7.494915473272857e-10,0.17162034799062584,0.0046456453380209,7.225679258908226e-35,5.076409248459272e-13,0.0786373235207549,0.0015888168581241926,2.5414691815443581e-54,4.1195145071471177e-11
262.32234,0.40195692686986884,0.012840878475327616,2.1094894136642234e-23,9.106498675985901e-10,0.17887345462654122,0.005027874739677307,1.6013015496725689e-34,6.27709611896375e-13,0.08214363763122146,0.0017007371321240703,6.603871680963811e-54,4.721322468840935e-11
263.27726,0.4146812578439969,0.014100257240288258,4.172557163835632e-23,1.1065063476170238e-09,0.18634043244114284,0.00544132648071354,3.5487001183306952e-34,7.760297547233985e-13,0.08578341335969554,0.0018205237197685261,1.715985512014985e-53,5.411752835852678e-11
264.23217,0.4276023146367185,0.01548026262895544,8.253270141735645e-23,1.3447949145551393e-09,0.19402150940330415,0.005888512016345161,7.864372520840214e-34,9.594624211584523e-13,0.08955988651334101,0.00194872685501222,4.458890081536181e-53,6.203171525203452e-11
265.18709,0.4407137069419517,0.016991868839404657,1.6324924939762127e-22,1.6332494955854899e-09,0.20191657591979217,0.006372139015447715,1.7428514031654413e-33,1.1854740673710598e-12,0.09347623604557745,0.0020859350785197343,1.1586236550767864e-52,7.110005440084547e-11
266.142,0.45400859509656893,0.018646930112700466,3.2290520730756113e-22,1.984411594231134e-09,0.21002517577257032,0.006895124022071308,3.862378543088985e-33,1.4659706640099207e-12,0.0975355673849042,0.0022327774557633173,3.0106167998021704e-52,8.148742469857438e-11
267.09692,0.46747967337974705,0.020458234849425123,6.387034805926639e-22,2.41082271401513e-09,0.2183465168943764,0.0074606090189313886,8.559538441938851e-33,1.813059977836425e-12,0.10174090707525045,0.002389926734169304,7.822959322021399e-52,9.339992476223967e-11
268.05183,0.48111913222899255,0.022439545655909793,1.26334878491044e-21,2.9292048596348902e-09,0.22687946626122324,0.008071975458596605,1.8969038854899837e-32,2.2408677367388604e-12,0.1060951854533501,0.0025581018364542684,2.032750016481838e-51,1.0706426307056164e-10
269.00675,0.4949186285906777,0.02460564934790705,2.4988965409091436e-21,3.560460536962179e-09,0.23562256443631452,0.008732862801857335,4.203791925058461e-32,2.771591513113108e-12,0.11060123152598246,0.0027380714711052853,5.282006159192856e-51,1.2270714810226053e-10
269.96166,0.5088692352536557,0.026972388168096953,4.942793684995272e-21,4.3275825024559365e-09,0.24457402426202665,0.009447183966366112,9.316131948130583e-32,3.4274288793550492e-12,0.11526175532162256,0.0029306569171449856,1.3724995597759653e-50,1.40637727782864e-10
270.91658,0.5229613957276246,0.029556700419869145,9.776823960021806e-21,5.259834264336634e-09,0.2537317486738699,0.010219145903589643,2.0645794331431014e-31,4.238649252368158e-12,0.12007934321185167,0.003136736087945664,3.566380145250276e-50,1.6120636976130338e-10
271.87149,0.5371848581709741,0.03237663625388738,1.9338453590076304e-20,6.392750082586271e-09,0.26309333263137236,0.011053266401196077,4.575370365787565e-31,5.239557971309705e-12,0.1250564404998982,0.0033572467531376832,9.267040755159203e-50,1.847016121014045e-10
272.82641,0.5515286124396284,0.035451381881370585,3.82513180481483e-20,7.768134968948375e-09,0.272656083516934,0.011954396603031896,1.0139626346062869e-30,6.4785861032252494e-12,0.13019534736388616,0.003593191071947923,2.408000207335756e-49,2.117005309308189e-10
273.78132,0.5659808072146371,0.03880125171946532,7.566061095661858e-20,9.440335438689537e-09,0.28241702565160354,0.012927738974138825,2.247069340725671e-30,8.010218598541044e-12,0.13549820200799118,0.00384563920368005,6.257053168575612e-49,2.426153234835835e-10
274.73624,0.5805286679930205,0.04244768752538129,1.4965607681414833e-19,1.1472059009425049e-08,0.2923729224379567,0.013978871636344141,4.979813176689634e-30,9.90306613557163e-12,0.14096697773091924,0.004115734440101264,1.62586732530127e-48,2.780642856107536e-10
275.69115,0.5951583973154976,0.046413217314215154,2.9601818299598724e-19,1.3938554702293263e-08,0.3025202825576108,0.015113767177378556,1.1035900009618543e-29,1.2243901042773636e-11,0.14660346687656856,0.004404697285446907,4.224736550145077e-48,3.1866571316338445e-10
276.64607,0.6098550750274173,0.05072141961111792,5.855218949825061e-19,1.6948515547827353e-08,0.3128553829549717,0.016338818451698395,2.44570050972145e-29,1.5129585454238178e-11,0.1524092794422972,0.00471383117166501,1.0977776361580269e-47,3.652440006095498e-10
277.60098,0.6246025448272265,0.05539683875119661,1.1581562343050702e-18,2.058555156951438e-08,0.32337427575104394,0.01766085767627929,5.419971578945339e-29,1.8701376648848137e-11,0.15838582824364938,0.005044527024135735,2.852510626519572e-47,4.1862354241732336e-10
278.5559,0.6393833017778,0.060464904524200176,2.29082270257022e-18,2.501688281432846e-08,0.33407281088460156,0.019087183171097918,1.2011390794559254e-28,2.3120711516755368e-11,0.16453432918085711,0.005398269689297681,7.41212794194997e-47,4.798348316717973e-10
279.51081,0.654178373907797,0.0659538667167241,4.53121533652218e-18,3.038882682337194e-08,0.34494664290142535,0.0206255779293534,2.6618775269813563e-28,2.858938617064971e-11,0.17085578815063474,0.005776643002272656,1.92599737495946e-46,5.501144600750821e-10
280.46573,0.6689672085609187,0.07189122300384858,8.962712088379855e-18,3.6931311161234235e-08,0.3559912521317387,0.022284336533139815,5.899086951054641e-28,3.5349555945758945e-11,0.1773510031189716,0.006181337007826207,5.004608932222831e-46,6.304929207122702e-10
281.42064,0.6837275654187828,0.07829243525090464,1.772795284092117e-17,4.4874263392504754e-08,0.3672019501714268,0.02407228205139207,1.3073116914284632e-27,4.370391501111783e-11,0.1840205529872738,0.006614153497516734,1.3004202809393971e-45,7.226190025195087e-10
282.37556,0.6984354231034533,0.08520388905388547,3.5055266513991247e-17,5.453122110525996e-08,0.37857389850572326,0.025998791936266696,2.8971771353113178e-27,5.403587598083703e-11,0.19086480173794967,0.007077014072561736,3.379087609998665e-45,8.283475930499638e-10
283.33047,0.7130649108143432,0.09264104627812211,6.930355819610632e-17,6.625752689931985e-08,0.39010211174811193,0.028073811735801004,6.420502181639863e-27,6.682974952537213e-11,0.1978838894029558,0.0075719662638447215,8.780362970977876e-45,9.49533579856801e-10
284.28539,0.7275882679876787,0.10063483065427668,1.372196620403006e-16,8.051303590386326e-08,0.4017814724956758,0.030307878505770266,1.422868717885044e-26,8.263038514898566e-11,0.20507773845984295,0.008101192452877664,2.281539825397651e-44,1.0884440477272233e-09
285.2403,0.7419758544231357,0.10920070404768023,2.7131043116858165e-16,9.784121327155604e-08,0.4136067311733804,0.0327121293303296,3.153259591509565e-26,1.0218442846863001e-10,0.2124460468434836,0.00866701652609423,5.928457679187052e-44,1.2475521800654518e-09
286.19522,0.7561962075574402,0.11836959018899484,5.365895718249645e-16,1.1895274420203821e-07,0.4255725160622131,0.03529832019483762,6.988051245427097e-26,1.2639996199140938e-10,0.21998829665180136,0.009271913734860911,1.5404826870790344e-43,1.429949456126763e-09
287.15013,0.7702161806514541,0.12817241280888264,1.0619235374574075e-15,1.4445380136559093e-07,0.43767332853425944,0.03807882698922168,1.548639168473488e-25,1.5626578666950394e-10,0.2277037492599025,0.009918517884056574,4.002858772555027e-43,1.6381090593153782e-09
288.10505,0.7840011486763169,0.13864009563800572,2.1009818783215767e-15,1.7559853511452006e-07,0.4499035471013311,0.04106665742095016,3.431991855534475e-25,1.9319447529174245e-10,0.2355914562170434,0.010609632163513258,1.0401242212181171e-42,1.877183455056758e-09
289.05996,0.7975153242313037,0.14977263867636412,4.155879379248481e-15,2.1343207074241386e-07,0.46225741691967753,0.044267870542360914,7.605720477354394e-25,2.3880039675964363e-10,0.24365025634472076,0.011348236773739072,2.702706131572559e-42,2.1512946156912706e-09
290.01488,0.8107221545079779,0.16160096565461993,8.219236019499421e-15,2.594175836602958e-07,0.47472904645765357,0.047707980165369486,1.6855297832532396e-24,2.953033083127955e-10,0.2518787884991528,0.012137500761169664,7.022865312282084e-42,2.4666254997294693e-09
290.96979,0.8235848451859216,0.17414053843810415,1.6258877371995922e-14,3.152272743379071e-07,0.48731238996204873,0.05140291272341573,3.735348506377556e-24,3.65124763303476e-10,0.26027549071255074,0.012980790064843959,1.8248510472151045e-41,2.827298079511723e-09
291.92471,0.8360669588671525,0.18740681889214791,3.216401622097818e-14,3.829513933624241e-07,0.5000012354990636,0.0553685946499395,8.278038574978497e-24,4.514934995347224e-10,0.268838614406555,0.013881680242132821,4.741804582941009e-41,3.2415562997187687e-09
292.87962,0.8481331306475032,0.20141526888208222,6.3509910302914e-14,4.653072664971763e-07,0.5127891788562343,0.05960502594494079,1.834517841430071e-23,5.582436431476415e-10,0.277566225221352,0.0148439648554152,1.2321307887575488e-40,3.7155831188611596e-09
293.83454,0.8597498189154145,0.2161658884079071,1.256212189467498e-13,5.654302696229284e-07,0.5256696014306974,0.06414405947529932,4.065295864901757e-23,6.90218300846789e-10,0.2864562185023975,0.015871668974950504,3.2016326436878465e-40,4.259683467789817e-09
294.78945,0.8708861269375794,0.2316277537389604,2.486828771943497e-13,6.870828537965979e-07,0.5386356341341179,0.06900162167445494,9.010504150795142e-23,8.534713560128599e-10,0.29550632146204336,0.016969057776031176,8.319268016738746e-40,4.882101291185477e-09
295.74437,0.8815145840044437,0.24786271233656637,4.919037960893703e-13,8.34863570309973e-07,0.5516801233530751,0.07419363897584749,1.9960608212416208e-22,1.0552674687026879e-09,0.3047141093473207,0.018140650705665357,2.1617229833622368e-39,5.595202506069247e-09
296.69928,0.8916119186072067,0.26487076420072503,9.737017977191246e-13,1.0144160957484303e-06,0.5647955833932613,0.07973603781291684,4.425190605631009e-22,1.3054946484380746e-09,0.31407700863796323,0.019391229934015,5.617119387355546e-39,6.413414015632417e-09
297.6542,0.9011596938593623,0.2826519093314363,1.9256882105779164e-12,1.2318021568147813e-06,0.5779741489548216,0.08564474461910285,9.805142477097438e-22,1.6142427008535117e-09,0.32359231365836094,0.02072585502298386,1.459582318314181e-38,7.351162723066277e-09
298.60911,0.9101448476946551,0.3010515290753898,3.809344253094246e-12,1.4972639813861906e-06,0.591207514620945,0.09193568582784536,2.173341960625786e-21,1.9956373538372867e-09,0.3332571901901411,0.022149870956702747,3.79264199944478e-38,8.424936517732301e-09
299.56403,0.9185600105778507,0.3202242420858959,7.524413181323677e-12,1.8191625718113643e-06,0.6044868724467142,0.09862478787258425,4.817126390391865e-21,2.4678402575314846e-09,0.3430686919656771,0.023668922955831985,9.855018064791361e-38,9.657406247502516e-09
300.51894,0.9264036686597915,0.3401700483629546,1.4896503085778955e-11,2.210039431613361e-06,0.6178028377446472,0.10574390362019921,1.068616479562797e-20,3.051031023205088e-09,0.3530237644879486,0.025288963601378965,2.560771363299561e-37,1.1069181774078765e-08
301.47386,0.9336800681553864,0.36073432925325555,2.9466539038678754e-11,2.6866165654895923e-06,0.6311453713510498,0.11330895950413009,2.3674129414622686e-20,3.771443145507774e-09,0.36311926081337864,0.027016267438524175,6.654038579435595e-37,1.2687055917673448e-08
302.42877,0.9403989629081423,0.38191708475679864,5.828734720845863e-11,3.265615978137469e-06,0.6445036919888005,0.12131995552437688,5.247589195883691e-20,4.663381963596814e-09,0.373351945105192,0.02885743661091325,1.7290150127469797e-36,1.4541943470839323e-08
303.38369,0.9465751318310324,0.4037183148735838,1.1517434017197179e-10,3.9679401754287565e-06,0.6578661844569362,0.12980874454781932,1.1632885608987786e-19,5.765188738883275e-09,0.38371850732063273,0.030819414703529772,4.492771414405171e-36,1.666475922612916e-08
304.3386,0.9522277946825725,0.4261380196036111,2.2778736705892642e-10,4.822852665583926e-06,0.6712203014358613,0.13879125300789727,2.5762052140111746e-19,7.127312499539615e-09,0.3942155658759835,0.03290949019127059,1.1674212492578083e-35,1.909672290694664e-08
305.29352,0.9573798770390185,0.4491761989468805,4.5069150275269225e-10,5.8596169568234455e-06,0.6845524619602279,0.14828340733805054,5.700924735317435e-19,8.812310040499679e-09,0.4048396807939938,0.03513530887324555,3.033492509702095e-35,2.1879054236695453e-08
306.24843,0.962057259329563,0.4728328529033921,8.918559379799372e-10,7.120038060890846e-06,0.6978479494869512,0.158301133971719,1.2629650630387837e-18,1.0890810001204906e-08,0.4155873550956122,0.03750487421277793,7.882357028425374e-35,2.507358280048113e-08
307.20335,0.966287969361578,0.4969533628198353,1.76257521803371e-09,8.652191741291186e-06,0.711090810150085,0.16886035934234253,2.8008704970034302e-18,1.3473800243634705e-08,0.4264550457265654,0.04003059135054231,2.0481970210305557e-34,2.87421381834092e-08
308.15826,0.9701014391915039,0.5216923473495206,3.48659939254018e-09,1.0514605014465405e-05,0.7242637604209714,0.1799610834499211,6.197304759292843e-18,1.6662178824133988e-08,0.43743916311318837,0.042718213433035175,5.322134924230261e-34,3.2946549970585185e-08
309.11318,0.9735277812861508,0.5468951878391376,6.911428560751687e-09,1.2772075648615973e-05,0.7373481019624885,0.19161923272789455,1.3750974558624498e-17,2.0597203021585633e-08,0.44853607945359536,0.04556774046025654,1.3829306952952224e-33,3.776925760881647e-08
310.06809,0.9765971790983903,0.572561884288686,1.364499099316753e-08,1.553120642368889e-05,0.750323660588205,0.20385073360970282,3.0488602603186725e-17,2.546048933741049e-08,0.45974212572693596,0.04859536292667922,3.593467714267679e-33,4.329270054491041e-08
311.02301,0.9793393382698599,0.5986924366981661,2.6996019953992048e-08,1.8875607363171212e-05,0.7631687440632241,0.21667151252878566,6.744180737689553e-17,3.147401349556736e-08,0.47105359654965273,0.05181727132677609,9.337459082194777e-33,4.961992808737623e-08
311.97792,0.9817830665913599,0.6251322264142672,5.337881413962136e-08,2.2930693502293527e-05,0.7758601441907834,0.23008156948514316,1.4949965915380774e-16,3.8920290053822016e-08,0.48246674401632506,0.05523346566054714,2.4262865094221923e-32,5.687459940642499e-08
312.93284,0.9839559240196546,0.6520358720903001,1.0562197094284773e-07,2.7863684888029954e-05,0.7883731734679061,0.24408090447877523,3.3154853561252027e-16,4.8122192792478176e-08,0.4939777782326736,0.05886013642246524,6.304602125845897e-32,6.518037367226774e-08
313.88775,0.9858839891339916,0.6792487550729539,2.0865708574921086e-07,3.386270407322637e-05,0.8006817704120033,0.2586695175096819,7.364034996774183e-16,5.94833139369155e-08,0.5055828570404299,0.0627134741070032,1.6382144907607718e-31,7.470212977851924e-08
314.84267,0.9875916845927304,0.7067708753622288,4.1269563704181165e-07,4.115767862247219e-05,0.8127586563361896,0.2738474085778632,1.6303449975119915e-15,7.354850299139652e-08,0.5172780811906911,0.06679347871416105,4.2568341304378185e-31,8.562535648049607e-08
315.79758,0.9891016935968919,0.7346022329581247,8.161289034667264e-07,4.999943860622858e-05,0.8245755849315987,0.289630504116759,3.613862606689008e-15,9.09231482939907e-08,0.5290594787387506,0.07111634073841162,1.1061139910920507e-30,9.813554253351482e-08
316.7525,0.9904349160302015,0.7627428278606417,1.6142882435160182e-06,6.076422913018731e-05,0.8361036550394324,0.3060347305598092,8.015641410616087e-15,1.1251533235180231e-07,0.5409229934068482,0.0756982506742278,2.8741866469347537e-30,1.124800062779976e-07
317.70741,0.9916104880151175,0.7910380414164693,3.190290140413347e-06,7.382829530004014e-05,0.8473137308673551,0.3229167500060549,1.7743029137812964e-14,1.391524192268596e-07,0.5528644620795626,0.08055539901608237,7.468423510799082e-30,1.2892667591606837e-07
318.66233,0.9926458221869636,0.819642492278918,6.295855572605137e-06,8.971419976258118e-05,0.8581769216272835,0.34043582678989487,3.931717957187531e-14,1.7204518559530157e-07,0.5648795946977218,0.08568778576397539,1.9406335215237117e-29,1.4778469937325477e-07
319.61724,0.993556687644554,0.8484015617946771,1.2448938484985132e-05,0.00010900721268221983,0.8686651626068683,0.35859196091132894,8.713897398491024e-14,2.1260620424595702e-07,0.576963942663119,0.09111160141237966,5.0426251642804224e-29,1.6942505416018998e-07
320.57216,0.9943572959103967,0.8771606313104362,2.4620084773384782e-05,0.0001324180192585961,0.8787518255156654,0.3772258880359587,1.9310772296833993e-13,2.6285343630572423e-07,0.5891128679539005,0.09684303645576807,1.3103047315272568e-28,1.9415688820240167e-07
321.52707,0.99506040873787,0.9054558448662637,4.8665607195565755e-05,0.00016084542724419587,0.8884123944813626,0.3964968724981826,4.278692591777841e-13,3.250066390141913e-07,0.6013214999808655,0.1028820908941406,3.4047523666839575e-28,2.225984973509451e-07
322.48199,0.9956774425317866,0.9326687278489176,9.615086361281828e-05,0.00019554358699132497,0.8976251111207173,0.41624564996360214,9.49561561865438e-13,4.0168916183632594e-07,0.6135846908743643,0.1092449552219701,8.847105586650933e-28,2.5516207883985713e-07
323.4369,0.9962185825635724,0.9570984750719818,0.0001898585432514854,0.00023755762379357162,0.9063763752529724,0.43647222043221734,2.1016320636340066e-12,4.965333348005452e-07,0.6258969577126038,0.11594781993372942,2.2988677961576387e-27,2.9246592852019313e-07
324.39182,0.9966933724079173,0.9764258067357985,0.00037455116334009144,0.0002885597381206771,0.9146293467655975,0.4573358482384267,4.658467776285477e-12,6.139786723860251e-07,0.6382524204563095,0.1230068755238914,5.978602879156643e-27,3.351283422430082e-07
325.34673,0.9971083984956314,0.988795299000641,0.0007377264336119601,0.0003506401805598177,0.9224151689473191,0.4786772690478317,1.031013438873506e-11,7.590700774100115e-07,0.6506447259364542,0.13043831248692891,1.5515875441215284e-26,3.8417981309339475e-07
326.30165,0.9974736214528198,0.9952119731130281,0.0014487708901713922,0.0004260982267568876,0.9297026985094108,0.5004964828604324,2.286335542215673e-11,9.384668215912687e-07,0.6630669646168231,0.13824213082284192,4.0322796987147344e-26,4.402386369224079e-07
327.25656,0.997792029467314,0.9980724181992731,0.0028294507162489784,0.0005176512024752162,0.936491935451872,0.5227934896762286,5.057825900243833e-11,1.1604425455500797e-06,0.6755115726101388,0.14643452102610333,1.049059025254972e-25,5.045414054321584e-07
328.21148,0.9980705949773877,0.9992428814048337,0.005469170304501119,0.0006288525337130034,0.9427828797747032,0.5455682894952206,1.1225750520561406e-10,1.4348852588082457e-06,0.6879702237447815,0.15503167359118594,2.7237139711912537e-25,5.783247103247566e-07
329.16639,0.9983142982960934,0.9997051911782322,0.010374792279692714,0.0007638827216446023,0.9485755314779042,0.5686616179830096,2.4893001992014003e-10,1.7739027281271568e-06,0.7004337067666233,0.16403358851808977,7.079318763312523e-25,6.628251433023131e-07
330.12131,0.9985274556947433,0.9998860950026056,0.019054595734557072,0.0009279673927379536,0.9539010338502019,0.5922327394739942,5.505333824114399e-10,2.193638642521999e-06,0.7128917906963333,0.1734564563012877,1.8393878338248234e-24,7.596914933009756e-07
331.07622,0.9987137194029094,0.999955982633902,0.03327466667986222,0.0011271682736958696,0.9587905301803231,0.616122389633776,1.2216687926398278e-09,2.712254652134857e-06,0.7253330773649784,0.18331646743525248,4.768156573354643e-24,8.707786478739099e-07
332.03114,0.9988767416501635,0.9999830408982313,0.054276091807187045,0.001369637341808338,0.963244020468268,0.6404898327967533,2.707948425817675e-09,3.3539662904885105e-06,0.7377448422827617,0.19361362191998419,1.240298106529135e-23,9.981475931913e-07
332.98605,0.999019178603467,0.9999934621954645,0.08192885792579176,0.0016622724240130415,0.9672926480027632,0.6651758046285278,5.995696791713827e-09,4.147025013359534e-06,0.7501128686083234,0.2043479197554828,3.225352474432679e-23,1.144065414040349e-06
333.94097,0.9991436864297812,0.9999974822804505,0.11479266648001397,0.0020176150238330384,0.9709364127838089,0.6901803051290992,1.3304823324160644e-08,5.1277541210320985e-06,0.7624212743370464,0.21553555143622122,8.38198803292108e-23,1.3112113924422963e-06
334.89588,0.9992522572543273,0.9999990284669837,0.15101213890667636,0.0024482066447913875,0.9742376013888591,0.7155033342984679,2.947185041265825e-08,6.338530797171067e-06,0.7746523454116289,0.22719270745667222,2.1774221158121537e-22,1.502883106269437e-06
335.8508,0.9993472152231963,0.9999996252949854,0.18905633651450154,0.0029714530125525655,0.9771962138179132,0.7411448921366337,6.533819622243445e-08,7.835857953329592e-06,0.7867863745476408,0.23931938781683584,5.6568995072193755e-22,1.7234086264791577e-06
