temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_3_diff_reaction_4_conversion,rate_3_diff_reaction_5_conversion,rate_3_diff_reaction_6_conversion,rate_3_diff_reaction_7_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_5_diff_reaction_4_conversion,rate_5_diff_reaction_5_conversion,rate_5_diff_reaction_6_conversion,rate_5_diff_reaction_7_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion,rate_10_diff_reaction_4_conversion,rate_10_diff_reaction_5_conversion,rate_10_diff_reaction_6_conversion,rate_10_diff_reaction_7_conversion
134.51665,0.005475752572707302,2.9712193627339606e-06,1.755053952296068e-07,1.2544487135203671e-08,4.4950150340108995e-07,2.4755474788768923e-89,1.2321426918877994e-24,1.8205832721961582e-26,0.0014360431282845255,1.3146522950077338e-06,1.2949184758754673e-09,3.439047402817992e-08,4.803717685541923e-07,1.012124848093616e-125,1.6501725880456324e-27,1.3116524269623432e-23,0.001007127145141108,1.6209402463019834e-07,1.446360797452416e-08,1.5508045994253835e-07,6.05751819210999e-13,3.943331967970741e-95,1.258880276753445e-30,5.625023778115258e-32
135.47156,0.005834305750128348,3.3480785764851982e-06,1.9777284168706218e-07,1.4135696676695074e-08,4.867458162633925e-07,6.43451491282054e-89,1.5644814260247909e-24,2.3106754565155935e-26,0.0015453329504366922,1.461322223756266e-06,1.4842612888580676e-09,3.784089086040839e-08,5.142851008694165e-07,3.3386006593300367e-125,2.094581114632886e-27,1.587593400510882e-23,0.00107815712216444,1.8024741702461953e-07,1.608500051380566e-08,1.6795276965473736e-07,6.823626328075926e-13,8.747938939840855e-95,1.598434124979333e-30,7.142122529135724e-32
136.42648,0.006216201388117111,3.7715458202056706e-06,2.2284941215915042e-07,1.593389282520975e-08,5.270747808044748e-07,1.6732407082038127e-88,1.9862741976296604e-24,2.935655397987168e-26,0.0016629229044098299,1.624429299692134e-06,1.7009319305185688e-09,4.1631250237684e-08,5.505882988847067e-07,1.1021083970061292e-124,2.658952679071914e-27,1.921399930327816e-23,0.0011541857308285971,2.0040075942859562e-07,1.7884894984017237e-08,1.8189777184295297e-07,7.688942711864792e-13,1.9371671487203066e-94,2.029776631610329e-30,9.065587017036673e-32
137.38139,0.006622943100064985,4.2496110418901025e-06,2.51077682745217e-07,1.795201224368665e-08,5.707168897412834e-07,4.3506926722003846e-88,2.52186609284873e-24,3.7269969066130454e-26,0.0017894406810524041,1.8065023146903123e-06,1.9494850389699545e-09,4.5812543541763826e-08,5.89452067292925e-07,3.633109554285312e-124,3.3746412571648834e-27,2.3255951591876476e-23,0.0012355635145642047,2.2286173645898118e-07,1.9885604126525146e-08,1.9691546650718513e-07,8.664490482123575e-13,4.2916159835411204e-94,2.577299188390447e-30,1.150919964814464e-31
138.33631,0.007056129860414366,4.787600873534979e-06,2.828687447644764e-07,2.0228864920942642e-08,6.180148821492382e-07,1.1307490937627376e-87,3.201263845769326e-24,4.729662568110607e-26,0.0019255614124366798,2.0088056646882883e-06,2.2344752523252085e-09,5.040176789990023e-08,6.311040123512204e-07,1.199308307378322e-123,4.281180122749312e-27,2.8135658948838123e-23,0.0013226656225971201,2.477841904242035e-07,2.2109440682695646e-08,2.1322039214263722e-07,9.761292777499272e-13,9.517343885216585e-94,3.270528216904547e-30,1.4613833877911524e-31
139.29122,0.007517460767850807,5.394836921134146e-06,3.187022047560123e-07,2.279032418285563e-08,6.69197250745286e-07,2.9386012745809354e-87,4.067495980743086e-24,6.006600002484182e-26,0.002072010569032692,2.2338681415610364e-06,2.561107871284883e-09,5.5449914693850264e-08,6.756579371881676e-07,3.960400478955612e-123,5.4330979293941874e-27,3.4051764328517283e-23,0.0014158931472199124,2.754758059411172e-07,2.458615497435042e-08,2.3091981799691088e-07,1.0995884305962364e-12,2.109816945486368e-93,4.149902077149286e-30,1.8552872420739666e-31
140.24614,0.00800874175265523,6.07797747468321e-06,3.5912618447877753e-07,2.5675200018242483e-08,7.246067346048466e-07,7.6298632627800575e-87,5.165855681298048e-24,7.625253088309842e-26,0.002229568124395832,2.4842185371835314e-06,2.9352388591371003e-09,6.100797530537101e-08,7.233983496252028e-07,1.3061778377858532e-122,6.898555494060744e-27,4.122018398564679e-23,0.0015156751742747992,3.0639810993500416e-07,2.7338059742855722e-08,2.5001374407000603e-07,1.239031134480684e-12,4.674826245209856e-93,5.273189854834171e-30,2.3553880089282135e-31
141.20105,0.008531891117560093,6.847675798175138e-06,4.046202904718556e-07,2.8935239078859016e-08,7.845860728033402e-07,1.987291284173874e-86,6.558621074785269e-24,9.680043255594081e-26,0.002399072176634315,2.7623856434307477e-06,3.3646761669326883e-09,6.712694111621954e-08,7.744959543551882e-07,4.3101438577889235e-122,8.759345797102466e-27,4.9900017425906e-23,0.001622470477030854,3.407049447142916e-07,3.0402342890488655e-08,2.7071670885712614e-07,1.3961108602003188e-12,1.0359958797582066e-92,6.69816063566871e-30,2.9893185584617658e-31
142.15597,0.009088947217181644,7.715916813602018e-06,4.5593819015380667e-07,3.260925135352209e-08,8.497064971331332e-07,5.156753651810842e-86,8.325055232378819e-24,1.2292369485773826e-25,0.0025814234752435084,3.0721626481151482e-06,3.856577083134907e-09,7.385780350815292e-08,8.291783576352728e-07,1.4204057472607545e-121,1.1124526145657328e-26,6.039354740592087e-23,0.001736769744969807,3.788578372042616e-07,3.380875473907089e-08,2.9313598160587274e-07,1.573032235484539e-12,2.2993586691742526e-92,8.501839867265582e-30,3.796631822397657e-31
143.11088,0.009682074096084093,8.693353784956817e-06,5.136965205034526e-07,3.673604683104858e-08,9.199680075942256e-07,1.339506738718491e-85,1.0567067817016784e-23,1.560611205314469e-25,0.002777589857403579,3.416078343111707e-06,4.420050883969724e-09,8.125155386292823e-08,8.877869688511802e-07,4.680028449817277e-121,1.4123602091951678e-26,7.308942318421047e-23,0.0018590976342689792,4.21318314330196e-07,3.7594483190879534e-08,3.1737883156384754e-07,1.7725510449950926e-12,5.094070294246113e-92,1.0793346933742745e-29,4.820673479336473e-31
144.0658,0.01031357023749988,9.795966608228988e-06,5.787859793790914e-07,4.13932454890722e-08,9.959418359789838e-07,3.4791798894337e-85,1.341487673134228e-23,1.9814610076291405e-25,0.0029886112274972584,3.797925916232886e-06,5.066158833425813e-09,8.939317781680724e-08,9.503786895671979e-07,1.5455957619445313e-120,1.793379176008473e-26,8.846266052118698e-23,0.001990015174889949,4.685479030173766e-07,4.1804153728647104e-08,3.436597972262539e-07,1.9974230733937275e-12,1.1286462148429311e-91,1.3701057581121334e-29,6.121043837354015e-31
145.02071,0.01098587488184989,1.1037071863409744e-05,6.520972646390215e-07,4.664553064228772e-08,1.078199214079775e-06,9.040041660811195e-85,1.703266976564445e-23,2.5165157776659556e-25,0.003215604355554234,4.222762951228635e-06,5.8079141832545554e-09,9.83506638787994e-08,1.0175225354261985e-06,5.0992236494375255e-120,2.2773209764332427e-26,1.0707464167915573e-22,0.0021301219993643504,5.210081301910853e-07,4.6482391835106116e-08,3.7208614784069337e-07,2.250404105342192e-12,2.4972892367103147e-91,1.7398279066529868e-29,7.768179624176236e-31
145.97563,0.011701577455919734,1.2435312762486774e-05,7.350006806806246e-07,5.255758560538992e-08,1.1673113736889653e-06,2.3457090697715814e-84,2.1624266245799474e-23,3.195450821998385e-25,0.0034597693053559017,4.695647031848904e-06,6.65377554709435e-09,1.0820899768516648e-07,1.0892185064281824e-06,1.6821082544513333e-119,2.891449937253972e-26,1.2961629867326174e-22,0.0022800593739425615,5.793143650850314e-07,5.168869815389993e-08,4.0287242190236935e-07,2.5359033962992825e-12,5.540845047576244e-91,2.2090412583602157e-29,9.865026826479523e-31
146.93054,0.012463424377419978,1.4006669201449532e-05,8.28181379702592e-07,5.9219967018951485e-08,1.2638495465989214e-06,6.098718660330879e-84,2.745576362503459e-23,4.0587324677720704e-25,0.0037223942328797554,5.221635741843641e-06,7.62976942844796e-09,1.1905316487217026e-07,1.1660356182160224e-06,5.555306995136143e-119,3.6684832506120536e-26,1.5690811327148972e-22,0.0024405125165309367,6.440819769329239e-07,5.747513574821648e-08,4.3623315790648513e-07,2.8572278878590965e-12,1.2278779924461827e-90,2.8047047198982573e-29,1.2525367850590415e-30
147.88546,0.013274329650658466,1.577777434028044e-05,9.330096661023051e-07,6.67232315235451e-08,1.3683849646020102e-06,1.58588320162671e-83,3.487252242775109e-23,5.151323300704391e-25,0.004004862810307694,5.8057866649627955e-06,8.742402453191072e-09,1.3098514820332487e-07,1.2485428864325913e-06,1.8312575454553435e-118,4.6568150965499644e-26,1.899433002456106e-22,0.0026122138952947905,7.162340195853269e-07,6.390864284215455e-08,4.7238289434824406e-07,3.2193379924127807e-12,2.720943107210601e-90,3.562121621422922e-29,1.5900912571610954e-30
148.84037,0.014137382059932552,1.777526133896191e-05,1.051540996475837e-06,7.518380908562133e-08,1.4820600912829644e-06,4.126029936700381e-83,4.427085800981933e-23,6.540667199371414e-25,0.004308660110910652,6.455686176831293e-06,1.0017701124826454e-08,1.441069304421445e-07,1.336740311077889e-06,6.036809973459642e-118,5.910974128636693e-26,2.299309906221282e-22,0.002795946081504222,7.963858622759493e-07,7.106359524026833e-08,5.115361697228494e-07,3.627194122351481e-12,6.032484964316299e-90,4.5249397165813944e-29,2.0186716543243773e-30
149.79529,0.015055856737281461,2.0025763357476367e-05,1.1851456752205692e-06,8.47181296716308e-08,1.6048749266417846e-06,1.0716680924999634e-82,5.621693516533979e-23,8.303200559492686e-25,0.004635380485740334,7.177656257136569e-06,1.148169194685687e-08,1.5855448860664796e-07,1.4311969077947884e-06,1.9970099172622818e-117,7.505937245529597e-26,2.7829623168227904e-22,0.002992545493894257,8.85460558855355e-07,7.902180632756744e-08,5.539075225255044e-07,4.0868590039310434e-12,1.3363817515018508e-89,5.744509303782126e-29,2.560492636831687e-30
150.7502,0.016033222841918538,2.2569230135797443e-05,1.3351940067338842e-06,9.545555991096303e-08,1.7379719342632036e-06,2.7879834540362275e-82,7.139015164723311e-23,1.0542337328218182e-24,0.004986734534954092,7.980547677441035e-06,1.3160401422785078e-08,1.744468025876018e-07,1.5324816922261625e-06,6.58604736909676e-117,9.530313509278283e-26,3.3702545296960506e-22,0.003202905518964972,9.845350054825353e-07,8.787252706951693e-08,5.998187604990141e-07,4.6049465203396625e-12,2.963439889386153e-89,7.29143704333674e-29,3.2540234944410434e-30
151.70512,0.017073156294479645,2.5432294833907556e-05,1.5044265998105453e-06,1.0755133975888548e-07,1.8819223459395878e-06,7.238961291620272e-82,9.063975464664998e-23,1.3383972745556562e-24,0.00536455798041021,8.873211209307105e-06,1.5086362681989534e-08,1.9195384365752948e-07,1.640594664372011e-06,2.1669791639750476e-116,1.209997630871685e-25,4.0784598452196877e-22,0.0034279806119473615,1.0946860983164808e-06,9.769013327067098e-08,6.49484422138582e-07,5.189172868630234e-12,6.562109653177315e-89,9.255585957460023e-29,4.131773486102885e-30
152.66003,0.0181795476508714,2.865490719178033e-05,1.6948989110466254e-06,1.2113483584478772e-07,2.037868625255671e-06,1.8795484725964448e-81,1.1504145727238138e-22,1.6989972120090393e-24,0.005770819361286273,9.86702641617216e-06,1.729210885384869e-08,2.1116059745269294e-07,1.7566738555180803e-06,7.152284473767377e-116,1.536487944116002e-25,4.937806539056296e-22,0.003668790041163485,1.2172984181330375e-06,1.0862337654013799e-07,7.033335844346146e-07,5.8450496181262525e-12,1.4544265459033244e-88,1.1752494217570996e-28,5.247924710067942e-30
153.61495,0.019356515905807628,3.2290333529380605e-05,1.910036701435579e-06,1.3652946474214357e-07,2.206953235796186e-06,4.888821406490027e-81,1.4606728798908857e-22,2.1576155863263094e-24,0.0062076303552614405,1.0970844069598614e-05,1.9823186319492382e-08,2.3223703524561564e-07,1.88071926566437e-06,2.364214049846508e-115,1.9515873194099243e-25,5.97852288686847e-22,0.003926422434749497,1.3536027033996238e-06,1.2074663268247216e-07,7.615807858823151e-07,6.5835999074747105e-12,3.225048637130359e-88,1.4923375144292898e-28,6.662077474412021e-30
154.56986,0.020608416949905624,3.639184016667323e-05,2.151895427573479e-06,1.538645930803426e-07,2.3897474093535e-06,1.2692335250274908e-80,1.8541574117907305e-22,2.7376329420805037e-24,0.0066772541984283056,1.2198572524898828e-05,2.2718634834174754e-08,2.555230995813447e-07,2.013299910453753e-06,7.796918554107379e-115,2.4784704345202725e-25,7.235155489413461e-22,0.0042020397033186606,1.5051373772005128e-06,1.3428302911133606e-07,8.246551034720902e-07,7.421358444646095e-12,7.149130028498382e-88,1.8947954782055314e-28,8.455504926511216e-30
155.52478,0.021939857956470597,4.101269342362303e-05,2.4245860026524715e-06,1.7339895411816387e-07,2.5879648413047115e-06,3.2944856516402826e-80,2.354080924981469e-22,3.475019347845526e-24,0.007182117273988783,1.3564120137385165e-05,2.603701403077703e-08,2.811887617324038e-07,2.155553821171975e-06,2.5692886332849075e-114,3.14712804890999e-25,8.759524247827144e-22,0.004496882656501553,1.6743639164705408e-06,1.4930694163128391e-07,8.929856141943467e-07,8.363836798963904e-12,1.5839534670845127e-87,2.4057309473696276e-28,1.0736571262866989e-29
156.47969,0.023355706324631964,4.6219476200186074e-05,2.7322193398647014e-06,1.9539128111438652e-07,2.8021767634421886e-06,8.569294862761735e-80,2.988185494374025e-22,4.414737389338756e-24,0.00772481861860621,1.5081395262369982e-05,2.9843390168056104e-08,3.094039929713165e-07,2.3074809978190363e-06,8.474958000269665e-114,3.9991382609254305e-25,1.0603449063245395e-21,0.004812274925609085,1.8620515327518447e-06,1.6604149765597831e-07,9.668941257918894e-07,9.422058109075127e-12,3.507710441877129e-87,3.054028464776332e-28,1.3629895309456022e-29
157.43461,0.02486110484379181,5.207877139631839e-05,3.078221200203624e-06,2.201003073277896e-07,3.03409687114303e-06,2.2299817755051846e-79,3.792139501996729e-22,5.606245910849311e-24,0.008308142778614842,1.677568581860303e-05,3.420933613064458e-08,3.4033876457060624e-07,2.470219471680682e-06,2.790486587433208e-113,5.076079168912947e-25,1.2836023137182714e-21,0.005149629382535596,2.0697386491286975e-06,1.8463544879452765e-07,1.0470242537503281e-06,1.061806865227375e-11,7.77634532126771e-87,3.8756332393115624e-28,1.7303441570855582e-29
158.38952,0.026461480539553186,5.868379507195846e-05,3.4680728012587662e-06,2.480434992759313e-07,3.285438859784336e-06,5.788475625090372e-79,4.8168977793186275e-22,7.116988790953259e-24,0.008935070312275514,1.8646991806084307e-05,3.921293142905075e-08,3.7450299034784384e-07,2.6443382583997863e-06,9.220252153652545e-113,6.446111589833774e-25,1.5534976321342916e-21,0.005510452775633324,2.302040534853918e-06,2.0531192246059453e-07,1.133697805812468e-06,1.1962891567206761e-11,1.723242438144236e-86,4.921895569383769e-28,2.1968520230243518e-29
159.34444,0.02816256081024862,6.612776328704475e-05,3.907940512818347e-06,2.7947959021759075e-07,3.5579164247432063e-06,1.5033694372565718e-78,6.113415157808764e-22,9.036891201085359e-24,0.009608792004035428,2.073324510293843e-05,4.494526882553428e-08,4.1206664157555285e-07,2.8309753892620937e-06,3.043975680558912e-112,8.184212422345272e-25,1.8803948417997755e-21,0.005896352416069801,2.558957189927506e-06,2.282940460678415e-07,1.2275583974639192e-06,1.347857313116815e-11,3.819276156948131e-86,6.250584540702462e-28,2.787436893957319e-29
160.29935,0.02997038188403636,7.450389210151571e-05,4.4033055524718936e-06,3.14926046670326e-07,3.8526720296043746e-06,3.9062109434073413e-78,7.760954708641209e-22,1.1473863346967325e-23,0.01033272063429743,2.3059733627915152e-05,5.151696095998191e-08,4.5336966079878047e-07,3.030699879910477e-06,1.0048968782523518e-111,1.0392622891889293e-24,2.275953420470295e-21,0.006309041526913779,2.845103883602281e-06,2.538793228344854e-07,1.3292496441902915e-06,1.5187159621451895e-11,8.461177315029817e-86,7.9323068135792605e-28,3.5405680596424796e-29
161.25427,0.03189130544146892,8.394534731528348e-05,4.961704594405006e-06,3.549003351516954e-07,4.171990601537307e-06,1.0153598859399343e-77,9.855764446813046e-22,1.4567289244323028e-23,0.011110506642266788,2.563910134038934e-05,5.906464697578316e-08,4.987519905625737e-07,3.244649761630683e-06,3.3185898553610996e-111,1.319403246899606e-24,2.755287505977147e-21,0.006750346731855511,3.163557462046788e-06,2.8229088017418876e-07,1.4397369692199996e-06,1.7110697315351982e-11,1.8797781955706564e-85,1.0069762984831068e-27,4.494172988855345e-29
162.20918,0.033932026489341315,9.458529472826012e-05,5.590674312803285e-06,3.9991992217925703e-07,4.517585835919103e-06,2.6401384281942646e-77,1.2511077331144374e-21,1.8492522977450252e-23,0.011946050438940583,2.8509280118485625e-05,6.771845939045182e-08,5.487235446845034e-07,3.473963065708457e-06,1.0937158995453991e-110,1.675202711437254e-24,3.3339430686610946e-21,0.007222213850049837,3.517394771429574e-06,3.1390059710972266e-07,1.5588058340578405e-06,1.9282255628809386e-11,4.1576595886086796e-85,1.278491001317796e-27,5.707851989671719e-29
163.1641,0.036099590372091594,0.00010657021672034896,6.296381077454948e-06,4.506316408999586e-07,4.891742659919228e-06,6.8508321151632324e-77,1.5885419503983333e-21,2.3483369992079364e-23,0.012843519971224909,3.169555788095374e-05,7.760853072150173e-08,6.036242657096165e-07,3.719208807786672e-06,3.611934222696909e-110,2.126427319720631e-24,4.033511733995419e-21,0.007726716187199354,3.911231081003458e-06,3.490059768593038e-07,1.6875289311798306e-06,2.1729392408441592e-11,9.211110746272866e-85,1.6231798793845292e-27,7.246623579992477e-29
164.11901,0.03840139947915308,0.00012001996251147087,7.098009149923342e-06,5.076823244607479e-07,5.296746000707151e-06,1.7800924121764597e-76,2.017128699532409e-21,2.982309457822986e-23,0.013807363940291133,3.524851046529319e-05,8.893005974520359e-08,6.641340387280076e-07,3.9815250191510735e-06,1.1907993571556452e-109,2.699659790364619e-24,4.884221777642715e-21,0.008266060776154664,4.349681660021258e-06,3.8805327425025737e-07,1.8269789530619865e-06,2.4485177070189566e-11,2.0409099107006005e-84,2.060941173316581e-27,9.202597326843865e-29
165.07393,0.04084523006193886,0.00013520086370145007,7.995558530208468e-06,5.719775392673517e-07,5.735452017244703e-06,4.629175912326658e-76,2.561213066662986e-21,3.7871397421640784e-23,0.014842330633206703,3.919342579025372e-05,1.0194331149658505e-07,7.30762777557247e-07,4.26261874673028e-06,3.9263258604775904e-109,3.428980531849836e-24,5.911983150170921e-21,0.008842597648663292,4.83582335465152e-06,4.314887441099086e-07,1.9782285921803248e-06,2.758819059931779e-11,4.519780838418449e-84,2.6168081535880728e-27,1.1684137426727343e-28
166.02884,0.04343923748307399,0.00015237925189011072,9.009583784271053e-06,6.445522183548864e-07,6.210716868493719e-06,1.2020774069342835e-75,3.251934115465592e-21,4.807790437948591e-23,0.01595348159397484,4.358087969333482e-05,1.1684348475191682e-07,8.040203960149058e-07,4.563628021810038e-06,1.2951006754614475e-108,4.355967642522634e-24,7.155660777431943e-21,0.009458826343424234,5.37734828031561e-06,4.797586412655827e-07,2.1423505410108624e-06,3.108803711973772e-11,1.0023065716556531e-83,3.322874756704286e-27,1.483211733509481e-28
166.98376,0.04619197235292396,0.00017168829287736494,1.0153787956084916e-05,7.263119281290788e-07,6.72539671341603e-06,3.124350611854899e-75,4.1294895463213616e-21,6.102712906609118e-23,0.017146212084825713,4.846144801203599e-05,1.3389084454622654e-07,8.84586779191078e-07,4.885690875676092e-06,4.2735010272091724e-108,5.5283336942558805e-24,8.662756235467e-21,0.010117406069351192,5.978871706266347e-06,5.334579721537131e-07,2.3193447995535987e-06,3.502880918603733e-11,2.2178147099574554e-83,4.221504978852194e-27,1.8830756185998757e-28
167.93867,0.04911238325141882,0.00019339431826303694,1.1441874089623874e-05,8.184209682544347e-07,7.28234771097347e-06,8.113107262720307e-75,5.244834190699339e-21,7.748343543865204e-23,0.018426264938329502,5.3885706583856715e-05,1.5347578843205564e-07,9.731418121758581e-07,5.230514355257063e-06,1.4090717637261758e-107,7.014239504010807e-24,1.0485089425411968e-20,0.010821162837687146,6.648085747925095e-06,5.931817432107337e-07,2.5113567527605674e-06,3.947113406077507e-11,4.916817032800827e-83,5.357630331139191e-27,2.3907618792092244e-28
168.89359,0.052209831989709646,0.000217896825446863,1.2894396750848657e-05,9.221730050248498e-07,7.887853410882072e-06,2.1042682986293495e-74,6.66024617595058e-21,9.834607521151609e-23,0.01979975219566449,5.991687520567137e-05,1.7592364770318867e-07,1.0707053226043875e-06,5.599805507481567e-06,4.6431287980273537e-107,8.902294133837023e-24,1.2691753548781352e-20,0.011573100249327617,7.392682520713218e-06,6.595993366776319e-07,2.7194590931077846e-06,4.4475639006509395e-11,1.09082193523042e-82,6.8018574738769e-27,3.035528848392923e-28
169.8485,0.05549409302692051,0.00024559531182857943,1.4531910505719992e-05,1.0391204379929984e-06,8.539057654180001e-06,5.479688509650669e-74,8.454988573249154e-21,1.2487400078476993e-22,0.02127316868712007,6.661817367435432e-05,2.0162481991216704e-07,1.1779571955667602e-06,5.9952713792782245e-06,1.5329578128761677e-106,1.1301554890872504e-23,1.5364796782373618e-20,0.012376407161843824,8.220354140052084e-06,7.334545105999498e-07,2.944724513071267e-06,5.0097439716475265e-11,2.4211812362064082e-82,8.637630641979055e-27,3.8536785319789603e-28
170.80342,0.0589753665932289,0.00027675610900801037,1.637496992019861e-05,1.1710743999703344e-06,9.247385076714591e-06,1.4244338955895856e-73,1.0730971045533148e-20,1.5855097748708712e-22,0.022853414304121668,7.407810970552969e-05,2.3109983512904603e-07,1.2959172586981179e-06,6.4186190175756534e-06,5.061020032113816e-106,1.4348343409039717e-23,1.8599222278271206e-20,0.01323446910086598,9.140331144447328e-06,8.152678956095669e-07,3.188225705127032e-06,5.643574443849561e-11,5.359456814621001e-82,1.0967650432262559e-26,4.893974818392995e-28
171.75833,0.06266427412108959,0.0003117787143848922,1.8450981082232145e-05,1.3198460237683108e-06,1.0012835678485841e-05,3.701412275227696e-73,1.3624073143386683e-20,2.0131039650431492e-22,0.0245478070365136,8.237254705544668e-05,2.6486922342388097e-07,1.4257753109061255e-06,6.871555469302473e-06,1.6693399088295918e-105,1.821987781243788e-23,2.2511624814029834e-20,0.014150876016257873,1.0163382495488862e-05,9.067501352112296e-07,3.4521080542271117e-06,6.360078455904035e-11,1.187726029638106e-81,1.392029259074854e-26,6.21601801571083e-28
172.71325,0.06657186864649096,0.0003513289569587853,2.0787350079768237e-05,1.4867289756808238e-06,1.0841121777417418e-05,9.616979221322686e-73,1.7298482657098905e-20,2.5571512522234406e-22,0.026364104972973923,9.158999343972945e-05,3.035836473842408e-07,1.5685511798259246e-06,7.356925812673046e-06,5.504190147131383e-105,2.3134272715342938e-23,2.726178241815179e-20,0.015129434763317346,1.1300277154766597e-05,1.0079012294049381e-06,3.7385169453235397e-06,7.164767577134445e-11,2.6329364932882803e-81,1.7675283161866585e-26,7.8902448516584165e-28
173.66816,0.07070962499094668,0.0003958063341294261,2.341833452274143e-05,1.6756042545895594e-06,1.1737955691432988e-05,2.4949396451046645e-72,2.1963680560486996e-20,3.2450788136993453e-22,0.028310517889710344,0.00010184424449275185,3.4795883585645154e-07,1.725774606910227e-06,7.876437094615992e-06,1.817197876765497e-104,2.937098746729596e-23,3.30051547940447e-20,0.016174176680648026,1.2564860930038989e-05,1.1209524523273181e-06,4.048525070892332e-06,8.074176515511277e-11,5.829627187719791e-81,2.2438023339250495e-26,1.0019601312912143e-27
174.62308,0.07508944578839191,0.00044600984069628714,2.6385043543073182e-05,1.887765526788413e-06,1.2709049738456217e-05,6.488233386279039e-72,2.7908410898542206e-20,4.121849235188244e-22,0.03039572843604489,0.00011323645188951284,3.9877558394559613e-07,1.8991453048842687e-06,8.432365377702804e-06,5.99718463651445e-104,3.7277642234799236e-23,3.9957658196441383e-20,0.017289370517116945,1.3970979629064495e-05,1.2466475620239115e-06,4.384277815885523e-06,9.099328409681524e-11,1.292168648285078e-80,2.84845209768457e-26,1.2717869805798545e-27
175.57799,0.07972364583469477,0.0005024721398590167,2.9728586272684944e-05,2.127093791159071e-06,1.376011623641077e-05,1.6866220272368316e-71,3.543840266007881e-20,5.232425102407516e-22,0.03262890109754587,0.00012588041126438632,4.57074951791785e-07,2.0895131301106674e-06,9.029831802719337e-06,1.98026454944009e-103,4.7365443145062044e-23,4.837839213102121e-20,0.018479529920574847,1.5540171175022938e-05,1.3864740745858024e-06,4.747920565255146e-06,1.0251246398292179e-10,2.8618012048322872e-80,3.6187065738113484e-26,1.6147596625069814e-27
176.53291,0.08462495286532043,0.0005661253922169997,3.349692336548509e-05,2.3961763802893243e-06,1.4902579821143978e-05,4.386958196053887e-71,4.50065876803772e-20,6.64425029393323e-22,0.035019701208732074,0.0001399152061704959,5.240931983113995e-07,2.2985777953146587e-06,9.667129322736972e-06,6.530953498891549e-103,6.011151591681303e-23,5.852645610346358e-20,0.019749426721419557,1.7278589260251413e-05,1.5419195061040748e-06,5.1415987039532315e-06,1.1551976758637223e-10,6.345619805949265e-80,4.594362243571934e-26,2.0498419114603513e-27
177.48782,0.08980648422541032,0.0006379017583696205,3.7744866997368894e-05,2.700187959354755e-06,1.6136440492655842e-05,1.1389524871121844e-70,5.712251427412782e-20,8.43376120548493e-22,0.03757829993259055,0.00015559371579533903,6.008713836445501e-07,2.5280390132214785e-06,1.0349948094184438e-05,2.1486869428268536e-102,7.6333790353587e-23,7.08336826232341e-20,0.021104097618953356,1.921700234643537e-05,1.7144713726698125e-06,5.567457616931815e-06,1.3018054198687145e-10,1.4069360495788275e-79,5.833188192675836e-26,2.602499313617807e-27
178.44274,0.095281741426134,0.0007187333989162641,4.2527229344231616e-05,3.043009527237049e-06,1.74731228867937e-05,2.958246770340624e-70,7.252219667366133e-20,1.0708868042784328e-21,0.04031539001396006,0.0001730423797326644,6.88710832966375e-07,2.7812962092815983e-06,1.1078288117061735e-05,7.095643750236164e-102,9.691835707588004e-23,8.573190419979842e-20,0.02254885764324924,2.1370794664417545e-05,1.9063609484196414e-06,6.028715381618947e-06,1.467152499573593e-10,3.12013255946877e-79,7.405791081434675e-26,3.306866590877309e-27
179.39765,0.10106457748280011,0.0008098188060561392,4.791937714792928e-05,3.4285220828178926e-06,1.8918339321481213e-05,7.683835065770472e-70,9.205488207012845e-20,1.3595466045840088e-21,0.043242184783627555,0.00019238763757622082,7.895635340395813e-07,3.0600490962202537e-06,1.1857839547797591e-05,2.345767143365714e-101,1.2302394997203312e-22,1.0378250309546186e-19,0.02408930586084256,2.3755350445040668e-05,2.119819507490188e-06,6.528590075442675e-06,1.6534435427077562e-10,6.91022092771691e-79,9.402033932063242e-26,4.195453002189297e-27
180.35257,0.10716918437502394,0.0009123564719884547,5.3996677150317883e-05,3.863193957566763e-06,2.048351443256571e-05,1.9926884644729156e-69,1.1685290005173022e-19,1.725991678180651e-21,0.04637042866058381,0.00021388236851350577,9.047308120393072e-07,3.36599738676268e-06,1.2694292542820739e-05,7.727340311115895e-101,1.5621826783215468e-22,1.2563322807442285e-19,0.025731338212537216,2.6416822380832933e-05,2.3570783240180774e-06,7.069227083355034e-06,1.8628831770006023e-10,1.531349766337819e-78,1.1937454915980554e-25,5.327858855629575e-27
