temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_cumulative
120.04001,99.53678,100.49505,99.72405,0.000717338,-1.57153E-05,-0.001968763,0.000432886,5.11E-08,2.62E-67,1.89E-22,0.000432937,1.03E-04,1.72E-07,1.04E-85,1.10E-26,0.000103068,8.85E-05,2.68E-07,2.62E-115,4.35E-20,8.8808E-05
120.99492,99.53679,100.49636,99.72615,0.003136388,-0.000916314,-0.001968763,0.000456452,5.62E-08,5.18E-67,2.30E-22,0.000456508,1.09E-04,1.87E-07,2.30E-85,1.36E-26,0.000109026,9.31E-05,2.87E-07,6.80E-115,4.98E-20,9.33896E-05
121.94984,99.53079,100.4968,99.72781,0.005503104,-0.000230386,-0.001979235,0.0004813,6.18E-08,1.02E-66,2.79E-22,0.000481361,1.15E-04,2.02E-07,5.10E-85,1.69E-26,0.000115329,9.79E-05,3.07E-07,1.77E-114,5.71E-20,9.82077E-05
122.90475,99.52628,100.4968,99.72993,0.004759586,0.000230386,-0.002204385,0.000507498,6.80E-08,2.03E-66,3.39E-22,0.000507566,0.000121777,2.19E-07,1.13E-84,2.09E-26,0.000121996,1.03E-04,3.28E-07,4.59E-114,6.55E-20,0.000103274
123.85967,99.5217,100.49636,99.73202,0.008608116,0.001146703,-0.001314249,0.000535122,7.48E-08,4.01E-66,4.12E-22,0.000535197,0.000128811,2.37E-07,2.50E-84,2.58E-26,0.000129048,1.08E-04,3.52E-07,1.19E-113,7.50E-20,0.000108602
124.81458,99.50984,100.49461,99.73244,0.006456103,0.001827388,-1.57104E-05,0.000564248,8.23E-08,7.93E-66,5.01E-22,0.00056433,0.000136252,2.57E-07,5.55E-84,3.19E-26,0.000136508,1.14E-04,3.76E-07,3.10E-113,8.60E-20,0.000114206
125.7695,99.50937,100.49287,99.73205,0.001827395,0.001827388,-0.000219918,0.000594958,9.05E-08,1.57E-65,6.09E-22,0.000595048,0.000144122,2.78E-07,1.23E-83,3.94E-26,0.0001444,1.20E-04,4.03E-07,8.06E-113,9.86E-20,0.000120098
126.72441,99.50635,100.49112,99.73286,-0.001680753,0.001832624,-0.002837939,0.000627336,9.96E-08,3.10E-65,7.40E-22,0.000627436,0.000152447,3.01E-07,2.72E-83,4.87E-26,0.000152748,1.26E-04,4.32E-07,2.09E-112,1.13E-19,0.000126294
127.67933,99.51258,100.48937,99.73747,-0.003738538,0.001602236,-0.001115263,0.000661475,1.10E-07,6.14E-65,8.99E-22,0.000661585,0.000161252,3.26E-07,6.04E-83,6.02E-26,0.000161578,1.32E-04,4.62E-07,5.44E-112,1.30E-19,0.00013281
128.63424,99.51349,100.48806,99.73499,-0.0009582,0.000685929,0.002665158,0.00069747,1.21E-07,1.21E-64,1.09E-21,0.00069759,0.000170566,3.53E-07,1.34E-82,7.45E-26,0.000170918,1.39E-04,4.95E-07,1.41E-111,1.48E-19,0.000139662
129.58916,99.51441,100.48806,99.73238,-0.00071734,0,0.002638978,0.00073542,1.33E-07,2.40E-64,1.33E-21,0.000735553,0.000180417,3.82E-07,2.96E-82,9.21E-26,0.000180799,1.46E-04,5.30E-07,3.67E-111,1.70E-19,0.000146868
130.54407,99.51486,100.48806,99.72995,-0.000235624,0.000455536,0.002162498,0.000775433,1.46E-07,4.75E-64,1.61E-21,0.000775579,0.000190838,4.14E-07,6.57E-82,1.14E-25,0.000191251,1.54E-04,5.67E-07,9.54E-111,1.95E-19,0.000154446
131.49899,99.51486,100.48719,99.72825,-0.005424595,0.001141464,0.000890127,0.00081762,1.61E-07,9.39E-64,1.96E-21,0.00081778,0.000201859,4.48E-07,1.46E-81,1.41E-25,0.000202307,1.62E-04,6.07E-07,2.48E-110,2.23E-19,0.000162414
132.4539,99.52522,100.48588,99.72825,-0.000958252,0.002743693,0,0.000862097,1.77E-07,1.86E-63,2.38E-21,0.000862274,0.000213518,4.85E-07,3.23E-81,1.74E-25,0.000214002,0.000170144,6.50E-07,6.44E-110,2.56E-19,0.000170794
133.40882,99.51669,100.48195,99.72825,0.009707674,0.003649537,-0.000109958,0.000908991,1.94E-07,3.67E-63,2.89E-21,0.000909185,0.000225849,5.25E-07,7.15E-81,2.15E-25,0.000226374,0.000178911,6.96E-07,1.67E-109,2.94E-19,0.000179606
134.36373,99.50668,100.47891,99.72846,0.007414289,0.004120781,0.000204204,0.000958431,2.14E-07,7.27E-63,3.52E-21,0.000958645,0.000238892,5.69E-07,1.58E-80,2.66E-25,0.00023946,0.000188129,7.45E-07,4.35E-109,3.37E-19,0.000188873
135.31865,99.50253,100.47408,99.72786,0.004324992,0.002529008,0.002879849,0.001010555,2.35E-07,1.44E-62,4.27E-21,0.001010791,0.000252688,6.16E-07,3.51E-80,3.29E-25,0.000253303,0.000197821,7.97E-07,1.13E-108,3.86E-19,0.000198619
136.27356,99.49842,100.47408,99.72296,0.00358671,-0.003890378,0.002199164,0.001065509,2.59E-07,2.84E-62,5.19E-21,0.001065767,0.00026728,6.67E-07,7.78E-80,4.07E-25,0.000267946,0.000208013,8.54E-07,2.94E-108,4.42E-19,0.000208867
137.22848,99.49568,100.48151,99.72366,-0.007885575,-0.001816884,-0.000581203,0.001123445,2.85E-07,5.62E-62,6.31E-21,0.00112373,0.000282714,7.22E-07,1.72E-79,5.03E-25,0.000283436,0.00021873,9.14E-07,7.63E-108,5.07E-19,0.000219644
138.18339,99.51348,100.47755,99.72407,-0.007409095,0.004351172,-0.00021468,0.001184524,3.13E-07,1.11E-61,7.67E-21,0.001184837,0.000299039,7.82E-07,3.82E-79,6.22E-25,0.00029982,0.000229998,9.78E-07,1.98E-107,5.81E-19,0.000230977
139.13831,99.50983,100.4732,99.72407,0.003104985,0.004319755,-0.003722864,0.001248917,3.45E-07,2.20E-61,9.32E-21,0.001249262,0.000316306,8.46E-07,8.47E-79,7.69E-25,0.000317152,0.000241847,1.05E-06,5.15E-107,6.66E-19,0.000242894
140.09322,99.50755,100.4693,99.73118,0.00119383,0.004356407,-0.00526226,0.001316802,3.79E-07,4.35E-61,1.13E-20,0.001317181,0.000334569,9.17E-07,1.88E-78,9.51E-25,0.000335486,0.000254306,1.12E-06,1.34E-106,7.63E-19,0.000255427
141.04814,99.50755,100.46488,99.73412,0.000235624,0.003675715,-0.00284842,0.001388368,4.17E-07,8.61E-61,1.38E-20,0.001388785,0.000353886,9.92E-07,4.16E-78,1.18E-24,0.000354879,0.000267406,1.20E-06,3.48E-106,8.74E-19,0.000268607
142.00305,99.5071,100.46228,99.73662,0.000952962,0.001591771,-0.002188679,0.001463813,4.59E-07,1.70E-60,1.67E-20,0.001464272,0.000374318,1.07E-06,9.22E-78,1.45E-24,0.000375393,0.000281181,1.29E-06,9.04E-106,1.00E-18,0.000282466
142.95797,99.50573,100.46184,99.7383,0.005503129,0.000230386,-0.001099571,0.001543347,5.05E-07,3.37E-60,2.03E-20,0.001543852,0.000395928,1.16E-06,2.04E-77,1.80E-24,0.000397092,0.000295665,1.38E-06,2.35E-105,1.15E-18,0.00029704
143.91288,99.49659,100.46184,99.73872,0.006220466,0,-0.000219916,0.001627188,5.56E-07,6.66E-60,2.47E-20,0.001627744,0.000418785,1.26E-06,4.53E-77,2.22E-24,0.000420045,0.000310894,1.47E-06,6.11E-105,1.32E-18,0.000312367
144.8678,99.49385,100.46184,99.73872,-0.001502774,0,0.000659748,0.001715572,6.11E-07,1.32E-59,3.00E-20,0.001716183,0.00044296,1.36E-06,1.00E-76,2.75E-24,0.000444325,0.000326907,1.58E-06,1.59E-104,1.51E-18,0.000328484
145.82271,99.49946,100.46184,99.73746,-0.003586719,0,0.003550043,0.001808739,6.73E-07,2.61E-59,3.65E-20,0.001809412,0.000468529,1.48E-06,2.22E-76,3.40E-24,0.000470007,0.000343745,1.69E-06,4.12E-104,1.73E-18,0.000345433
146.77763,99.5007,100.46184,99.73194,0.003235914,0,0.003722834,0.00190695,7.40E-07,5.16E-59,4.43E-20,0.00190769,0.000495573,1.60E-06,4.93E-76,4.20E-24,0.000497173,0.000361449,1.81E-06,1.07E-103,1.98E-18,0.000363256
147.73254,99.49328,100.46184,99.73035,-0.001199013,0,0.00149228,0.002010473,8.14E-07,1.02E-58,5.38E-20,0.002011287,0.000524176,1.73E-06,1.09E-75,5.19E-24,0.000525909,0.000380064,1.94E-06,2.78E-103,2.27E-18,0.000381999
148.68746,99.50299,100.46184,99.72909,-0.005084196,0.00045554,0.001319489,0.002119596,8.96E-07,2.02E-58,6.54E-20,0.002120492,0.000554429,1.88E-06,2.42E-75,6.42E-24,0.000556304,0.000399637,2.07E-06,7.23E-103,2.60E-18,0.000401709
149.64237,99.50299,100.46097,99.72783,0,0.00731999,0.001094339,0.002234618,9.85E-07,3.99E-58,7.95E-20,0.002235603,0.000586424,2.03E-06,5.36E-75,7.94E-24,0.000588456,0.000420217,2.22E-06,1.88E-102,2.98E-18,0.000422435
150.59729,99.50299,100.44786,99.727,0.004560639,0.007089601,0.000434591,0.002355855,1.08E-06,7.89E-58,9.66E-20,0.002356939,0.000620265,2.20E-06,1.19E-74,9.81E-24,0.000622464,0.000441856,2.37E-06,4.88E-102,3.42E-18,0.00044423
151.5522,99.49428,100.44743,99.727,0.002392918,0.000455538,-0.003947975,0.00248364,1.19E-06,1.56E-57,1.17E-19,0.002484833,0.000656055,2.38E-06,2.63E-74,1.21E-23,0.000658437,0.000464608,2.54E-06,1.27E-101,3.92E-18,0.00046715
152.50712,99.49842,100.44699,99.73454,0.000905867,0.000460774,-0.005042319,0.002618325,1.31E-06,3.09E-57,1.43E-19,0.002619637,0.000693908,2.58E-06,5.84E-74,1.50E-23,0.000696487,0.00048853,2.72E-06,3.30E-101,4.49E-18,0.000491252
153.46203,99.49255,100.44655,99.73663,0.005026631,0.000460774,-0.000654517,0.002760276,1.44E-06,6.11E-57,1.73E-19,0.002761719,0.000733941,2.79E-06,1.29E-73,1.85E-23,0.000736733,0.000513683,2.91E-06,8.57E-101,5.15E-18,0.000516597
154.41695,99.48882,100.44611,99.73579,0.006733598,0.000916314,0.001099575,0.002909884,1.59E-06,1.21E-56,2.11E-19,0.002911472,0.00077628,3.02E-06,2.87E-73,2.29E-23,0.000779304,0.00054013,3.12E-06,2.23E-100,5.90E-18,0.000543249
155.37186,99.47969,100.4448,99.73453,0.008131621,0.00137185,0.001136228,0.003067554,1.75E-06,2.39E-56,2.56E-19,0.003069302,0.000821057,3.27E-06,6.35E-73,2.83E-23,0.000824332,0.000567936,3.34E-06,5.78E-100,6.77E-18,0.000571275
156.32678,99.47329,100.44349,99.73362,0.007414276,0.00137185,0.001094339,0.00323372,1.92E-06,4.73E-56,3.11E-19,0.003235643,0.000868414,3.55E-06,1.41E-72,3.51E-23,0.000871959,0.000597172,3.58E-06,1.50E-99,7.76E-18,0.000600747
157.28169,99.46553,100.44218,99.73244,0.00119386,0.00137185,0.0012776,0.003408831,2.12E-06,9.35E-56,3.78E-19,0.003410946,0.000918495,3.84E-06,3.12E-72,4.33E-23,0.000922334,0.000627911,3.83E-06,3.91E-99,8.89E-18,0.000631738
158.23661,99.47101,100.44087,99.73118,-0.00286935,0.001607474,0.001094337,0.003593364,2.33E-06,1.85E-55,4.59E-19,0.003595691,0.00097146,4.16E-06,6.92E-72,5.36E-23,0.000975617,0.00066023,4.10E-06,1.01E-98,1.02E-17,0.000664328
159.19152,99.47101,100.43911,99.73035,0,0.002974081,0.001094337,0.003787817,2.56E-06,3.66E-55,5.58E-19,0.003790377,0.001027472,4.50E-06,1.53E-71,6.62E-23,0.001031974,0.00069421,4.39E-06,2.64E-98,1.17E-17,0.000698597
160.14644,99.47101,100.43519,99.72909,0.000973914,0.003193997,0.001099573,0.003992719,2.82E-06,7.24E-55,6.78E-19,0.003995536,0.001086707,4.87E-06,3.40E-71,8.19E-23,0.001091582,0.000729936,4.70E-06,6.85E-98,1.34E-17,0.000734633
161.10135,99.46915,100.43301,99.72825,0.007152442,0.00411554,0.000439832,0.004208619,3.10E-06,1.43E-54,8.24E-19,0.004211719,0.001149349,5.28E-06,7.53E-71,1.01E-22,0.001154627,0.000767498,5.03E-06,1.78E-97,1.53E-17,0.000772526
162.05627,99.45735,100.42733,99.72825,0.011440804,0.007550419,0,0.004436104,3.41E-06,2.83E-54,1.00E-18,0.004439513,0.001215592,5.72E-06,1.67E-70,1.25E-22,0.001221308,0.000806989,5.38E-06,4.63E-97,1.76E-17,0.000812372
163.01118,99.4473,100.41859,99.72825,0.007676091,0.00594819,0,0.004675777,3.75E-06,5.60E-54,1.22E-18,0.004679529,0.001285643,6.19E-06,3.70E-70,1.55E-22,0.001291832,0.000848508,5.76E-06,1.20E-96,2.02E-17,0.000854272
163.9661,99.44269,100.41597,99.72825,0.00881756,0.001371843,0,0.004928288,4.13E-06,1.11E-53,1.48E-18,0.004932416,0.001359721,6.70E-06,8.19E-70,1.91E-22,0.001366422,0.00089216,6.17E-06,3.12E-96,2.31E-17,0.00089833
164.92101,99.43046,100.41597,99.72825,0.010948628,0.003701881,0,0.005194306,4.54E-06,2.19E-53,1.80E-18,0.005198847,0.001438053,7.26E-06,1.82E-69,2.37E-22,0.00144531,0.000938053,6.61E-06,8.12E-96,2.65E-17,0.000944658
165.87593,99.42178,100.4089,99.72825,0.010582102,0.008079257,0,0.005474543,5.00E-06,4.33E-53,2.18E-18,0.005479539,0.001520885,7.86E-06,4.02E-69,2.93E-22,0.001528743,0.000986302,7.07E-06,2.11E-95,3.03E-17,0.000993374
166.83084,99.41025,100.40054,99.72825,0.008906568,0.006597457,0,0.005769739,5.50E-06,8.57E-53,2.65E-18,0.005775236,0.001608472,8.51E-06,8.92E-69,3.62E-22,0.00161698,0.001037027,7.57E-06,5.48E-95,3.48E-17,0.001044597
167.78576,99.40477,100.3963,99.72825,0.005204649,0.005194184,0,0.006080682,6.05E-06,1.70E-52,3.22E-18,0.006086729,0.001701085,9.21E-06,1.98E-68,4.47E-22,0.001710298,0.001090354,8.11E-06,1.42E-94,3.99E-17,0.00109846
168.74067,99.40031,100.39062,99.72825,0.002586629,0.00480148,0.000219914,0.006408184,6.65E-06,3.35E-52,3.92E-18,0.006414838,0.001799011,9.98E-06,4.38E-68,5.53E-22,0.001808987,0.001146417,8.68E-06,3.70E-94,4.57E-17,0.001155095
169.69559,99.39983,100.38713,99.72783,-0.000183266,0.002743695,0.000434594,0.006753114,7.32E-06,6.63E-52,4.76E-18,0.006760435,0.001902553,1.08E-05,9.71E-68,6.84E-22,0.001913355,0.001205356,9.29E-06,9.62E-94,5.24E-17,0.001214646
170.6505,99.40066,100.38538,99.72742,0.001816902,0.003214939,0.000387469,0.007116368,8.05E-06,1.31E-51,5.79E-18,0.007124422,0.002012029,1.17E-05,2.15E-67,8.45E-22,0.002023726,0.001267316,9.95E-06,2.50E-93,6.00E-17,0.001277262
171.60542,99.39636,100.38099,99.72709,0.010466931,0.007011108,0.000659746,0.007498901,8.86E-06,2.60E-51,7.03E-18,0.007507762,0.002127778,1.27E-05,4.77E-67,1.05E-21,0.002140444,0.001332452,1.06E-05,6.49E-93,6.88E-17,0.0013431
172.56033,99.38067,100.37199,99.72616,0.017121939,0.009142176,0.000706871,0.007901699,9.75E-06,5.13E-51,8.54E-18,0.007911447,0.002250154,1.37E-05,1.06E-66,1.29E-21,0.002263868,0.001400926,1.14E-05,1.69E-92,7.88E-17,0.001412325
173.51525,99.36366,100.36353,99.72574,0.012372801,0.010833435,0.00043983,0.008325811,1.07E-05,1.02E-50,1.04E-17,0.008336536,0.002379535,1.49E-05,2.34E-66,1.60E-21,0.002394385,0.001472908,1.22E-05,4.38E-92,9.04E-17,0.001485112
174.47016,99.35704,100.3513,99.72532,0.00671264,0.007320052,0.001733132,0.008772319,1.18E-05,2.01E-50,1.26E-17,0.008784119,0.002516315,1.61E-05,5.19E-66,1.98E-21,0.002532396,0.001548576,1.31E-05,1.14E-91,1.04E-16,0.001561641
175.42508,99.35084,100.34955,99.72243,0.010718254,0.003199245,0.006162869,0.009242378,1.30E-05,3.97E-50,1.53E-17,0.009255361,0.002660917,1.74E-05,1.15E-65,2.44E-21,0.002678329,0.001628118,1.40E-05,2.96E-91,1.19E-16,0.001642106
176.37999,99.33657,100.34519,99.71355,0.01648837,0.005031859,0.007241493,0.009737175,1.43E-05,7.86E-50,1.86E-17,0.009751458,0.002813778,1.89E-05,2.55E-65,3.02E-21,0.002832633,0.00171173,1.50E-05,7.69E-91,1.36E-16,0.001726705
177.33491,99.31935,100.33994,99.7086,0.0178707,0.005267483,0.005455984,0.010257973,1.57E-05,1.55E-49,2.26E-17,0.010273687,0.002975369,2.04E-05,5.65E-65,3.73E-21,0.002995786,0.001799621,1.60E-05,2.00E-90,1.56E-16,0.001815653
178.28982,99.30244,100.33513,99.70313,0.016985809,0.002717532,0.003084058,0.010806073,1.73E-05,3.07E-49,2.75E-17,0.010823361,0.003146179,2.21E-05,1.25E-64,4.62E-21,0.003168286,0.001892005,1.72E-05,5.19E-90,1.79E-16,0.001909169
179.24474,99.28691,100.33475,99.70271,0.014828537,0.00462347,-0.000450307,0.011382858,1.90E-05,6.08E-49,3.34E-17,0.011401879,0.003326729,2.39E-05,2.77E-64,5.71E-21,0.003350667,0.001989112,1.84E-05,1.35E-89,2.05E-16,0.002007488
180.19965,99.27412,100.3263,99.70399,0.017462266,0.013069204,-0.002193908,0.011989752,2.09E-05,1.20E-48,4.06E-17,0.012010679,0.003517563,2.59E-05,6.15E-64,7.06E-21,0.003543485,0.00209118,1.97E-05,3.51E-89,2.35E-16,0.002110853
181.15457,99.25356,100.30979,99.7069,0.020289758,0.010545406,-0.001523688,0.012628265,2.30E-05,2.38E-48,4.94E-17,0.012651289,0.003719263,2.81E-05,1.36E-63,8.73E-21,0.003747331,0.002198463,2.11E-05,9.11E-89,2.69E-16,0.002219524
182.10948,99.23537,100.30616,99.7069,0.012896468,0.006429878,0.004607716,0.01329995,2.53E-05,4.71E-48,6.00E-17,0.01332528,0.003932433,3.04E-05,3.02E-63,1.08E-20,0.003962826,0.00231122,2.25E-05,2.37E-88,3.08E-16,0.002333768
183.0644,99.22893,100.29751,99.6981,0.013205398,0.009697202,0.006817348,0.014006454,2.79E-05,9.31E-48,7.29E-17,0.014034322,0.004157718,3.29E-05,6.69E-63,1.33E-20,0.004190629,0.002429733,2.41E-05,6.15E-88,3.54E-16,0.002453872
184.01931,99.21015,100.28764,99.69388,0.020085555,0.009571537,0.003811861,0.014749467,3.07E-05,1.84E-47,8.86E-17,0.014780129,0.004395791,3.56E-05,1.48E-62,1.65E-20,0.004431427,0.002554287,2.58E-05,1.60E-87,4.05E-16,0.002580131
184.97423,99.19057,100.27923,99.69082,0.016247497,0.00853479,0.002602323,0.015530784,3.37E-05,3.64E-47,1.08E-16,0.015564517,0.004647368,3.86E-05,3.28E-62,2.04E-20,0.004685956,0.002685192,2.77E-05,4.15E-87,4.64E-16,0.002712859
185.92914,99.17912,100.27134,99.68891,0.012770766,0.007880285,0.00253949,0.016352238,3.71E-05,7.20E-47,1.31E-16,0.016389351,0.004913194,4.18E-05,7.28E-62,2.52E-20,0.004954979,0.002822763,2.96E-05,1.08E-86,5.32E-16,0.002852383
186.88406,99.16618,100.26418,99.68597,0.018933651,0.008278228,0.002649448,0.017215776,4.08E-05,1.42E-46,1.59E-16,0.017256608,0.005194066,4.52E-05,1.61E-61,3.12E-20,0.005239312,0.002967339,3.17E-05,2.80E-86,6.10E-16,0.00299905
187.83897,99.14296,100.25553,99.68385,0.027672603,0.009341144,0.00308404,0.018123387,4.49232E-05,2.82E-46,1.93E-16,0.01816831,0.00549081,4.90E-05,3.58E-61,3.85E-20,0.005539803,0.003119269,3.39E-05,7.29E-86,6.99E-16,0.003153219
188.79389,99.11333,100.24634,99.68008,0.024201071,0.015975277,0.004811951,0.019077175,4.94244E-05,5.58E-46,2.35E-16,0.019126599,0.005804308,5.31E-05,7.92E-61,4.77E-20,0.005857358,0.003278925,3.63E-05,1.89E-85,8.02E-16,0.003315271
189.7488,99.09674,100.22502,99.67466,0.017765977,0.015718711,0.004811951,0.020079287,5.43766E-05,1.10E-45,2.85E-16,0.020133664,0.006135474,5.74E-05,1.76E-60,5.89E-20,0.006192918,0.00344669,3.89E-05,4.92E-85,9.19E-16,0.003485602
190.70372,99.0794,100.21632,99.67089,0.021494077,0.013273455,0.006283294,0.021131995,5.98249E-05,2.18E-45,3.46E-16,0.02119182,0.006485286,6.22E-05,3.89E-60,7.28E-20,0.006547488,0.003622975,4.17E-05,1.28E-84,1.05E-15,0.003664633
191.65863,99.05569,100.19967,99.66266,0.025499648,0.024012574,0.00857668,0.022237608,6.58191E-05,4.31E-45,4.21E-16,0.022303427,0.006854755,6.74E-05,8.62E-60,9.01E-20,0.006922109,0.0038082,4.46E-05,3.32E-84,1.21E-15,0.003852799
192.61355,99.0307,100.17046,99.65451,0.026599228,0.022452218,0.008058306,0.023398567,7.2414E-05,8.53E-45,5.12E-16,0.023470981,0.007244963,7.29E-05,1.91E-59,1.11E-19,0.007317895,0.004002816,4.77E-05,8.63E-84,1.38E-15,0.004050563
193.56846,99.00489,100.15679,99.64727,0.025373995,0.012383311,0.006958738,0.024617349,7.96695E-05,1.69E-44,6.22E-16,0.024697018,0.007657026,7.90E-05,4.24E-59,1.38E-19,0.007735999,0.004207285,5.11E-05,2.24E-83,1.59E-15,0.004258402
194.52338,98.98224,100.14681,99.64122,0.021954824,0.010676344,0.00785411,0.025896564,8.7652E-05,3.34E-44,7.55E-16,0.025984216,0.008092138,8.55E-05,9.39E-59,1.70E-19,0.008177652,0.004422102,5.47E-05,5.83E-83,1.82E-15,0.004476828
195.47829,98.96296,100.1364,99.63227,0.025866147,0.015111271,0.00704776,0.027238855,9.64343E-05,6.60E-44,9.18E-16,0.02733529,0.008551531,9.26E-05,2.08E-58,2.10E-19,0.008644128,0.004647776,5.86E-05,1.51E-82,2.08E-15,0.004706364
196.43321,98.93284,100.11795,99.62776,0.038867372,0.018902204,0.00389563,0.028647005,0.000106096,1.31E-43,1.12E-15,0.028753101,0.009036521,1.00E-04,4.61E-58,2.60E-19,0.009136787,0.004884848,6.27E-05,3.94E-82,2.39E-15,0.004947572
197.38812,98.88873,100.1003,99.62483,0.041579641,0.01898598,0.003686189,0.030123818,0.000116727,2.58E-43,1.36E-15,0.030240545,0.009548466,1.09E-04,1.02E-57,3.22E-19,0.009657036,0.005133877,6.72E-05,1.02E-81,2.74E-15,0.005201028
198.34304,98.85343,100.08169,99.62072,0.034013483,0.016069475,0.007450941,0.031672243,0.000128422,5.11E-43,1.65E-15,0.031800665,0.01008881,1.18E-04,2.26E-57,3.98E-19,0.010206373,0.005395456,7.19E-05,2.66E-81,3.14E-15,0.005467347
199.29795,98.82377,100.06961,99.6106,0.034222925,0.019525262,0.010786299,0.033295241,0.000141289,1.01E-42,2.00E-15,0.03343653,0.010659049,1.27E-04,5.02E-57,4.92E-19,0.010786348,0.005670198,7.70E-05,6.90E-81,3.59E-15,0.005747163
200.25287,98.78807,100.0444,99.60012,0.036422085,0.02271928,0.010215565,0.034995916,0.000155445,2.00E-42,2.43E-15,0.03515136,0.011260768,1.38E-04,1.11E-56,6.08E-19,0.011398611,0.005958754,8.24E-05,1.79E-80,4.12E-15,0.006041152
201.20778,98.75421,100.02622,99.59109,0.039637014,0.021200829,0.011199941,0.036777373,0.000171019,3.96E-42,2.96E-15,0.036948392,0.011895606,1.49E-04,2.46E-56,7.52E-19,0.012044865,0.006261793,8.82E-05,4.66E-80,4.72E-15,0.006350007
202.1627,98.71237,100.00391,99.57873,0.043946321,0.024939401,0.011461745,0.03864286,0.000188153,7.82E-42,3.59E-15,0.038831013,0.012565301,1.62E-04,5.46E-56,9.30E-19,0.012726922,0.006580028,9.44E-05,1.21E-79,5.41E-15,0.006674469
203.11761,98.67028,99.97859,99.5692,0.041736711,0.02355185,0.009309733,0.040595608,0.000207004,1.55E-41,4.36E-15,0.040802612,0.013271644,1.75E-04,1.21E-55,1.15E-18,0.013446651,0.006914192,1.01E-04,3.15E-79,6.20E-15,0.007015298
204.07253,98.63266,99.95893,99.56095,0.043883511,0.025494441,0.007487571,0.042638985,0.000227744,3.06E-41,5.30E-15,0.042866728,0.014016536,1.90E-04,2.68E-55,1.42E-18,0.014206037,0.007265063,1.08E-04,8.18E-79,7.11E-15,0.007373307
205.02744,98.58647,99.9299,99.5549,0.055245719,0.026306028,0.007587056,0.044776324,0.000250561,6.05425E-41,6.44E-15,0.045026885,0.01480193,2.05E-04,5.94E-55,1.76E-18,0.015007125,0.007633443,1.16E-04,2.13E-78,8.15E-15,0.007749327
205.98236,98.52715,99.90869,99.54646,0.047381103,0.023907896,0.010137035,0.047011088,0.000275663,1.19753E-40,7.83E-15,0.047286751,0.015629895,2.22E-04,1.32E-54,2.17E-18,0.015852084,0.008020183,1.24E-04,5.52E-78,9.34E-15,0.008144246
206.93727,98.49598,99.88424,99.53554,0.040930301,0.026306003,0.012011537,0.049346679,0.00030328,2.3687E-40,9.52E-15,0.049649959,0.016502556,2.41E-04,2.92E-54,2.69E-18,0.016743146,0.008426154,1.33E-04,1.44E-77,1.07E-14,0.008558974
207.89219,98.44898,99.85845,99.52352,0.055235314,0.029044481,0.013194895,0.051786616,0.000333664,4.68528E-40,1.16E-14,0.05212028,0.017422161,2.61E-04,6.47E-54,3.32E-18,0.017682676,0.008852286,1.42E-04,3.73E-77,1.23E-14,0.008994481
208.8471,98.39049,99.82877,99.51034,0.051983733,0.031348339,0.01382322,0.054334329,0.000367091,9.26741E-40,1.41E-14,0.054701419,0.01839101,2.82E-04,1.43E-53,4.11E-18,0.018673099,0.00929953,1.52E-04,9.69E-77,1.41E-14,0.009451761
209.80202,98.3497,99.79858,99.49712,0.063283227,0.032023795,0.011760198,0.056993349,0.000403866,1.83309E-39,1.71E-14,0.057397215,0.019411534,3.05E-04,3.17692E-53,5.08E-18,0.019716985,0.009768896,1.63E-04,2.52E-76,1.61E-14,0.009931872
210.75693,98.26963,99.76761,99.48788,0.073723892,0.034914089,0.013404315,0.059767084,0.000444324,3.62583E-39,2.07E-14,0.060211408,0.020486216,3.31E-04,7.04045E-53,6.28E-18,0.020816962,0.010261419,1.74E-04,6.54E-76,1.85E-14,0.010435898
211.71185,98.2089,99.7319,99.47152,0.065597472,0.035694268,0.013446204,0.06265902,0.000488834,7.17188E-39,2.52E-14,0.063147855,0.021617675,3.58E-04,1.56026E-52,7.76E-18,0.021975811,0.010778198,1.87E-04,1.70E-75,2.12E-14,0.010964991
212.66676,98.14435,99.69944,99.4622,0.067948454,0.038694519,0.012456592,0.06567248,0.000537802,1.41859E-38,3.06E-14,0.066210283,0.022808576,3.88E-04,3.45773E-52,9.60E-18,0.02319637,0.011320356,2.00E-04,4.42E-75,2.43E-14,0.011520333
213.62168,98.07913,99.658,99.44773,0.061618015,0.039191948,0.015975248,0.068810843,0.000591674,2.80597E-38,3.72E-14,0.069402517,0.024061726,4.20E-04,7.66281E-52,1.19E-17,0.024481633,0.011889086,2.14E-04,1.15E-74,2.78E-14,0.012103177
214.57659,98.02667,99.62459,99.43169,0.066539893,0.041186879,0.012933109,0.072077271,0.00065094,5.55016E-38,4.52E-14,0.072728211,0.025379973,4.55E-04,1.69817E-51,1.47E-17,0.025834651,0.012485603,2.29E-04,2.98E-74,3.19E-14,0.012714805
