temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_cumulative
30.278,100,100,100,0.561518887,-0.502759422,0.394696882,2.96E-06,6.45E-12,3.74E-95,2.09E-30,2.96E-06,5.24E-07,9.72E-11,3.39E-118,2.40E-35,5.24E-07,7.86E-07,4.40E-10,2.72E-154,1.17E-25,7.87E-07
31.23291,99.4638,100.48009,99.6231,0.276486834,-0.260972138,0.192903043,3.12E-06,7.10E-12,7.40E-95,2.54E-30,3.12E-06,5.54E-07,1.05E-10,7.51E-118,2.96E-35,5.54E-07,8.27E-07,4.71E-10,7.07E-154,1.34E-25,8.27E-07
32.18783,99.47196,100.49841,99.63159,-0.002523753,-0.008995512,-0.009650078,3.29E-06,7.81E-12,1.46E-94,3.09E-30,3.29E-06,5.86E-07,1.14E-10,1.66E-117,3.66E-35,5.86E-07,8.69E-07,5.04E-10,1.84E-153,1.54E-25,8.70E-07
33.14274,99.46862,100.49727,99.64153,0.002387653,-0.000696387,-0.0100166,3.47E-06,8.59E-12,2.89E-94,3.76E-30,3.47E-06,6.20E-07,1.23E-10,3.69E-117,4.53E-35,6.20E-07,9.14E-07,5.40E-10,4.77E-153,1.77E-25,9.15E-07
34.09766,99.4674,100.49974,99.65072,-0.000544561,-0.001780259,-0.011414638,3.66E-06,9.45E-12,5.73E-94,4.56E-30,3.66E-06,6.56E-07,1.34E-10,8.17E-117,5.60E-35,6.56E-07,9.61E-07,5.78E-10,1.24E-152,2.02E-25,9.62E-07
35.05257,99.46966,100.50067,99.66333,-0.001712198,0.002204368,-0.010927686,3.86E-06,1.04E-11,1.13E-93,5.55E-30,3.86E-06,6.94E-07,1.45E-10,1.81E-116,6.93E-35,6.94E-07,1.01E-06,6.18E-10,3.22E-152,2.32E-25,1.01E-06
36.00749,99.47067,100.49553,99.67159,-0.003817108,0.002288146,-0.003293459,4.07E-06,1.14E-11,2.24E-93,6.74E-30,4.07E-06,7.34E-07,1.57E-10,4.01E-116,8.56E-35,7.34E-07,1.06E-06,6.62E-10,8.38E-152,2.66E-25,1.06E-06
36.9624,99.47695,100.4963,99.66962,-0.008068773,-0.003958451,-0.002801271,4.29E-06,1.26E-11,4.43E-93,8.19E-30,4.29E-06,7.76E-07,1.70E-10,8.90E-116,1.06E-34,7.77E-07,1.12E-06,7.09E-10,2.18E-151,3.05E-25,1.12E-06
37.91732,99.48608,100.50309,99.67694,-0.003445301,-0.013079729,-0.006576496,4.52E-06,1.39E-11,8.77E-93,9.95E-30,4.52E-06,8.21E-07,1.84E-10,1.97E-115,1.31E-34,8.22E-07,1.18E-06,7.59E-10,5.65E-151,3.49E-25,1.18E-06
38.87223,99.48353,100.52128,99.68218,0.002136319,-0.003220265,-0.005712549,4.77E-06,1.52E-11,1.73E-92,1.21E-29,4.77E-06,8.69E-07,1.99E-10,4.37E-115,1.62E-34,8.69E-07,1.24E-06,8.12E-10,1.47E-150,4.00E-25,1.24E-06
39.82715,99.482,100.50924,99.68785,0.003052635,0.01393842,-0.002937419,5.03E-06,1.68E-11,3.43E-92,1.47E-29,5.03E-06,9.19E-07,2.15E-10,9.68E-115,2.00E-34,9.19E-07,1.30E-06,8.70E-10,3.82E-150,4.59E-25,1.30E-06
40.78206,99.4777,100.49466,99.68779,0.001691265,0.006272857,-0.001544632,5.30E-06,1.84E-11,6.78E-92,1.79E-29,5.30E-06,9.72E-07,2.33E-10,2.15E-114,2.47E-34,9.72E-07,1.37E-06,9.31E-10,9.92E-150,5.26E-25,1.37E-06
41.73698,99.47877,100.49726,99.6908,-0.000570729,-0.001460856,-0.000141358,5.59E-06,2.03E-11,1.34E-91,2.17E-29,5.59E-06,1.03E-06,2.53E-10,4.76E-114,3.06E-34,1.03E-06,1.44E-06,9.97E-10,2.58E-149,6.03E-25,1.44E-06
42.69189,99.47879,100.49745,99.68806,-0.005503079,0.000785405,0.002534259,5.90E-06,2.23E-11,2.65E-91,2.64E-29,5.90E-06,1.09E-06,2.74E-10,1.05E-113,3.78E-34,1.09E-06,1.51E-06,1.07E-09,6.70E-149,6.91E-25,1.51E-06
43.64681,99.48928,100.49576,99.68596,-0.000706815,0.002136318,-0.000507913,6.22E-06,2.46E-11,5.25E-91,3.20E-29,6.22E-06,1.15E-06,2.96E-10,2.34E-113,4.68E-34,1.15E-06,1.59E-06,1.14E-09,1.74E-148,7.92E-25,1.59E-06
44.60172,99.48014,100.49337,99.68903,0.009330675,-0.003078779,-0.002193918,6.55E-06,2.70E-11,1.04E-90,3.89E-29,6.55E-06,1.22E-06,3.21E-10,5.18E-113,5.78E-34,1.22E-06,1.67E-06,1.22E-09,4.52E-148,9.08E-25,1.67E-06
45.55664,99.47146,100.50164,99.69015,-0.001434738,-0.005969104,-0.004759605,6.91E-06,2.97E-11,2.05E-90,4.73E-29,6.91E-06,1.29E-06,3.47E-10,1.15E-112,7.15E-34,1.29E-06,1.76E-06,1.31E-09,1.18E-147,1.04E-24,1.76E-06
46.51155,99.48288,100.50477,99.69812,-0.006262367,-0.00547168,-0.005293681,7.29E-06,3.27E-11,4.06E-90,5.75E-29,7.29E-06,1.36E-06,3.76E-10,2.54E-112,8.84E-34,1.36E-06,1.85E-06,1.40E-09,3.05E-147,1.19E-24,1.85E-06
47.46647,99.48342,100.51209,99.70026,-0.003340626,-0.004246433,0.00013615,7.69E-06,3.60E-11,8.04E-90,6.99E-29,7.69E-06,1.44E-06,4.07E-10,5.63E-112,1.09E-33,1.44E-06,1.94E-06,1.50E-09,7.94E-147,1.37E-24,1.94E-06
48.42138,99.48926,100.51288,99.69786,-0.001157197,-0.002052532,-0.002769852,8.10E-06,3.96E-11,1.59E-89,8.49E-29,8.10E-06,1.52E-06,4.41E-10,1.25E-111,1.35E-33,1.52E-06,2.04E-06,1.61E-09,2.06E-146,1.57E-24,2.04E-06
49.3763,99.48563,100.51601,99.70555,0.000193716,0.001968789,-0.005167984,8.55E-06,4.36E-11,3.14E-89,1.03E-28,8.55E-06,1.61E-06,4.78E-10,2.77E-111,1.67E-33,1.61E-06,2.15E-06,1.72E-09,5.36E-146,1.80E-24,2.15E-06
50.33121,99.48889,100.50912,99.70773,-0.002979325,0.001591794,0.002413803,9.01E-06,4.79E-11,6.22E-89,1.25E-28,9.01E-06,1.70E-06,5.17E-10,6.13E-111,2.07E-33,1.71E-06,2.26E-06,1.84E-09,1.39E-145,2.06E-24,2.26E-06
51.28613,99.49132,100.51297,99.70094,0.003382531,-0.000209423,0.004345922,9.50E-06,5.27E-11,1.23E-88,1.52E-28,9.50E-06,1.80E-06,5.60E-10,1.36E-110,2.55E-33,1.80E-06,2.38E-06,1.97E-09,3.62E-145,2.36E-24,2.38E-06
52.24104,99.48243,100.50952,99.69943,0.007990247,0.002618039,-1.56998E-05,1.00E-05,5.80E-11,2.43E-88,1.85E-28,1.00E-05,1.91E-06,6.06E-10,3.01E-110,3.16E-33,1.91E-06,2.50E-06,2.11E-09,9.40E-145,2.70E-24,2.50E-06
53.19596,99.47606,100.50797,99.70097,-3.49285E-08,0.005063296,0.000979158,1.06E-05,6.38E-11,4.81E-88,2.25E-28,1.06E-05,2.02E-06,6.57E-10,6.67E-110,3.90E-33,2.02E-06,2.63E-06,2.26E-09,2.44E-144,3.10E-24,2.63E-06
54.15087,99.48243,100.49985,99.69756,-0.00548217,-0.000177981,0.003408681,1.11E-05,7.02E-11,9.52E-88,2.73E-28,1.11E-05,2.13E-06,7.11E-10,1.48E-109,4.83E-33,2.13E-06,2.76E-06,2.42E-09,6.35E-144,3.55E-24,2.76E-06
55.10579,99.48653,100.50831,99.69446,-0.006707416,-0.01121567,0.00216249,1.17E-05,7.73E-11,1.88E-87,3.32E-28,1.17E-05,2.26E-06,7.70E-10,3.28E-109,5.97E-33,2.26E-06,2.90E-06,2.59E-09,1.65E-143,4.07E-24,2.91E-06
56.0607,99.49524,100.52127,99.69343,-0.005094715,-0.00427268,-0.00176454,1.24E-05,8.50E-11,3.72E-87,4.04E-28,1.24E-05,2.39E-06,8.34E-10,7.26E-109,7.38E-33,2.39E-06,3.05E-06,2.77E-09,4.29E-143,4.67E-24,3.06E-06
57.01562,99.49626,100.51647,99.69783,0.004796269,0.005487402,-0.006655053,1.31E-05,9.35E-11,7.37E-87,4.91E-28,1.31E-05,2.53E-06,9.03E-10,1.61E-108,9.12E-33,2.53E-06,3.21E-06,2.97E-09,1.11E-142,5.35E-24,3.21E-06
57.97053,99.48608,100.51079,99.70614,-0.003000196,0.004581567,0.000293173,1.38E-05,1.03E-10,1.46E-86,5.96E-28,1.38E-05,2.67E-06,9.77E-10,3.57E-108,1.13E-32,2.67E-06,3.38E-06,3.18E-09,2.89E-142,6.13E-24,3.38E-06
58.92545,99.50199,100.50772,99.69727,-0.010288841,-1.68337E-08,0.007492804,1.45E-05,1.13E-10,2.88E-86,7.24E-28,1.45E-05,2.83E-06,1.06E-09,7.91E-108,1.39E-32,2.83E-06,3.55E-06,3.40E-09,7.52E-142,7.02E-24,3.55E-06
59.88036,99.50573,100.51079,99.69183,-0.00530413,-0.001984476,2.0974E-05,1.53E-05,1.25E-10,5.70E-86,8.80E-28,1.53E-05,2.99E-06,1.15E-09,1.75E-107,1.72E-32,2.99E-06,3.73E-06,3.64E-09,1.95E-141,8.05E-24,3.74E-06
60.83528,99.51212,100.51151,99.69723,-0.003120678,-0.000680688,-0.005691606,1.62E-05,1.37E-10,1.13E-85,1.07E-27,1.62E-05,3.16E-06,1.24E-09,3.88E-107,2.13E-32,3.16E-06,3.93E-06,3.90E-09,5.08E-141,9.23E-24,3.93E-06
61.79019,99.51169,100.51209,99.7027,-0.000958193,0.000607378,-0.004325,1.70E-05,1.51E-10,2.23E-85,1.30E-27,1.70E-05,3.34E-06,1.34E-09,8.60E-107,2.64E-32,3.35E-06,4.13E-06,4.18E-09,1.32E-140,1.06E-23,4.13E-06
62.74511,99.51395,100.51035,99.70549,-0.003099756,0.002288164,-0.001303772,1.80E-05,1.66E-10,4.41E-85,1.58E-27,1.80E-05,3.54E-06,1.45E-09,1.91E-106,3.26E-32,3.54E-06,4.34E-06,4.47E-09,3.43E-140,1.21E-23,4.35E-06
63.70002,99.51761,100.50772,99.70519,-0.000717358,-0.000680671,-0.001612699,1.89E-05,1.82E-10,8.73E-85,1.92E-27,1.89E-05,3.74E-06,1.58E-09,4.23E-106,4.03E-32,3.74E-06,4.56E-06,4.79E-09,8.91E-140,1.39E-23,4.57E-06
64.65494,99.51532,100.51165,99.70857,0.002141551,-0.000932003,-0.002864126,2.00E-05,2.01E-10,1.73E-84,2.33E-27,2.00E-05,3.96E-06,1.71E-09,9.37E-106,4.98E-32,3.96063E-06,4.80E-06,5.12E-09,2.31E-139,1.59E-23,4.81E-06
65.60985,99.51352,100.5095,99.71066,0.002659919,0.000911083,-0.001754085,2.11E-05,2.21E-10,3.41E-84,2.83E-27,2.11E-05,4.19E-06,1.85E-09,2.08E-105,6.16E-32,4.18951E-06,5.05E-06,5.48E-09,6.01E-139,1.83E-23,5.05E-06
66.56477,99.51024,100.50991,99.71192,0.000256551,-0.000434594,-0.001733141,2.22E-05,2.43E-10,6.75E-84,3.44E-27,2.22E-05,4.43E-06,2.00E-09,4.60E-105,7.62E-32,4.43162E-06,5.31E-06,5.87E-09,1.56E-138,2.09E-23,5.31E-06
67.51968,99.51303,100.51033,99.71397,-0.002183444,-2.30298E-09,0.003534316,2.34E-05,2.67E-10,1.34E-83,4.18E-27,2.34E-05,4.69E-06,2.17E-09,1.02E-104,9.42E-32,4.68772E-06,5.58E-06,6.29E-09,4.06E-138,2.40E-23,5.59E-06
68.4746,99.51441,100.50991,99.70517,0.003822357,0.000219914,0.006969195,2.47E-05,2.94E-10,2.64E-83,5.09E-27,2.47E-05,4.96E-06,2.35E-09,2.26E-104,1.16E-31,4.95863E-06,5.87E-06,6.73E-09,1.06E-137,2.75E-23,5.88E-06
69.42951,99.50573,100.50991,99.70066,0.004544931,2.09442E-05,0.004450659,2.60E-05,3.24E-10,5.23E-83,6.18E-27,2.60E-05,5.24E-06,2.54E-09,5.01E-104,1.44E-31,5.24519E-06,6.17E-06,7.21E-09,2.74E-137,3.15E-23,6.18E-06
70.38443,99.50573,100.50987,99.69667,-0.002659937,0.000685928,0.002874595,2.75E-05,3.56E-10,1.03E-82,7.51E-27,2.75E-05,5.55E-06,2.75E-09,1.11E-103,1.78E-31,5.54831E-06,6.49E-06,7.71E-09,7.12E-137,3.61E-23,6.50E-06
71.33934,99.51081,100.5086,99.69517,-0.004544911,0.003649527,0.002282922,2.90E-05,3.92E-10,2.04E-82,9.12E-27,2.90E-05,5.87E-06,2.98E-09,2.46E-103,2.20E-31,5.86895E-06,6.82E-06,8.26E-09,1.85E-136,4.14E-23,6.83E-06
72.29426,99.51441,100.5029,99.69231,-0.005723033,0.003408667,0.000664968,3.05E-05,4.31E-10,4.04E-82,1.11E-26,3.05E-05,6.20E-06,3.22E-09,5.45E-103,2.72E-31,6.20813E-06,7.18E-06,8.84E-09,4.81E-136,4.74E-23,7.18E-06
73.24917,99.52174,100.50209,99.6939,-0.006215221,-0.001193813,-0.002644209,3.22E-05,4.74E-10,8.00E-82,1.35E-26,3.22E-05,6.56E-06,3.49E-09,1.21E-102,3.36E-31,6.5669E-06,7.55E-06,9.47E-09,1.25E-135,5.44E-23,7.55E-06
74.20409,99.52628,100.50518,99.69736,0.001754117,-0.004906205,-0.003953233,3.39E-05,5.22E-10,1.58E-81,1.64E-26,3.39457E-05,6.94E-06,3.78E-09,2.68E-102,4.16E-31,6.94641E-06,7.93E-06,1.01E-08,3.25E-135,6.23E-23,7.94E-06
75.159,99.51839,100.51146,99.70145,0.005021406,-0.004419253,-0.006597434,3.58E-05,5.74E-10,3.13E-81,1.99E-26,3.57951E-05,7.34E-06,4.09E-09,5.93E-102,5.14E-31,7.34786E-06,8.34E-06,1.08E-08,8.44E-135,7.14E-23,8.35E-06
76.11392,99.51669,100.51362,99.70996,-0.000544563,0.002162519,-0.009430161,3.77E-05,6.31E-10,6.19E-81,2.42E-26,3.77452E-05,7.77E-06,4.43E-09,1.31E-101,6.36E-31,7.77251E-06,8.77E-06,1.16E-08,2.19E-134,8.19E-23,8.79E-06
77.06883,99.51943,100.50733,99.71946,-0.002869365,0.00452921,-0.005194204,3.98E-05,6.95E-10,1.22E-80,2.94E-26,3.98016E-05,8.22E-06,4.80E-09,2.91E-101,7.86E-31,8.2217E-06,9.23E-06,1.24E-08,5.70E-134,9.38E-23,9.24E-06
78.02375,99.52217,100.50497,99.71988,-0.003110226,0.002146786,2.30298E-09,4.20E-05,7.64E-10,2.42E-80,3.57E-26,4.197E-05,8.69E-06,5.20E-09,6.45E-101,9.72E-31,8.69685E-06,9.70E-06,1.33E-08,1.48E-133,1.08E-22,9.71E-06
78.97866,99.52537,100.50323,99.71946,-0.000958213,0.000612626,0.003492441,4.43E-05,8.41E-10,4.79E-80,4.34E-26,4.42565E-05,9.19E-06,5.63E-09,1.43E-100,1.20E-30,9.19947E-06,1.02E-05,1.43E-08,3.85E-133,1.23E-22,1.02E-05
79.93358,99.524,100.5038,99.71321,-0.005744004,0.001528943,0.006005767,4.67E-05,9.25E-10,9.48E-80,5.27E-26,4.66676E-05,9.73E-06,6.09E-09,3.17E-100,1.49E-30,9.73114E-06,1.07E-05,1.53E-08,1.00E-132,1.41E-22,1.07E-05
80.88849,99.53634,100.50031,99.70799,-0.005738768,0.002104908,0.0050371,4.92E-05,1.02E-09,1.87E-79,6.41E-26,4.921E-05,1.03E-05,6.60E-09,7.02E-100,1.84E-30,1.02935E-05,1.13E-05,1.63E-08,2.60E-132,1.62E-22,1.13E-05
81.84341,99.53496,100.49978,99.70359,0.008896119,-0.001544651,0.001685999,5.19E-05,1.12E-09,3.71E-79,7.78E-26,5.18909E-05,1.09E-05,7.15E-09,1.56E-99,2.27E-30,1.08884E-05,1.19E-05,1.75E-08,6.75E-132,1.86E-22,1.19E-05
82.79832,99.51935,100.50326,99.70477,0.011189505,-0.004146963,-0.003481974,5.47E-05,1.23E-09,7.33E-79,9.46E-26,5.47179E-05,1.15E-05,7.74E-09,3.45E-99,2.81E-30,1.15177E-05,1.25E-05,1.87E-08,1.75E-131,2.13E-22,1.25E-05
83.75324,99.51359,100.5077,99.71024,-0.002440052,-0.000492169,-0.003963694,5.77E-05,1.36E-09,1.45E-78,1.15E-25,5.76988E-05,1.22E-05,8.38E-09,7.65E-99,3.47E-30,1.21834E-05,1.31E-05,2.00E-08,4.56E-131,2.44E-22,1.31E-05
84.70815,99.52401,100.5042,99.71234,0.002680796,0.002277697,-0.001267133,6.08E-05,1.49E-09,2.87E-78,1.40E-25,6.08422E-05,1.29E-05,9.07E-09,1.69E-98,4.29E-30,1.28875E-05,1.38E-05,2.15E-08,1.18E-130,2.79E-22,1.38E-05
85.66307,99.50847,100.50335,99.71266,0.007419462,-0.000240865,0.000225154,6.42E-05,1.64E-09,5.68E-78,1.70E-25,6.41567E-05,1.36E-05,9.82E-09,3.76E-98,5.31E-30,1.36324E-05,1.45E-05,2.30E-08,3.08E-130,3.20E-22,1.45E-05
86.61798,99.50984,100.50466,99.71191,-0.001670305,-0.002110132,-0.000874415,6.77E-05,1.81E-09,1.12E-77,2.06E-25,6.76518E-05,1.44E-05,1.06E-08,8.32E-98,6.56E-30,1.44202E-05,1.52E-05,2.46E-08,8.00E-130,3.67E-22,1.53E-05
87.5729,99.51166,100.50738,99.71433,-0.005262266,0.001827412,-0.003513407,7.13E-05,1.99E-09,2.22E-77,2.51E-25,7.13374E-05,1.52E-05,1.15E-08,1.84E-97,8.11E-30,1.52537E-05,1.60E-05,2.63E-08,2.08E-129,4.21E-22,1.61E-05
88.52781,99.51989,100.50117,99.71862,-0.006461319,0.002110158,-0.001806458,7.52E-05,2.19E-09,4.39E-77,3.05E-25,7.52236E-05,1.61E-05,1.25E-08,4.09E-97,1.00E-29,1.61353E-05,1.69E-05,2.82E-08,5.40E-129,4.82E-22,1.69E-05
89.48273,99.524,100.50335,99.71778,-0.003110218,-0.004686294,-0.001570833,7.93E-05,2.40E-09,8.69E-77,3.70E-25,7.93216E-05,1.71E-05,1.35E-08,9.06E-97,1.24E-29,1.70678E-05,1.77E-05,3.02E-08,1.40E-128,5.53E-22,1.78E-05
90.43764,99.52583,100.51012,99.72162,-0.002628502,-0.004120801,-0.003073577,8.36E-05,2.64E-09,1.72E-76,4.50E-25,8.36427E-05,1.80E-05,1.46E-08,2.01E-96,1.53E-29,1.80543E-05,1.86E-05,3.23E-08,3.65E-128,6.33E-22,1.87E-05
91.39256,99.52902,100.51122,99.72365,-0.003345848,0.000602157,-0.002618037,8.82E-05,2.91E-09,3.40E-76,5.46E-25,8.81993E-05,1.91E-05,1.58E-08,4.45E-96,1.90E-29,1.90978E-05,1.96E-05,3.46E-08,9.47E-128,7.26E-22,1.96E-05
92.34747,99.53222,100.50897,99.72662,-0.003110226,0.002717517,-0.002408595,9.30E-05,3.20E-09,6.72E-76,6.64E-25,9.3004E-05,2.02E-05,1.71E-08,9.86E-96,2.34E-29,2.02016E-05,2.06E-05,3.70E-08,2.46E-127,8.32E-22,2.07E-05
93.30239,99.53496,100.50603,99.72825,-0.001434675,-0.002157287,-0.000853475,9.81E-05,3.52E-09,1.33E-75,8.07E-25,9.80704E-05,2.14E-05,1.86E-08,2.18E-95,2.90E-29,2.13692E-05,2.17E-05,3.96E-08,6.40E-127,9.54E-22,2.17E-05
94.2573,99.53496,100.51309,99.72825,0,-0.003173079,-0.001570812,1.03E-04,3.88E-09,2.63E-75,9.81E-25,0.000103413,2.26E-05,2.01E-08,4.84E-95,3.58E-29,2.26043E-05,2.28E-05,4.24E-08,1.66E-126,1.09E-21,2.28E-05
95.21222,99.53496,100.51209,99.73125,0.000476485,0.000748756,-0.000303677,1.09E-04,4.26E-09,5.20E-75,1.19E-24,0.000109046,2.39E-05,2.18E-08,1.07E-94,4.43E-29,2.39108E-05,2.40E-05,4.54E-08,4.32E-126,1.25E-21,2.40E-05
96.16713,99.53405,100.51166,99.72883,0.000952964,-0.001141455,0.006162833,1.15E-04,4.69E-09,1.03E-74,1.45E-24,0.000114986,2.53E-05,2.36E-08,2.38E-94,5.48E-29,2.52928E-05,2.52E-05,4.87E-08,1.12E-125,1.44E-21,2.53E-05
97.12205,99.53314,100.51427,99.71948,0.005738756,-0.003429628,0.005785834,1.21E-04,5.16E-09,2.04E-74,1.76E-24,0.00012125,2.67E-05,2.55E-08,5.27E-94,6.77E-29,2.67547E-05,2.65E-05,5.21E-08,2.92E-125,1.65E-21,2.66E-05
98.07696,99.52309,100.51821,99.71778,0.004351205,-0.003434864,0.000890136,1.28E-04,5.68E-09,4.03E-74,2.14E-24,0.000127855,2.83E-05,2.76E-08,1.17E-93,8.38E-29,2.83011E-05,2.79E-05,5.58E-08,7.58E-125,1.89E-21,2.79E-05
99.03188,99.52483,100.52083,99.71778,-0.003104995,-0.002288159,0.000664984,1.35E-04,6.25E-09,7.96E-74,2.60E-24,0.000134819,2.99E-05,2.99E-08,2.59E-93,1.04E-28,2.99369E-05,2.93E-05,5.97E-08,1.97E-124,2.16E-21,2.94E-05
99.98679,99.52902,100.52258,99.71651,-0.004927137,0.002544706,0.001528931,1.42E-04,6.87E-09,1.58E-73,3.16E-24,0.000142163,3.16E-05,3.24E-08,5.74E-93,1.28E-28,3.16673E-05,3.08E-05,6.39E-08,5.12E-124,2.48E-21,3.09E-05
100.94171,99.53424,100.51597,99.71486,-0.007189131,0.002277665,0.001523695,1.50E-04,7.56E-09,3.12E-73,3.84E-24,0.000149907,3.35E-05,3.51E-08,1.27E-92,1.58E-28,3.34977E-05,3.24E-05,6.84E-08,1.33E-123,2.84E-21,3.25E-05
101.89662,99.54275,100.51823,99.7136,-0.002293432,-0.001403271,-0.001534153,1.58E-04,8.32E-09,6.16E-73,4.66E-24,0.000158072,3.54E-05,3.80E-08,2.82E-92,1.96E-28,3.54339E-05,3.41E-05,7.33E-08,3.45E-123,3.26E-21,3.42E-05
102.85154,99.53862,100.51865,99.71779,0.003361551,-0.000675454,-0.003728077,1.67E-04,9.15E-09,1.22E-72,5.66E-24,0.000166682,3.74E-05,4.11E-08,6.24E-92,2.42E-28,3.7482E-05,3.58E-05,7.84E-08,8.97E-123,3.73E-21,3.59E-05
103.80645,99.53633,100.51952,99.72072,3.66648E-05,-0.00296884,-0.001979239,1.76E-04,1.01E-08,2.41E-72,6.88E-24,0.000175761,3.96E-05,4.46E-08,1.38E-91,2.99E-28,3.96485E-05,3.77E-05,8.40E-08,2.33E-122,4.28E-21,3.78E-05
104.76137,99.53855,100.52432,99.72157,-0.002392883,-0.008686656,-0.001518463,1.85E-04,1.11E-08,4.77E-72,8.36E-24,0.000185335,4.19E-05,4.82E-08,3.07E-91,3.70E-28,4.19403E-05,3.96E-05,8.99E-08,6.06E-122,4.90E-21,3.97E-05
105.71628,99.5409,100.53611,99.72362,0.003073543,-0.006408978,-0.00090061,1.95E-04,1.22E-08,9.43E-72,1.02E-23,0.000195429,4.43E-05,5.22E-08,6.79E-91,4.57E-28,4.43646E-05,4.17E-05,9.62E-08,1.57E-121,5.62E-21,4.18E-05
106.6712,99.53268,100.53656,99.72329,0.007655127,0.000219918,0.001921645,2.06E-04,1.34E-08,1.87E-71,1.24E-23,0.000206074,4.69E-05,5.66E-08,1.51E-90,5.66E-28,4.6929E-05,4.38E-05,1.03E-07,4.09E-121,6.44E-21,4.39E-05
107.62611,99.52628,100.53569,99.71995,0.005115647,0.00372283,0.003309196,2.17E-04,1.48E-08,3.69E-71,1.50E-23,0.000217297,4.96E-05,6.13E-08,3.34E-90,6.99E-28,4.96416E-05,4.61E-05,1.10E-07,1.06E-120,7.38E-21,4.62E-05
108.58103,99.52291,100.52945,99.71697,-0.002392914,0.008749481,0.00201588,2.29E-04,1.62E-08,7.30E-71,1.82E-23,0.000229132,5.24E-05,6.63E-08,7.39E-90,8.64E-28,5.25111E-05,4.84E-05,1.18E-07,2.76E-120,8.46E-21,4.86E-05
109.53594,99.53085,100.51898,99.7161,-0.009419681,0.006566052,0.000911076,2.42E-04,1.79E-08,1.44E-70,2.22E-23,0.000241612,5.55E-05,7.18E-08,1.64E-89,1.07E-27,5.55465E-05,5.09E-05,1.26E-07,7.18E-120,9.70E-21,5.11E-05
110.49086,99.5409,100.51691,99.71523,-0.004068391,0.003607658,-0.004173173,2.55E-04,1.96E-08,2.86E-70,2.69E-23,0.00025477,5.87E-05,7.78E-08,3.63E-89,1.32E-27,5.87573E-05,5.36E-05,1.35E-07,1.87E-119,1.11E-20,5.37E-05
111.44577,99.53862,100.51209,99.72407,0.002392883,0.001377105,-0.004628708,2.69E-04,2.16E-08,5.65E-70,3.27E-23,0.000268645,6.21E-05,8.42E-08,8.05E-89,1.63E-27,6.21538E-05,5.63E-05,1.45E-07,4.85E-119,1.27E-20,5.65E-05
112.40069,99.53633,100.51428,99.72407,0.002392883,1.20084E-08,0.000392707,2.83E-04,2.38E-08,1.12E-69,3.98E-23,0.000283275,6.57E-05,9.12E-08,1.78E-88,2.02E-27,6.57466E-05,5.92E-05,1.55E-07,1.26E-118,1.46E-20,5.94E-05
113.3556,99.53405,100.51209,99.72332,0.00119383,0.002974083,0.000879659,0.000298676,2.62E-08,2.21E-69,4.83E-23,0.000298702,6.94E-05,9.87E-08,3.95E-88,2.50E-27,6.95471E-05,6.23E-05,1.66E-07,3.27E-118,1.67E-20,6.24E-05
114.31052,99.53405,100.5086,99.72239,-0.00143469,0.003199235,0.001167644,0.00031494,2.88E-08,4.37E-69,5.87E-23,0.000314968,7.35E-05,1.07E-07,8.76E-88,3.09E-27,7.35674E-05,6.55E-05,1.78E-07,8.50E-118,1.92E-20,6.57E-05
115.26543,99.53679,100.50598,99.72109,-0.003319665,0.000685936,-0.001089089,0.000332088,3.17E-08,8.65E-69,7.14E-23,0.00033212,7.77E-05,1.16E-07,1.94E-87,3.82E-27,7.782E-05,6.89E-05,1.90E-07,2.21E-117,2.20E-20,6.91E-05
116.22035,99.54039,100.50729,99.72447,-0.003827566,-0.00137185,-0.00178549,0.00035017,3.48E-08,1.71E-68,8.67E-23,0.000350205,8.22E-05,1.25E-07,4.30E-87,4.72E-27,8.23185E-05,7.24E-05,2.04E-07,5.74E-117,2.52E-20,7.26E-05
117.17526,99.5441,100.5086,99.7245,-0.000319419,-0.000900606,0.000863947,0.000369236,3.83E-08,3.38E-68,1.05E-22,0.000369274,8.69E-05,1.36E-07,9.53E-87,5.84E-27,8.70771E-05,7.62E-05,2.18E-07,1.49E-116,2.89E-20,7.64E-05
118.13018,99.541,100.50901,99.72282,0.003110224,0.006424691,0.001104807,0.000389339,4.22E-08,6.69E-68,1.28E-22,0.000389381,9.20E-05,1.47E-07,2.11E-86,7.22E-27,9.21108E-05,8.01E-05,2.34E-07,3.88E-116,3.31E-20,8.03E-05
119.08509,99.53816,100.49633,99.72239,0.002209625,0.007309582,-0.000644031,0.000410536,4.64E-08,1.32E-67,1.56E-22,0.000410582,9.73E-05,1.59E-07,4.68E-86,8.92E-27,9.74355E-05,8.42E-05,2.50E-07,1.01E-115,3.79E-20,8.45E-05
