temperature;rate_3;rate_5;rate_10;rate_3_diff;rate_5_diff;rate_10_diff;rate_3_diff_reaction_0;rate_3_diff_reaction_1;rate_3_diff_reaction_2;rate_3_diff_reaction_3;rate_3_diff_reaction_4;rate_3_diff_reaction_5;rate_3_diff_reaction_6;rate_3_diff_reaction_7;rate_3_diff_cumulative;rate_5_diff_reaction_0;rate_5_diff_reaction_1;rate_5_diff_reaction_2;rate_5_diff_reaction_3;rate_5_diff_reaction_4;rate_5_diff_reaction_5;rate_5_diff_reaction_6;rate_5_diff_reaction_7;rate_5_diff_cumulative;rate_10_diff_reaction_0;rate_10_diff_reaction_1;rate_10_diff_reaction_2;rate_10_diff_reaction_3;rate_10_diff_reaction_4;rate_10_diff_reaction_5;rate_10_diff_reaction_6;rate_10_diff_reaction_7;rate_10_diff_cumulative
29.476;100;100;100;0;0;0;3.18E-06;4.98E-12;5.72E-13;2.17E-14;9.51E-11;3.21E-135;1.82E-36;3.39E-38;3.26E-06;3.48E-07;8.93E-12;7.72E-16;5.06E-13;3.07E-10;5.23E-183;2.02E-39;3.97E-33;1.74E-04;4.12E-07;9.06E-13;1.67E-13;1.75E-11;2.45E-18;2.18E-133;1.64E-42;8.68E-44;7.44E-06
30.43091;100;100;99.33375;0.469683324;-0.314214803;-0.011330792;3.38E-06;5.61E-12;6.44E-13;2.44E-14;1.03E-10;8.34E-135;2.31E-36;4.30E-38;3.49E-06;3.75E-07;9.93E-12;8.85E-16;5.56E-13;3.29E-10;1.73E-182;2.57E-39;4.81E-33;1.92E-04;4.41E-07;1.01E-12;1.86E-13;1.89E-11;2.76E-18;4.84E-133;2.08E-42;1.10E-43;8.50E-06
31.38583;99.55149;100.30005;99.34457;0.012200103;-0.01897561;-0.013414877;3.61E-06;6.32E-12;7.26E-13;2.75E-14;1.11E-10;2.17E-134;2.93E-36;5.46E-38;3.74E-06;4.04E-07;1.10E-11;1.01E-15;6.12E-13;3.52E-10;5.69E-182;3.26E-39;5.82E-33;2.11E-04;4.72E-07;1.12E-12;2.07E-13;2.05E-11;3.11E-18;1.07E-132;2.65E-42;1.40E-43;9.71E-06
32.34074;99.53984;100.31817;99.35738;0.005602564;0.003539564;0.003989863;3.84E-06;7.12E-12;8.18E-13;3.10E-14;1.21E-10;5.63E-134;3.73E-36;6.93E-38;4.01E-06;4.34E-07;1.23E-11;1.16E-15;6.73E-13;3.77E-10;1.88E-181;4.14E-39;7.04E-33;2.32E-04;5.05E-07;1.25E-12;2.30E-13;2.22E-11;3.51E-18;2.38E-132;3.36E-42;1.78E-43;1.11E-05
33.29566;99.53449;100.31479;99.35357;0.008576725;-0.001487051;-0.001120524;4.10E-06;8.02E-12;9.22E-13;3.49E-14;1.31E-10;1.46E-133;4.73E-36;8.80E-38;4.31E-06;4.68E-07;1.37E-11;1.33E-15;7.41E-13;4.04E-10;6.20E-181;5.26E-39;8.52E-33;2.55E-04;5.41E-07;1.38E-12;2.56E-13;2.40E-11;3.95E-18;5.27E-132;4.26E-42;2.25E-43;1.27E-05
34.25057;99.5263;100.31621;99.35464;0.002356218;-0.00845097;-0.004021279;4.37E-06;9.04E-12;1.04E-12;3.93E-14;1.42E-10;3.80E-133;6.01E-36;1.12E-37;4.64E-06;5.03E-07;1.52E-11;1.53E-15;8.15E-13;4.32E-10;2.04E-180;6.67E-39;1.03E-32;2.81E-04;5.79E-07;1.54E-12;2.84E-13;2.60E-11;4.45E-18;1.17E-131;5.41E-42;2.86E-43;1.45E-05
35.20549;99.52405;100.32428;99.35848;0.001917938;-0.005210227;-0.003653595;4.65E-06;1.02E-11;1.17E-12;4.43E-14;1.53E-10;9.88E-133;7.63E-36;1.42E-37;5.00E-06;5.42E-07;1.69E-11;1.75E-15;8.97E-13;4.63E-10;6.74E-180;8.47E-39;1.25E-32;3.09E-04;6.20E-07;1.71E-12;3.16E-13;2.81E-11;5.02E-18;2.59E-131;6.87E-42;3.63E-43;1.66E-05
36.1604;99.52423;100.3224;99.36489;-0.034678706;0.020208444;-0.002060954;4.96E-06;1.15E-11;1.32E-12;4.99E-14;1.66E-10;2.57E-132;9.68E-36;1.80E-37;5.40E-06;5.83E-07;1.88E-11;2.01E-15;9.87E-13;4.95E-10;2.23E-179;1.08E-38;1.51E-32;3.39E-04;6.63E-07;1.90E-12;3.51E-13;3.05E-11;5.66E-18;5.73E-131;8.73E-42;4.61E-43;1.89E-05
37.11532;99.52654;100.32565;99.37652;0.00036489;-0.002974687;-0.002318647;5.29E-06;1.29E-11;1.49E-12;5.63E-14;1.80E-10;6.67E-132;1.23E-35;2.29E-37;5.84E-06;6.27E-07;2.09E-11;2.30E-15;1.09E-12;5.30E-10;7.34E-179;1.37E-38;1.83E-32;3.73E-04;7.10E-07;2.12E-12;3.91E-13;3.30E-11;6.37E-18;1.27E-130;1.11E-41;5.86E-43;2.16E-05
38.07023;99.53074;100.33722;99.37138;0.000814095;-0.003941506;-0.003161549;5.63E-06;1.46E-11;1.67E-12;6.34E-14;1.95E-10;1.73E-131;1.56E-35;2.90E-37;6.34E-06;6.75E-07;2.32E-11;2.64E-15;1.19E-12;5.68E-10;2.42E-178;1.73E-38;2.21E-32;4.10E-04;7.60E-07;2.35E-12;4.34E-13;3.57E-11;7.18E-18;2.82E-130;1.41E-41;7.44E-43;2.47E-05
39.02515;99.52686;100.3379;99.37449;0.000669746;-0.003896326;-0.001692743;6.00E-06;1.64E-11;1.89E-12;7.14E-14;2.11E-10;4.50E-131;1.98E-35;3.69E-37;6.90E-06;7.26E-07;2.58E-11;3.02E-15;1.31E-12;6.08E-10;7.99E-178;2.20E-38;2.68E-32;4.51E-04;8.14E-07;2.62E-12;4.83E-13;3.87E-11;8.09E-18;6.24E-130;1.79E-41;9.45E-43;2.83E-05
39.98006;99.53321;100.35222;99.37492;0.001526566;-0.002820332;-0.000805765;6.40E-06;1.85E-11;2.13E-12;8.05E-14;2.28E-10;1.17E-130;2.52E-35;4.68E-37;7.54E-06;7.82E-07;2.87E-11;3.46E-15;1.45E-12;6.50E-10;2.64E-177;2.80E-38;3.24E-32;4.96E-04;8.72E-07;2.91E-12;5.37E-13;4.19E-11;9.12E-18;1.38E-129;2.27E-41;1.20E-42;3.24E-05
40.93498;99.51649;100.33929;99.37157;0.003131223;-0.002128935;0.000382492;6.82E-06;2.09E-11;2.39E-12;9.07E-14;2.47E-10;3.04E-130;3.19E-35;5.94E-37;8.27E-06;8.41E-07;3.19E-11;3.97E-15;1.59E-12;6.96E-10;8.70E-177;3.55E-38;3.93E-32;5.46E-04;9.33E-07;3.24E-12;5.97E-13;4.54E-11;1.03E-17;3.07E-129;2.88E-41;1.52E-42;3.70E-05
41.88989;99.51546;100.34245;99.37658;0.00333393;-0.001875473;0.000814032;7.27E-06;2.35E-11;2.70E-12;1.02E-13;2.67E-10;7.90E-130;4.06E-35;7.55E-37;9.11E-06;9.06E-07;3.55E-11;4.55E-15;1.75E-12;7.46E-10;2.87E-176;4.51E-38;4.75E-32;6.00E-04;9.99E-07;3.60E-12;6.64E-13;4.91E-11;1.16E-17;6.79E-129;3.66E-41;1.93E-42;4.24E-05
42.84481;99.51584;100.34805;99.37897;0.002621463;-0.001229775;-0.000635731;7.74E-06;2.65E-11;3.04E-12;1.15E-13;2.90E-10;2.05E-129;5.15E-35;9.58E-37;1.01E-05;9.75E-07;3.95E-11;5.21E-15;1.92E-12;7.98E-10;9.46E-176;5.72E-38;5.75E-32;6.60E-04;1.07E-06;4.00E-12;7.38E-13;5.32E-11;1.30E-17;1.51E-128;4.64E-41;2.45E-42;4.85E-05
43.79972;99.51547;100.3483;99.3766;0.002170214;-0.003471689;-1.09E-03;8.25E-06;2.98E-11;3.43E-12;1.30E-13;3.14E-10;5.33E-129;6.54E-35;1.22E-36;1.12E-05;1.05E-06;4.39E-11;5.97E-15;2.12E-12;8.55E-10;3.12E-175;7.26E-38;6.96E-32;7.25E-04;1.14E-06;4.45E-12;8.21E-13;5.76E-11;1.47E-17;3.34E-128;5.89E-41;3.12E-42;5.55E-05
44.75464;99.51485;100.35535;99.37547;0.001793737;-0.002827905;-0.001620182;8.80E-06;3.36E-11;3.86E-12;1.46E-13;3.40E-10;1.39E-128;8.30E-35;1.54E-36;1.26E-05;1.13E-06;4.88E-11;6.85E-15;2.33E-12;9.15E-10;1.03E-174;9.22E-38;8.43E-32;7.97E-04;1.23E-06;4.95E-12;9.13E-13;6.24E-11;1.66E-17;7.39E-128;7.48E-41;3.96E-42;6.35E-05
45.70955;99.51065;100.35104;99.37729;-0.000856583;-0.00426355;-0.001743578;9.37E-06;3.79E-11;4.35E-12;1.65E-13;3.68E-10;3.60E-128;1.05E-34;1.96E-36;1.42E-05;1.21E-06;5.42E-11;7.85E-15;2.56E-12;9.79E-10;3.40E-174;1.17E-37;1.02E-31;8.77E-04;1.31E-06;5.50E-12;1.01E-12;6.75E-11;1.87E-17;1.64E-127;9.50E-41;5.02E-42;7.27E-05
46.66447;99.50573;100.35432;99.37587;0.000574426;-0.003128325;-0.001796747;9.99E-06;4.27E-11;4.90E-12;1.86E-13;3.98E-10;9.36E-128;1.34E-34;2.49E-36;1.61E-05;1.31E-06;6.03E-11;9.00E-15;2.82E-12;1.05E-09;1.12E-173;1.49E-37;1.24E-31;9.63E-04;1.40E-06;6.12E-12;1.13E-12;7.31E-11;2.10E-17;3.63E-127;1.21E-40;6.38E-42;8.32E-05
47.61938;99.5113;100.36596;99.37996;0.001286605;-0.002579019;-0.002062579;1.06E-05;4.81E-11;5.52E-12;2.09E-13;4.31E-10;2.43E-127;1.70E-34;3.16E-36;1.84E-05;1.41E-06;6.71E-11;1.03E-14;3.10E-12;1.12E-09;3.70E-173;1.89E-37;1.50E-31;1.06E-03;1.50E-06;6.80E-12;1.25E-12;7.92E-11;2.37E-17;8.05E-127;1.53E-40;8.10E-42;9.52E-05
48.5743;99.51101;100.36617;99.38573;0.001604652;-0.001673799;-0.002013364;1.13E-05;5.42E-11;6.22E-12;2.36E-13;4.67E-10;6.32E-127;2.16E-34;4.01E-36;2.11E-05;1.51E-06;7.46E-11;1.18E-14;3.41E-12;1.20E-09;1.22E-172;2.40E-37;1.81E-31;1.16E-03;1.61E-06;7.56E-12;1.40E-12;8.58E-11;2.67E-17;1.78E-126;1.94E-40;1.03E-41;1.09E-04
49.52921;99.50628;100.37251;99.39014;0.001642953;-0.001161181;-0.001680376;1.21E-05;6.11E-11;7.01E-12;2.66E-13;5.06E-10;1.64E-126;2.74E-34;5.09E-36;2.45E-05;1.63E-06;8.29E-11;1.35E-14;3.76E-12;1.29E-09;4.03E-172;3.04E-37;2.19E-31;1.28E-03;1.72E-06;8.41E-12;1.55E-12;9.29E-11;3.01E-17;3.95E-126;2.47E-40;1.31E-41;1.25E-04
50.48413;99.50974;100.36397;99.38686;0.001137359;-0.001983647;-0.000773985;1.29E-05;6.88E-11;7.90E-12;2.99E-13;5.47E-10;4.27E-126;3.48E-34;6.47E-36;2.87E-05;1.75E-06;9.22E-11;1.55E-14;4.13E-12;1.38E-09;1.33E-171;3.86E-37;2.65E-31;1.40E-03;1.85E-06;9.35E-12;1.73E-12;1.01E-10;3.39E-17;8.76E-126;3.13E-40;1.66E-41;1.43E-04
51.43904;99.50937;100.36621;99.38775;0.001130559;7.43913E-05;-0.000166383;1.37E-05;7.75E-11;8.90E-12;3.37E-13;5.93E-10;1.11E-125;4.41E-34;8.21E-36;3.38E-05;1.89E-06;1.03E-10;1.78E-14;4.55E-12;1.47E-09;4.38E-171;4.91E-37;3.21E-31;1.54E-03;1.98E-06;1.04E-11;1.92E-12;1.09E-10;3.82E-17;1.94E-125;3.98E-40;2.10E-41;1.63E-04
52.39396;99.50125;100.3707;99.39022;0.002753151;0.001954705;0.000732905;1.46E-05;8.73E-11;1.00E-11;3.80E-13;6.42E-10;2.88E-125;5.60E-34;1.04E-35;4.01E-05;2.03E-06;1.14E-10;2.04E-14;5.00E-12;1.58E-09;1.45E-170;6.23E-37;3.88E-31;1.69E-03;2.12E-06;1.16E-11;2.13E-12;1.18E-10;4.30E-17;4.30E-125;5.05E-40;2.67E-41;1.87E-04
53.34887;99.49718;100.36652;99.38596;0.002279338;0.000226214;0.001072693;1.56E-05;9.84E-11;1.13E-11;4.28E-13;6.95E-10;7.48E-125;7.12E-34;1.32E-35;4.79E-05;2.19E-06;1.27E-10;2.34E-14;5.50E-12;1.69E-09;4.77E-170;7.91E-37;4.70E-31;1.86E-03;2.26E-06;1.29E-11;2.37E-12;1.28E-10;4.85E-17;9.53E-125;6.41E-40;3.39E-41;2.14E-04
54.30379;99.49736;100.365;99.38569;0.002677785;-0.000588417;-0.000840701;1.66E-05;1.11E-10;1.27E-11;4.82E-13;7.53E-10;1.94E-124;9.03E-34;1.68E-35;5.76E-05;2.35E-06;1.41E-10;2.68E-14;6.05E-12;1.81E-09;1.57E-169;1.00E-36;5.69E-31;2.04E-03;2.42E-06;1.43E-11;2.64E-12;1.38E-10;5.46E-17;2.11E-124;8.14E-40;4.31E-41;2.45E-04
55.2587;99.49801;100.37106;99.38756;0.003481796;-1.25E-03;-0.002553803;1.77E-05;1.25E-10;1.43E-11;5.44E-13;8.15E-10;5.05E-124;1.15E-33;2.13E-35;6.98E-05;2.53E-06;1.57E-10;3.07E-14;6.66E-12;1.94E-09;5.19E-169;1.27E-36;6.89E-31;2.24E-03;2.60E-06;1.59E-11;2.93E-12;1.50E-10;6.16E-17;4.68E-124;1.03E-39;5.47E-41;2.80E-04
56.21362;99.49801;100.37017;99.38604;0.002920182;-0.000215818;-0.001603844;1.89E-05;1.41E-10;1.62E-11;6.12E-13;8.82E-10;1.31E-123;1.46E-33;2.71E-35;8.50E-05;2.73E-06;1.74E-10;3.52E-14;7.33E-12;2.07E-09;1.71E-168;1.62E-36;8.34E-31;2.46E-03;2.78E-06;1.77E-11;3.26E-12;1.62E-10;6.94E-17;1.04E-123;1.31E-39;6.94E-41;3.21E-04
57.16853;99.49345;100.36281;99.38803;0.002414153;0.000612282;-0.000996097;2.01E-05;1.59E-10;1.82E-11;6.90E-13;9.55E-10;3.41E-123;1.85E-33;3.44E-35;1.04E-04;2.93E-06;1.94E-10;4.03E-14;8.06E-12;2.22E-09;5.65E-168;2.05E-36;1.01E-30;2.70E-03;2.98E-06;1.96E-11;3.63E-12;1.76E-10;7.81E-17;2.30E-123;1.67E-39;8.81E-41;3.67E-04
58.12345;99.48504;100.3647;99.39148;0.002989454;0.000177659;-0.001031174;2.14E-05;1.79E-10;2.05E-11;7.78E-13;1.03E-09;8.87E-123;2.35E-33;4.37E-35;1.28E-04;3.16E-06;2.15E-10;4.62E-14;8.87E-12;2.38E-09;1.86E-167;2.61E-36;1.22E-30;2.96E-03;3.19E-06;2.18E-11;4.03E-12;1.90E-10;8.81E-17;5.10E-123;2.12E-39;1.12E-40;4.20E-04
59.07836;99.48504;100.3756;99.39513;0.003316731;0.000835868;-0.000413535;2.29E-05;2.01E-10;2.31E-11;8.76E-13;1.12E-09;2.30E-122;2.98E-33;5.55E-35;1.58E-04;3.40E-06;2.40E-10;5.30E-14;9.76E-12;2.55E-09;6.15E-167;3.31E-36;1.48E-30;3.25E-03;3.41E-06;2.43E-11;4.48E-12;2.06E-10;9.92E-17;1.13E-122;2.69E-39;1.42E-40;4.80E-04
60.03328;99.47985;100.37283;99.40299;0.003292417;0.000223728;0.000329621;2.44E-05;2.27E-10;2.61E-11;9.87E-13;1.21E-09;5.99E-122;3.78E-33;7.04E-35;1.96E-04;3.66E-06;2.66E-10;6.07E-14;1.07E-11;2.72E-09;2.03E-166;4.21E-36;1.79E-30;3.56E-03;3.65E-06;2.70E-11;4.98E-12;2.23E-10;1.12E-16;2.50E-122;3.41E-39;1.80E-40;5.49E-04
60.98819;99.47887;100.3657;99.39648;0.003006009;-0.001225013;0.000298642;2.60E-05;2.56E-10;2.94E-11;1.11E-12;1.31E-09;1.56E-121;4.80E-33;8.94E-35;2.44E-04;3.93E-06;2.96E-10;6.96E-14;1.18E-11;2.92E-09;6.69E-166;5.34E-36;2.17E-30;3.90E-03;3.91E-06;3.00E-11;5.54E-12;2.41E-10;1.26E-16;5.55E-122;4.33E-39;2.29E-40;6.27E-04
61.94311;99.47758;100.36577;99.38666;0.002198045;-0.001279863;0.000896649;2.77E-05;2.88E-10;3.31E-11;1.25E-12;1.42E-09;4.04E-121;6.10E-33;1.13E-34;3.04E-04;4.23E-06;3.29E-10;7.98E-14;1.30E-11;3.12E-09;2.21E-165;6.78E-36;2.62E-30;4.28E-03;4.18E-06;3.34E-11;6.16E-12;2.61E-10;1.42E-16;1.23E-121;5.50E-39;2.91E-40;7.17E-04
62.89802;99.47531;100.36319;99.38736;0.00176247;-0.000332753;0.000963579;2.95E-05;3.25E-10;3.73E-11;1.41E-12;1.54E-09;1.05E-120;7.74E-33;1.44E-34;3.81E-04;4.56E-06;3.66E-10;9.15E-14;1.43E-11;3.34E-09;7.28E-165;8.61E-36;3.18E-30;4.68E-03;4.48E-06;3.71E-11;6.85E-12;2.83E-10;1.60E-16;2.72E-121;6.98E-39;3.69E-40;8.19E-04
63.85294;99.47304;100.36859;99.38977;0.001885422;-0.000294008;0.000613456;3.14E-05;3.66E-10;4.20E-11;1.59E-12;1.67E-09;2.73E-120;9.83E-33;1.83E-34;4.77E-04;4.90E-06;4.07E-10;1.05E-13;1.57E-11;3.58E-09;2.40E-164;1.09E-35;3.84E-30;5.12E-03;4.80E-06;4.13E-11;7.62E-12;3.06E-10;1.80E-16;6.04E-121;8.86E-39;4.69E-40;9.36E-04
64.80785;99.47077;100.37182;99.39118;0.00158005;-0.002191231;7.36616E-05;3.35E-05;4.12E-10;4.73E-11;1.79E-12;1.81E-09;7.09E-120;1.25E-32;2.32E-34;5.99E-04;5.28E-06;4.53E-10;1.20E-13;1.73E-11;3.83E-09;7.93E-164;1.39E-35;4.65E-30;5.61E-03;5.13E-06;4.59E-11;8.47E-12;3.32E-10;2.03E-16;1.34E-120;1.13E-38;5.95E-40;1.07E-03
65.76277;99.46752;100.37862;99.39042;0.002156749;-0.003774292;-0.000876077;3.57E-05;4.64E-10;5.33E-11;2.02E-12;1.96E-09;1.84E-119;1.59E-32;2.95E-34;7.53E-04;5.68E-06;5.03E-10;1.38E-13;1.90E-11;4.10E-09;2.62E-163;1.76E-35;5.63E-30;6.13E-03;5.50E-06;5.11E-11;9.42E-12;3.59E-10;2.29E-16;2.96E-120;1.43E-38;7.55E-40;1.22E-03
66.71768;99.46592;100.37635;99.39318;0.001697002;-0.00200706;-0.000534227;3.80E-05;5.23E-10;6.01E-11;2.28E-12;2.12E-09;4.79E-119;2.01E-32;3.74E-34;9.49E-04;6.11E-06;5.60E-10;1.58E-13;2.10E-11;4.39E-09;8.63E-163;2.24E-35;6.82E-30;6.70E-03;5.88E-06;5.68E-11;1.05E-11;3.89E-10;2.58E-16;6.57E-120;1.81E-38;9.59E-40;1.39E-03
67.6726;99.46613;100.37369;99.39258;0.001457824;-0.000677387;0.000468677;4.05E-05;5.90E-10;6.77E-11;2.57E-12;2.29E-09;1.24E-118;2.55E-32;4.75E-34;1.20E-03;6.58E-06;6.22E-10;1.81E-13;2.30E-11;4.70E-09;2.85E-162;2.84E-35;8.25E-30;7.31E-03;6.30E-06;6.31E-11;1.16E-11;4.21E-10;2.91E-16;1.46E-119;2.30E-38;1.22E-39;1.58E-03
68.62751;99.46526;100.37671;99.39298;0.000928291;5.52958E-05;0.000495408;4.32E-05;6.64E-10;7.63E-11;2.89E-12;2.48E-09;3.23E-118;3.24E-32;6.04E-34;1.51E-03;7.08E-06;6.92E-10;2.07E-13;2.54E-11;5.03E-09;9.39E-162;3.60E-35;9.99E-30;7.98E-03;6.74E-06;7.02E-11;1.30E-11;4.56E-10;3.27E-16;3.23E-119;2.92E-38;1.55E-39;1.81E-03
69.58243;99.46399;100.37938;99.39186;0.001681619;-0.000494822;0.000177655;4.60E-05;7.49E-10;8.60E-11;3.26E-12;2.69E-09;8.40E-118;4.12E-32;7.66E-34;1.90E-03;7.62E-06;7.70E-10;2.38E-13;2.79E-11;5.39E-09;3.10E-161;4.58E-35;1.21E-29;8.70E-03;7.22E-06;7.80E-11;1.44E-11;4.94E-10;3.69E-16;7.15E-119;3.71E-38;1.96E-39;2.05E-03
70.53734;99.45972;100.3824;99.38908;0.00217403;-0.000198673;0.000671239;4.91E-05;8.44E-10;9.69E-11;3.67E-12;2.91E-09;2.18E-117;5.23E-32;9.73E-34;2.40E-03;8.20E-06;8.56E-10;2.72E-13;3.07E-11;5.77E-09;1.02E-160;5.81E-35;1.46E-29;9.48E-03;7.73E-06;8.68E-11;1.60E-11;5.35E-10;4.16E-16;1.58E-118;4.71E-38;2.49E-39;2.34E-03
71.49226;99.4581;100.38363;99.38561;0.003132626;-0.000163297;0.001439517;5.23E-05;9.51E-10;1.09E-10;4.14E-12;3.15E-09;5.67E-117;6.64E-32;1.24E-33;3.03E-03;8.83E-06;9.52E-10;3.12E-13;3.38E-11;6.18E-09;3.37E-160;7.38E-35;1.77E-29;1.03E-02;8.28E-06;9.65E-11;1.78E-11;5.79E-10;4.68E-16;3.51E-118;5.98E-38;3.16E-39;2.65E-03
72.44717;99.45909;100.37181;99.38818;0.003856081;0.000351449;0.001412054;5.57E-05;1.07E-09;1.23E-10;4.66E-12;3.41E-09;1.47E-116;8.43E-32;1.57E-33;3.82E-03;9.50E-06;1.06E-09;3.58E-13;3.72E-11;6.61E-09;1.11E-159;9.37E-35;2.14E-29;1.12E-02;8.86E-06;1.07E-10;1.98E-11;6.27E-10;5.28E-16;7.78E-118;7.60E-38;4.02E-39;3.01E-03
73.40209;99.45521;100.37501;99.39045;0.004000491;0.001202255;0.001550318;5.94E-05;1.21E-09;1.39E-10;5.25E-12;3.70E-09;3.83E-116;1.07E-31;1.99E-33;4.82E-03;1.02E-05;1.18E-09;4.10E-13;4.09E-11;7.08E-09;3.67E-159;1.19E-34;2.59E-29;1.22E-02;9.49E-06;1.19E-10;2.20E-11;6.79E-10;5.95E-16;1.72E-117;9.65E-38;5.10E-39;3.41E-03
74.357;99.45195;100.38215;99.38979;0.003575677;0.000997566;0.000873583;6.33E-05;1.36E-09;1.56E-10;5.92E-12;4.00E-09;9.95E-116;1.36E-31;2.53E-33;6.08E-03;1.10E-05;1.31E-09;4.70E-13;4.50E-11;7.58E-09;1.21E-158;1.51E-34;3.14E-29;1.32E-02;1.02E-05;1.33E-10;2.45E-11;7.35E-10;6.70E-16;3.82E-117;1.22E-37;6.48E-39;3.85E-03
75.31192;99.44223;100.38164;99.38701;0.003788851;0.000124568;-6.42245E-05;6.74E-05;1.53E-09;1.76E-10;6.67E-12;4.33E-09;2.59E-115;1.73E-31;3.21E-33;7.65E-03;1.18E-05;1.45E-09;5.39E-13;4.95E-11;8.11E-09;3.99E-158;1.92E-34;3.80E-29;1.43E-02;1.09E-05;1.48E-10;2.72E-11;7.96E-10;7.55E-16;8.47E-117;1.55E-37;8.22E-39;4.35E-03
76.26683;99.44028;100.37561;99.38129;0.003540456;-0.000704127;-0.000346161;7.19E-05;1.73E-09;1.98E-10;7.51E-12;4.69E-09;6.72E-115;2.19E-31;4.08E-33;9.62E-03;1.27E-05;1.62E-09;6.17E-13;5.44E-11;8.69E-09;1.32E-157;2.43E-34;4.60E-29;1.55E-02;1.16E-05;1.64E-10;3.03E-11;8.62E-10;8.51E-16;1.88E-116;1.97E-37;1.04E-38;4.90E-03
77.22175;99.43606;100.37333;99.38109;0.003878708;-0.001513634;-8.48017E-05;7.66E-05;1.95E-09;2.23E-10;8.46E-12;5.08E-09;1.75E-114;2.78E-31;5.17E-33;1.21E-02;1.37E-05;1.80E-09;7.08E-13;5.99E-11;9.30E-09;4.35E-157;3.09E-34;5.57E-29;1.67E-02;1.25E-05;1.82E-10;3.37E-11;9.33E-10;9.58E-16;4.16E-116;2.51E-37;1.33E-38;5.51E-03
78.17666;99.43413;100.37645;99.38283;0.004571478;-0.000158841;0.000354734;8.16E-05;2.19E-09;2.52E-10;9.54E-12;5.50E-09;4.54E-114;3.53E-31;6.57E-33;1.51E-02;1.48E-05;2.00E-09;8.11E-13;6.59E-11;9.96E-09;1.43E-156;3.92E-34;6.74E-29;1.80E-02;1.33E-05;2.03E-10;3.74E-11;1.01E-09;1.08E-15;9.22E-116;3.18E-37;1.68E-38;6.18E-03
79.13158;99.43283;100.37785;99.38491;3.53E-03;-0.000399624;0.000235588;8.70E-05;2.47E-09;2.84E-10;1.07E-11;5.96E-09;1.18E-113;4.48E-31;8.34E-33;1.88E-02;1.59E-05;2.22E-09;9.30E-13;7.25E-11;1.07E-08;4.73E-156;4.98E-34;8.16E-29;1.94E-02;1.43E-05;2.26E-10;4.16E-11;1.09E-09;1.22E-15;2.04E-115;4.04E-37;2.14E-38;6.92E-03
80.08649;99.43088;100.38127;99.38894;0.003600142;-0.001177933;0.000127133;9.27E-05;2.78E-09;3.20E-10;1.21E-11;6.45E-09;3.06E-113;5.69E-31;1.06E-32;2.34E-02;1.71E-05;2.47E-09;1.07E-12;7.98E-11;1.14E-08;1.56E-155;6.32E-34;9.88E-29;2.09E-02;1.53E-05;2.51E-10;4.63E-11;1.19E-09;1.37E-15;4.53E-115;5.13E-37;2.71E-38;7.72E-03
81.04141;99.42386;100.3835;99.38975;0.004413674;-0.001510259;0.000230533;9.88E-05;3.14E-09;3.60E-10;1.36E-11;6.99E-09;7.96E-113;7.23E-31;1.34E-32;2.90E-02;1.84E-05;2.75E-09;1.22E-12;8.78E-11;1.22E-08;5.15E-155;8.03E-34;1.20E-28;2.24E-02;1.64E-05;2.79E-10;5.15E-11;1.28E-09;1.54E-15;1.00E-114;6.51E-37;3.44E-38;8.58E-03
81.99632;99.42209;100.38164;99.38602;4.23E-03;-0.000878921;0.001387159;1.05E-04;3.53E-09;4.06E-10;1.54E-11;7.56E-09;2.07E-112;9.17E-31;1.71E-32;3.56E-02;1.98E-05;3.06E-09;1.40E-12;9.65E-11;1.31E-08;1.70E-154;1.02E-33;1.45E-28;2.39E-02;1.75E-05;3.10E-10;5.72E-11;1.39E-09;1.74E-15;2.22E-114;8.27E-37;4.37E-38;9.51E-03
82.95124;99.41207;100.38164;99.38214;0.004091828;0.00054529;0.002279052;1.12E-04;3.98E-09;4.57E-10;1.73E-11;8.19E-09;5.37E-112;1.16E-30;2.17E-32;4.34E-02;2.13E-05;3.40E-09;1.60E-12;1.06E-10;1.40E-08;5.61E-154;1.29E-33;1.75E-28;2.56E-02;1.88E-05;3.45E-10;6.36E-11;1.50E-09;1.96E-15;4.93E-114;1.05E-36;5.55E-38;1.05E-02
83.90615;99.40689;100.38168;99.37689;0.003172996;0.001092621;0.002196664;1.20E-04;4.49E-09;5.15E-10;1.95E-11;8.87E-09;1.40E-111;1.48E-30;2.75E-32;5.25E-02;2.29E-05;3.78E-09;1.84E-12;1.17E-10;1.50E-08;1.85E-153;1.64E-33;2.12E-28;2.72E-02;2.01E-05;3.83E-10;7.07E-11;1.63E-09;2.21E-15;1.09E-113;1.33E-36;7.05E-38;1.15E-02
84.86107;99.41308;100.38197;99.37831;0.002381507;0.001871002;0.001581591;1.27E-04;5.06E-09;5.81E-10;2.20E-11;9.60E-09;3.63E-111;1.88E-30;3.49E-32;6.30E-02;2.47E-05;4.20E-09;2.11E-12;1.29E-10;1.61E-08;6.10E-153;2.09E-33;2.57E-28;2.89E-02;2.15E-05;4.26E-10;7.87E-11;1.76E-09;2.49E-15;2.42E-113;1.69E-36;8.95E-38;1.26E-02
