conversion,OFW,KAS,Starink
0.40001000000000003,138423.81089007726,156540.99419139768,154865.30593848784
0.41001000000000004,138593.46100837743,156721.94341208594,155044.72074884386
0.42001,138785.58511930465,156926.50221680856,155247.55907733762
0.43001,138991.07671957285,157145.1043064903,155464.33000256962
0.44001,139196.99609127524,157364.1563785584,155681.54734021545
0.45001,139400.39407301595,157580.55483258064,155896.13216455336
0.46001000000000003,139604.43780002484,157797.6382167278,156111.39626059902
0.47001000000000004,139809.79996264062,158016.1113063898,156328.03892516086
0.48001,140015.57044660786,158235.0138921519,156545.1076794236
0.49001,140223.615335615,158456.30637400303,156764.54747258482
0.50001,140435.63892204428,158681.77921268175,156988.13465279172
0.51001,140651.67162008656,158911.47089379473,157215.90714267443
0.52001,140888.0314269587,159162.58287896353,157464.92849826475
0.53001,141126.8116760745,159416.24665516397,157716.48117488777
0.54001,141366.16134277248,159670.50937663787,157968.62804650387
0.55001,141606.08218700407,159925.37289458807,158221.37094963682
0.56001,141846.4620981313,160180.7194308916,158474.59303446912
0.57001,142069.92108744115,160418.31563301885,158710.20365779547
0.5800099999999999,142339.282493794,160704.26427988804,158993.7804722539
0.5900099999999999,142609.3741840429,160990.98107662104,159278.1193444651
0.6000099999999999,142880.19871604495,161278.46871367024,159563.22294354596
0.6100099999999999,143151.75865679383,161566.72989109802,159849.09394814674
0.62001,143424.05658242028,161855.7673185768,160135.73504645022
0.63001,143735.138056484,162185.69214167751,160462.935580781
0.64001,144038.6684318429,162507.77517974033,160782.35252000255
0.65001,144337.0754866301,162824.47670003184,161096.43032590044
0.66001,144636.36527516204,163142.10671869075,161411.42926658993
0.67001,144936.54112523247,163460.66873596903,161727.352814564
0.68001,145278.21602991718,163823.00505352765,162086.6985931799
0.69001,145676.4683635327,164244.8897831101,162505.11902829682
0.70001,146069.4257039725,164661.25176819824,162918.05866179938
0.7100099999999999,146390.30540641674,165001.88690646176,163255.86853343807
0.7200099999999999,146735.68888368868,165368.36707462688,163619.3156546304
0.7300099999999999,147115.1800162396,165770.82255772498,164018.4488397813
0.74001,147570.8440208391,166253.43974560636,164497.1064208126
0.75001,148057.99880050984,166769.19612526463,165008.63975176532
0.76001,148517.41104024558,167255.915242419,165491.36040604758
0.77001,148920.65666567275,167683.80727631893,165915.71053349006
0.78001,149366.01040057212,168156.01170369578,166384.02078690863
0.79001,149914.5673738095,168736.82443365618,166960.07584464247
0.80001,150535.511394259,169393.98053057672,167611.86074288117
0.81001,151126.0019122068,170019.2192598326,168231.97683522332
0.82001,151615.95443265536,170538.95339863026,168747.4153027888
0.83001,152288.44093045275,171250.9461746128,169453.57730355303
0.8400099999999999,153004.56036832088,172008.9478228143,170205.3787799607
0.8500099999999999,153751.70953960167,172799.6014085063,170989.572707929
0.8600099999999999,154533.9597085209,173627.98564698338,171811.16591829198
0.87001,155308.55743323496,174448.38198180046,172624.8321421818
0.88001,156277.31251192963,175473.30815005917,173641.3939826974
0.89001,157358.14301945706,176616.67532823974,174775.43548945308
0.90001,158263.19600550496,177575.73195946272,175726.60512797255
0.91001,159703.1936506211,179097.96140040527,177236.46164008617
0.92001,160914.79879422646,180380.95813232244,178508.94299631985
0.93001,162638.38481724437,182203.46687678952,180316.61848693195
0.94001,164456.6553943818,184126.84142534883,182224.30935251093
0.95001,166712.63145635507,186512.36717125104,184590.41668262362
0.9600099999999999,169339.45932455873,189290.9460285438,187346.3419005751
0.9700099999999999,173026.47664063785,193188.73441728626,191212.43966034995
0.9800099999999999,178318.31608271305,198781.9729086919,196760.24675903245
0.99001,187554.78237634842,208543.26967438534,206442.30568433207
