T;DTG;Synthesis;Sublimation;Destruction;Undefined;Cumulative
74.60309;0;-4.11E-08;-4.81E-66;-1.75E-68;-1.54E-138;-4.11E-08
75.55801;0;-4.77E-08;-2.14E-65;-5.51E-68;-1.02E-137;-4.77E-08
76.51292;0;-5.54E-08;-9.49E-65;-1.72E-67;-6.65E-137;-5.54E-08
77.46784;0;-6.43E-08;-4.17E-64;-5.36E-67;-4.34E-136;-6.43E-08
78.42275;0;-7.45E-08;-1.82E-63;-1.66E-66;-2.81E-135;-7.45E-08
79.37767;0;-8.63E-08;-7.85E-63;-5.13E-66;-1.81E-134;-8.63E-08
80.33258;0;-9.99E-08;-3.37E-62;-1.58E-65;-1.16E-133;-9.99E-08
81.2875;0;-1.16E-07;-1.44E-61;-4.83E-65;-7.39E-133;-1.16E-07
82.24241;0;-1.34E-07;-6.07E-61;-1.47E-64;-4.68E-132;-1.34E-07
83.19733;0;-1.54E-07;-2.55E-60;-4.46E-64;-2.95E-131;-1.54E-07
84.15224;0;-1.78E-07;-1.06E-59;-1.35E-63;-1.85E-130;-1.78E-07
85.10716;0;-2.05E-07;-4.38E-59;-4.06E-63;-1.15E-129;-2.05E-07
86.06207;0;-2.36E-07;-1.80E-58;-1.22E-62;-7.12E-129;-2.36E-07
87.01699;0;-2.72E-07;-7.31E-58;-3.63E-62;-4.38E-128;-2.72E-07
87.9719;0;-3.13E-07;-2.95E-57;-1.08E-61;-2.68E-127;-3.13E-07
88.92682;0;-3.60E-07;-1.18E-56;-3.19E-61;-1.63E-126;-3.60E-07
89.88173;0;-4.13E-07;-4.70E-56;-9.38E-61;-9.89E-126;-4.13E-07
90.83665;0;-4.74E-07;-1.86E-55;-2.75E-60;-5.95E-125;-4.74E-07
91.79156;0;-5.44E-07;-7.28E-55;-8.03E-60;-3.56E-124;-5.44E-07
92.74648;0;-6.23E-07;-2.83E-54;-2.34E-59;-2.12E-123;-6.23E-07
93.70139;0;-7.14E-07;-1.09E-53;-6.76E-59;-1.25E-122;-7.14E-07
94.65631;0;-8.16E-07;-4.18E-53;-1.95E-58;-7.38E-122;-8.16E-07
95.61122;0;-9.33E-07;-1.59E-52;-5.59E-58;-4.32E-121;-9.33E-07
96.56614;0;-1.07E-06;-5.99E-52;-1.60E-57;-2.51E-120;-1.07E-06
97.52105;0;-1.22E-06;-2.24E-51;-4.55E-57;-1.45E-119;-1.22E-06
98.47597;0;-1.39E-06;-8.33E-51;-1.29E-56;-8.35E-119;-1.39E-06
99.43088;0;-1.58E-06;-3.07E-50;-3.64E-56;-4.78E-118;-1.58E-06
100.3858;0;-1.80E-06;-1.12E-49;-1.02E-55;-2.72E-117;-1.80E-06
101.34071;0;-2.05E-06;-4.08E-49;-2.86E-55;-1.54E-116;-2.05E-06
102.29563;0;-2.33E-06;-1.47E-48;-7.97E-55;-8.63E-116;-2.33E-06
103.25054;0;-2.65E-06;-5.25E-48;-2.21E-54;-4.83E-115;-2.65E-06
104.20546;0;-3.01E-06;-1.86E-47;-6.10E-54;-2.68E-114;-3.01E-06
105.16037;0;-3.41E-06;-6.57E-47;-1.68E-53;-1.48E-113;-3.41E-06
106.11529;0;-3.87E-06;-2.29E-46;-4.60E-53;-8.15E-113;-3.87E-06
107.0702;0;-4.38E-06;-7.96E-46;-1.25E-52;-4.45E-112;-4.38E-06
108.02512;0;-4.96E-06;-2.74E-45;-3.40E-52;-2.42E-111;-4.96E-06
108.98003;0;-5.60E-06;-9.36E-45;-9.20E-52;-1.31E-110;-5.60E-06
109.93495;0;-6.33E-06;-3.17E-44;-2.48E-51;-7.02E-110;-6.33E-06
110.88986;0;-7.15E-06;-1.07E-43;-6.64E-51;-3.75E-109;-7.15E-06
111.84478;0;-8.07E-06;-3.57E-43;-1.77E-50;-1.99E-108;-8.07E-06
112.79969;0;-9.09E-06;-1.18E-42;-4.71E-50;-1.05E-107;-9.09E-06
113.75461;0;-1.02E-05;-3.89E-42;-1.25E-49;-5.52E-107;-1.02E-05
114.70952;0;-1.15E-05;-1.27E-41;-3.28E-49;-2.88E-106;-1.15E-05
115.66444;0;-1.30E-05;-4.11E-41;-8.62E-49;-1.50E-105;-1.30E-05
116.61935;0;-1.46E-05;-1.32E-40;-2.25E-48;-7.73E-105;-1.46E-05
117.57427;0;-1.64E-05;-4.21E-40;-5.86E-48;-3.97E-104;-1.64E-05
118.52918;0;-1.84E-05;-1.33E-39;-1.52E-47;-2.03E-103;-1.84E-05
119.4841;0;-2.06E-05;-4.19E-39;-3.91E-47;-1.03E-102;-2.06E-05
120.43901;0;-2.31E-05;-1.31E-38;-1.01E-46;-5.19E-102;-2.31E-05
121.39393;0;-2.58E-05;-4.04E-38;-2.57E-46;-2.60E-101;-2.58E-05
122.34884;0;-2.89E-05;-1.24E-37;-6.55E-46;-1.30E-100;-2.89E-05
123.30376;0;-3.23E-05;-3.79E-37;-1.66E-45;-6.44E-100;-3.23E-05
124.25867;0;-3.61E-05;-1.15E-36;-4.19E-45;-3.18E-99;-3.61E-05
125.21359;0;-4.03E-05;-3.44E-36;-1.05E-44;-1.56E-98;-4.03E-05
126.1685;0;-4.49E-05;-1.02E-35;-2.64E-44;-7.60E-98;-4.49E-05
127.12342;0;-5.01E-05;-3.03E-35;-6.57E-44;-3.69E-97;-5.01E-05
128.07833;0;-5.57E-05;-8.88E-35;-1.63E-43;-1.78E-96;-5.57E-05
129.03325;0;-6.20E-05;-2.59E-34;-4.03E-43;-8.53E-96;-6.20E-05
129.98816;0;-6.89E-05;-7.47E-34;-9.92E-43;-4.07E-95;-6.89E-05
130.94308;0;-7.66E-05;-2.14E-33;-2.43E-42;-1.93E-94;-7.66E-05
131.89799;0;-8.50E-05;-6.10E-33;-5.93E-42;-9.09E-94;-8.50E-05
132.85291;0;-9.43E-05;-1.72E-32;-1.44E-41;-4.26E-93;-9.43E-05
133.80782;0;-1.05E-04;-4.83E-32;-3.49E-41;-1.98E-92;-1.05E-04
134.76274;0;-1.16E-04;-1.34E-31;-8.40E-41;-9.20E-92;-1.16E-04
135.71765;0;-1.28E-04;-3.71E-31;-2.01E-40;-4.24E-91;-1.28E-04
136.67257;0;-1.42E-04;-1.02E-30;-4.81E-40;-1.94E-90;-1.42E-04
137.62748;0;-1.56E-04;-2.76E-30;-1.14E-39;-8.85E-90;-1.56E-04
138.5824;0;-1.73E-04;-7.46E-30;-2.71E-39;-4.01E-89;-1.73E-04
139.53731;-4.19E-04;-1.91E-04;-2.00E-29;-6.39E-39;-1.80E-88;-1.91E-04
140.49223;-4.71E-04;-2.10E-04;-5.31E-29;-1.50E-38;-8.08E-88;-2.10E-04
141.44714;-5.24E-05;-2.31E-04;-1.40E-28;-3.50E-38;-3.60E-87;-2.31E-04
142.40206;-1.05E-04;-2.55E-04;-3.67E-28;-8.16E-38;-1.59E-86;-2.55E-04
143.35697;-4.61E-04;-2.80E-04;-9.53E-28;-1.89E-37;-7.02E-86;-2.80E-04
144.31189;-9.28E-04;-3.08E-04;-2.46E-27;-4.36E-37;-3.07E-85;-3.08E-04
145.2668;-8.48E-04;-3.38E-04;-6.28E-27;-1.00E-36;-1.34E-84;-3.38E-04
146.22172;-4.86E-04;-3.71E-04;-1.60E-26;-2.29E-36;-5.79E-84;-3.71E-04
147.17663;-5.24E-04;-4.07E-04;-4.02E-26;-5.23E-36;-2.49E-83;-4.07E-04
148.13155;-0.001150971;-4.45E-04;-1.01E-25;-1.19E-35;-1.07E-82;-4.45E-04
149.08646;-9.94E-04;-4.88E-04;-2.50E-25;-2.68E-35;-4.54E-82;-4.88E-04
150.04138;-0.001359167;-5.33E-04;-6.15E-25;-6.03E-35;-1.92E-81;-5.33E-04
150.99629;-0.002147432;-5.83E-04;-1.50E-24;-1.35E-34;-8.08E-81;-5.83E-04
151.95121;-0.001469158;-6.36E-04;-3.65E-24;-3.01E-34;-3.38E-80;-6.36E-04
152.90612;-0.001622359;-6.95E-04;-8.78E-24;-6.69E-34;-1.41E-79;-6.95E-04
153.86104;-0.002198499;-7.57E-04;-2.10E-23;-1.48E-33;-5.82E-79;-7.57E-04
154.81595;-0.001676044;-8.25E-04;-4.97E-23;-3.26E-33;-2.39E-78;-8.25E-04
155.77087;-0.001204657;-8.98E-04;-1.17E-22;-7.14E-33;-9.78E-78;-8.98E-04
156.72578;-0.001676044;-9.77E-04;-2.73E-22;-1.56E-32;-3.98E-77;-9.77E-04
157.6807;-0.001361786;-0.001062539;-6.34E-22;-3.39E-32;-1.61E-76;-0.001062539
158.63561;-9.41E-04;-0.001154137;-1.46E-21;-7.33E-32;-6.47E-76;-0.001154137
159.59053;-0.001465229;-0.001252663;-3.33E-21;-1.58E-31;-2.59E-75;-0.001252663
160.54544;-0.001257033;-0.001358544;-7.54E-21;-3.39E-31;-1.03E-74;-0.001358544
161.50036;-0.001496655;-0.001472236;-1.69E-20;-7.25E-31;-4.06E-74;-0.001472236
162.45527;-0.001833174;-0.001594204;-3.78E-20;-1.54E-30;-1.60E-73;-0.001594204
163.41019;-0.001339526;-0.00172494;-8.37E-20;-3.27E-30;-6.24E-73;-0.00172494
164.3651;-0.001203348;-0.001864951;-1.84E-19;-6.89E-30;-2.42E-72;-0.001864951
165.32002;-6.46E-04;-0.002014766;-4.01E-19;-1.45E-29;-9.36E-72;-0.002014766
166.27493;-9.95E-04;-0.002174927;-8.68E-19;-3.03E-29;-3.60E-71;-0.002174927
167.22985;-0.001456064;-0.002346003;-1.87E-18;-6.31E-29;-1.37E-70;-0.002346003
168.18476;-0.001861981;-0.002528574;-3.98E-18;-1.31E-28;-5.22E-70;-0.002528574
169.13968;-0.004078811;-0.002723243;-8.41E-18;-2.70E-28;-1.97E-69;-0.002723243
170.09459;-0.004362953;-0.002930625;-1.77E-17;-5.55E-28;-7.40E-69;-0.002930625
171.04951;-0.002960575;-0.003151358;-3.68E-17;-1.14E-27;-2.76E-68;-0.003151358
172.00442;-0.00199554;-0.00338609;-7.61E-17;-2.32E-27;-1.03E-67;-0.00338609
172.95934;-0.002127791;-0.003635489;-1.56E-16;-4.71E-27;-3.79E-67;-0.003635489
173.91425;-0.003695154;-0.003900231;-3.18E-16;-9.51E-27;-1.39E-66;-0.003900231
174.86917;-0.003064019;-0.004181014;-6.43E-16;-1.91E-26;-5.08E-66;-0.004181014
175.82408;-0.002070177;-0.004478534;-1.29E-15;-3.84E-26;-1.84E-65;-0.004478534
176.779;-0.003628374;-0.004793514;-2.57E-15;-7.66E-26;-6.65E-65;-0.004793514
177.73391;-0.004187492;-0.005126667;-5.07E-15;-1.52E-25;-2.39E-64;-0.005126667
178.68883;-0.004654952;-0.005478731;-9.94E-15;-3.01E-25;-8.51E-64;-0.005478731
179.64374;-0.00481339;-0.005850433;-1.93E-14;-5.93E-25;-3.02E-63;-0.005850433
180.59866;-0.004706019;-0.006242516;-3.73E-14;-1.16E-24;-1.07E-62;-0.006242516
181.55357;-0.005028133;-0.006655711;-7.16E-14;-2.27E-24;-3.74E-62;-0.006655711
182.50849;-0.006129347;-0.007090764;-1.36E-13;-4.42E-24;-1.30E-61;-0.007090764
183.4634;-0.007813248;-0.007548396;-2.57E-13;-8.56E-24;-4.52E-61;-0.007548396
184.41832;-0.007750396;-0.008029343;-4.81E-13;-1.65E-23;-1.56E-60;-0.008029343
185.37323;-0.007611599;-0.008534311;-8.94E-13;-3.17E-23;-5.35E-60;-0.008534311
186.32815;-0.007788369;-0.009064016;-1.65E-12;-6.06E-23;-1.82E-59;-0.009064016
187.28306;-0.008416886;-0.009619134;-3.02E-12;-1.15E-22;-6.18E-59;-0.009619134
188.23798;-0.007802773;-0.010200347;-5.49E-12;-2.19E-22;-2.08E-58;-0.010200347
189.19289;-0.008680077;-0.010808292;-9.90E-12;-4.13E-22;-6.98E-58;-0.010808292
190.14781;-0.010996423;-0.011443606;-1.77E-11;-7.76E-22;-2.33E-57;-0.011443606
191.10272;-0.011329013;-0.01210687;-3.15E-11;-1.45E-21;-7.71E-57;-0.01210687
192.05764;-0.011004279;-0.01279866;-5.54E-11;-2.71E-21;-2.54E-56;-0.01279866
193.01255;-0.011174503;-0.01351949;-9.70E-11;-5.02E-21;-8.33E-56;-0.01351949
193.96747;-0.013018152;-0.014269862;-1.68E-10;-9.28E-21;-2.71E-55;-0.014269862
194.92238;-0.013143855;-0.015050205;-2.90E-10;-1.71E-20;-8.79E-55;-0.015050205
195.8773;-0.013217182;-0.015860932;-4.96E-10;-3.13E-20;-2.83E-54;-0.015860932
196.83221;-0.014146863;-0.016702372;-8.41E-10;-5.71E-20;-9.07E-54;-0.016702373
197.78713;-0.014724313;-0.017574836;-1.42E-09;-1.04E-19;-2.89E-53;-0.017574837
198.74204;-0.015011073;-0.018478536;-2.37E-09;-1.87E-19;-9.14E-53;-0.018478539
199.69696;-0.016247156;-0.019413664;-3.93E-09;-3.38E-19;-2.88E-52;-0.019413668
200.65187;-0.018109137;-0.020380303;-6.46E-09;-6.06E-19;-9.01E-52;-0.020380309
201.60679;-0.019380574;-0.021378508;-1.06E-08;-1.08E-18;-2.81E-51;-0.021378518
202.5617;-0.021365639;-0.022408219;-1.71E-08;-1.92E-18;-8.69E-51;-0.022408236
203.51662;-0.023249879;-0.023469343;-2.75E-08;-3.40E-18;-2.67E-50;-0.02346937
204.47153;-0.023564138;-0.02456166;-4.39E-08;-6.00E-18;-8.18E-50;-0.024561704
205.42645;-0.023480335;-0.025684914;-6.96E-08;-1.05E-17;-2.49E-49;-0.025684984
206.38136;-0.024692849;-0.026838716;-1.09E-07;-1.84E-17;-7.53E-49;-0.026838826
207.33628;-0.025271608;-0.028022635;-1.71E-07;-3.20E-17;-2.27E-48;-0.028022806
208.29119;-0.02852811;-0.029236099;-2.65E-07;-5.55E-17;-6.78E-48;-0.029236363
209.24611;-0.030771129;-0.030478492;-4.07E-07;-9.58E-17;-2.02E-47;-0.030478898
210.20102;-0.031558084;-0.031749051;-6.20E-07;-1.65E-16;-5.97E-47;-0.031749672
211.15594;-0.034059057;-0.033046969;-9.39E-07;-2.82E-16;-1.76E-46;-0.033047908
212.11085;-0.035073849;-0.034371283;-1.41E-06;-4.80E-16;-5.13E-46;-0.034372693
213.06577;-0.035801881;-0.035720987;-2.10E-06;-8.13E-16;-1.49E-45;-0.035723089
214.02068;-0.03742424;-0.037094916;-3.11E-06;-1.37E-15;-4.32E-45;-0.037098027
214.9756;-0.039910809;-0.038491861;-4.57E-06;-2.31E-15;-1.24E-44;-0.03849643
215.93051;-0.040996309;-0.039910456;-6.66E-06;-3.87E-15;-3.55E-44;-0.039917114
216.88543;-0.04048564;-0.041349288;-9.63E-06;-6.45E-15;-1.01E-43;-0.041358917
217.84034;-0.042753537;-0.042806788;-1.38E-05;-1.07E-14;-2.85E-43;-0.042820608
218.79526;-0.043431812;-0.044281346;-1.97E-05;-1.77E-14;-8.01E-43;-0.044301031
219.75017;-0.044772647;-0.045771195;-2.78E-05;-2.92E-14;-2.24E-42;-0.045799021
220.70509;-0.048844911;-0.047274533;-3.90E-05;-4.78E-14;-6.22E-42;-0.04731357
221.66;-0.049885892;-0.048789404;-5.43E-05;-7.80E-14;-1.72E-41;-0.048843753
222.61492;-0.053719844;-0.050313824;-7.51E-05;-1.27E-13;-4.72E-41;-0.050388918
223.56983;-0.056144871;-0.051845662;-1.03E-04;-2.05E-13;-1.29E-40;-0.051948633
224.52475;-0.055056751;-0.053382766;-1.40E-04;-3.31E-13;-3.50E-40;-0.053522892
225.47966;-0.060010248;-0.054922842;-1.89E-04;-5.31E-13;-9.46E-40;-0.055112084
226.43458;-0.059720869;-0.056463587;-2.54E-04;-8.48E-13;-2.54E-39;-0.056717227
227.38949;-0.060998853;-0.058002569;-3.37E-04;-1.35E-12;-6.78E-39;-0.058339941
228.34441;-0.061595943;-0.059537353;-4.45E-04;-2.14E-12;-1.80E-38;-0.0599827
229.29932;-0.062902734;-0.061065386;-5.83E-04;-3.37E-12;-4.76E-38;-0.061648811
230.25424;-0.067598278;-0.062584131;-7.59E-04;-5.29E-12;-1.25E-37;-0.063342652
231.20915;-0.06473198;-0.064090941;-9.79E-04;-8.27E-12;-3.26E-37;-0.065069632
232.16407;-0.066955358;-0.065583197;-0.001253203;-1.29E-11;-8.46E-37;-0.066836401
233.11898;-0.066842748;-0.067058191;-0.001592547;-2.00E-11;-2.18E-36;-0.068650739
234.0739;-0.068039549;-0.068513255;-0.002008447;-3.08E-11;-5.60E-36;-0.070521702
235.02881;-0.070925488;-0.069945645;-0.00251376;-4.74E-11;-1.43E-35;-0.072459406
235.98373;-0.071593287;-0.071352677;-0.003122371;-7.26E-11;-3.63E-35;-0.074475048
236.93864;-0.073274569;-0.072731607;-0.003848935;-1.11E-10;-9.15E-35;-0.076580542
237.89356;-0.07458136;-0.074079765;-0.004708622;-1.68E-10;-2.30E-34;-0.078788387
238.84847;-0.075145715;-0.075394443;-0.005716662;-2.54E-10;-5.72E-34;-0.081111106
239.80339;-0.077586455;-0.076673021;-0.006887924;-3.82E-10;-1.42E-33;-0.083560945
240.7583;-0.084600963;-0.07791286;-0.008236252;-5.72E-10;-3.50E-33;-0.086149113
241.71322;-0.090147623;-0.079111425;-0.009773903;-8.54E-10;-8.59E-33;-0.088885329
242.66813;-0.0944582;-0.080266184;-0.011510706;-1.27E-09;-2.09E-32;-0.091776891
243.62305;-0.099478477;-0.081374718;-0.013453427;-1.88E-09;-5.07E-32;-0.094828147
244.57796;-0.10477373;-0.082434638;-0.015604846;-2.76E-09;-1.22E-31;-0.098039487
245.53288;-0.108337943;-0.083443679;-0.017963172;-4.05E-09;-2.93E-31;-0.101406854
246.48779;-0.112613166;-0.084399623;-0.020521175;-5.92E-09;-6.99E-31;-0.104920804
247.44271;-0.115987515;-0.085300395;-0.023265817;-8.61E-09;-1.66E-30;-0.10856622
248.39762;-0.119995618;-0.086143981;-0.026177619;-1.25E-08;-3.90E-30;-0.112321613
249.35254;-0.124912451;-0.086928522;-0.029230672;-1.80E-08;-9.15E-30;-0.116159212
250.30745;-0.123282236;-0.087652241;-0.032392411;-2.58E-08;-2.13E-29;-0.120044678
251.26237;-0.126189126;-0.088313521;-0.035624149;-3.69E-08;-4.94E-29;-0.123937707
252.21728;-0.131264398;-0.08891085;-0.038881374;-5.25E-08;-1.14E-28;-0.127792276
253.1722;-0.131716144;-0.089442878;-0.042114862;-7.44E-08;-2.60E-28;-0.131557815
254.12711;-0.132022546;-0.089908376;-0.045271525;-1.05E-07;-5.93E-28;-0.135180006
255.08203;-0.136897479;-0.090306286;-0.048296035;-1.48E-07;-1.34E-27;-0.138602468
256.03694;-0.14071048;-0.090635681;-0.051132126;-2.07E-07;-3.02E-27;-0.141768014
256.99186;-0.139937928;-0.090895808;-0.053724547;-2.88E-07;-6.77E-27;-0.144620643
257.94677;-0.141847048;-0.091086058;-0.056020602;-3.99E-07;-1.51E-26;-0.147107059
258.90169;-0.142195351;-0.091205994;-0.057972129;-5.52E-07;-3.34E-26;-0.149178675
259.8566;-0.141526242;-0.091255335;-0.059536993;-7.59E-07;-7.35E-26;-0.150793087
260.81152;-0.144032452;-0.091233968;-0.06068075;-1.04E-06;-1.61E-25;-0.151915757
261.76643;-0.146691864;-0.091141942;-0.061377786;-1.42E-06;-3.50E-25;-0.152521145
262.72135;-0.147027072;-0.090979469;-0.061612358;-1.92E-06;-7.57E-25;-0.152593752
263.67626;-0.147175036;-0.090746931;-0.061379131;-2.60E-06;-1.63E-24;-0.152128665
264.63118;-0.146377605;-0.09044486;-0.060683401;-3.50E-06;-3.49E-24;-0.151131766
265.58609;-0.146969458;-0.090073962;-0.059540909;-4.70E-06;-7.41E-24;-0.14961957
266.54101;-0.147038857;-0.089635085;-0.057977195;-6.27E-06;-1.57E-23;-0.147618554
267.49592;-0.144640018;-0.089129248;-0.056026744;-8.34E-06;-3.30E-23;-0.145164331
268.45084;-0.146080369;-0.0885576;-0.053731589;-1.10E-05;-6.90E-23;-0.142300227
269.40575;-0.142461161;-0.087921457;-0.051139974;-1.45E-05;-1.43E-22;-0.139075978
270.36067;-0.139562128;-0.087222251;-0.048304476;-1.91E-05;-2.97E-22;-0.135545819
271.31558;-0.142228086;-0.086461579;-0.045280459;-2.49E-05;-6.10E-22;-0.131766986
272.2705;-0.141393992;-0.085641133;-0.042124063;-3.25E-05;-1.25E-21;-0.127797658
273.22541;-0.135970417;-0.084762763;-0.038890752;-4.21E-05;-2.53E-21;-0.123695572
274.18033;-0.134039037;-0.083828398;-0.035633489;-5.43E-05;-5.12E-21;-0.119516145
275.13524;-0.132279191;-0.082840116;-0.032401645;-6.97E-05;-1.03E-20;-0.115311461
276.09016;-0.127337478;-0.081800053;-0.029239613;-8.92E-05;-2.06E-20;-0.111128821
277.04507;-0.122996785;-0.080710484;-0.02618623;-1.14E-04;-4.09E-20;-0.107010264
277.99999;-0.112094639;-0.07957372;-0.023273951;-1.44E-04;-8.08E-20;-0.102991677
278.9549;-0.097315332;-0.0783922;-0.020528825;-1.82E-04;-1.59E-19;-0.099102877
279.90982;-0.08420814;-0.077168381;-0.017970236;-2.29E-04;-3.10E-19;-0.095367281
280.86473;-0.074798722;-0.075904831;-0.015611348;-2.86E-04;-6.02E-19;-0.091802475
281.81965;-0.065471796;-0.074604114;-0.013459306;-3.57E-04;-1.16E-18;-0.088420346
282.77456;-0.062881784;-0.073268893;-0.011516007;-4.43E-04;-2.23E-18;-0.085227982
283.72948;-0.058090654;-0.071901808;-0.009778602;-5.48E-04;-4.27E-18;-0.082228098
284.68439;-0.05809851;-0.070505582;-0.008240407;-6.74E-04;-8.10E-18;-0.079420087
285.63931;-0.059693371;-0.069082892;-0.006891536;-8.26E-04;-1.53E-17;-0.076800576
286.59422;-0.05876369;-0.067636484;-0.005719796;-0.001008171;-2.87E-17;-0.074364451
287.54914;-0.057510585;-0.066169043;-0.004711297;-0.00122505;-5.36E-17;-0.07210539
288.50405;-0.059574215;-0.064683305;-0.003851214;-0.001482229;-9.95E-17;-0.070016748
289.45897;-0.061716409;-0.063181926;-0.003124282;-0.001785748;-1.84E-16;-0.068091956
290.41388;-0.061508213;-0.061667599;-0.002515359;-0.002142235;-3.37E-16;-0.066325193
291.3688;-0.0639555;-0.060142921;-0.002009764;-0.002558925;-6.15E-16;-0.06471161
292.32371;-0.061144197;-0.058610513;-0.00159363;-0.003043616;-1.12E-15;-0.06324776
293.27863;-0.063214374;-0.057072885;-0.00125408;-0.003604671;-2.01E-15;-0.061931636
294.23354;-0.06308998;-0.055532557;-9.79E-04;-0.004250924;-3.61E-15;-0.060762881
295.18846;-0.064737217;-0.053991923;-7.59E-04;-0.004991654;-6.44E-15;-0.059742662
296.14337;-0.06530943;-0.052453379;-5.84E-04;-0.005836434;-1.14E-14;-0.058873686
297.09829;-0.06510778;-0.050919182;-4.46E-04;-0.006795073;-2.01E-14;-0.058159953
298.0532;-0.064872087;-0.04939158;-3.38E-04;-0.007877395;-3.53E-14;-0.057606621
299.00812;-0.066978927;-0.047872675;-2.54E-04;-0.009093153;-6.16E-14;-0.057219678
299.96303;-0.06834857;-0.046364548;-1.89E-04;-0.010451736;-1.07E-13;-0.057005688
300.91795;-0.067378297;-0.044869128;-1.40E-04;-0.011962051;-1.84E-13;-0.056971427
301.87286;-0.062525624;-0.043388316;-1.03E-04;-0.01363217;-3.16E-13;-0.057123548
302.82778;-0.06586331;-0.041923855;-7.52E-05;-0.01546919;-5.38E-13;-0.057468209
